Location: GenPlots
From parameter file: C:\Users\SamDavis\Documents\GitHub\SortieRuns\XMLs\081315-BBBPIPO.xml
Basal area is normalized to m^2/ha; density to #/ha.
Subplots:
0 = Whole plot
Step	Subplot	Sdl Abs Den: ABCO	Sdl Abs Den: CADE	Sdl Abs Den: PILA	Sdl Abs Den: PIPO	Sdl Abs Den: QUCH	Sdl Abs Den: QUKE	Sdl Abs Den: PIJE	Sdl Abs Den: PIMO	Sdl Abs Den: ABMA	Sdl Den Total:	Sapl Abs BA: ABCO	Sapl Abs BA: CADE	Sapl Abs BA: PILA	Sapl Abs BA: PIPO	Sapl Abs BA: QUCH	Sapl Abs BA: QUKE	Sapl Abs BA: PIJE	Sapl Abs BA: PIMO	Sapl Abs BA: ABMA	Sapl BA Total:	Sapl Abs Den: ABCO	Sapl Abs Den: CADE	Sapl Abs Den: PILA	Sapl Abs Den: PIPO	Sapl Abs Den: QUCH	Sapl Abs Den: QUKE	Sapl Abs Den: PIJE	Sapl Abs Den: PIMO	Sapl Abs Den: ABMA	Sapl Den Total:	Adult Abs BA: ABCO	Adult Abs BA: CADE	Adult Abs BA: PILA	Adult Abs BA: PIPO	Adult Abs BA: QUCH	Adult Abs BA: QUKE	Adult Abs BA: PIJE	Adult Abs BA: PIMO	Adult Abs BA: ABMA	Adult BA Total:	Adult Abs Den: ABCO	Adult Abs Den: CADE	Adult Abs Den: PILA	Adult Abs Den: PIPO	Adult Abs Den: QUCH	Adult Abs Den: QUKE	Adult Abs Den: PIJE	Adult Abs Den: PIMO	Adult Abs Den: ABMA	Adult Den Total:	Natural Dead Sdl Abs Den: ABCO	Natural Dead Sdl Abs Den: CADE	Natural Dead Sdl Abs Den: PILA	Natural Dead Sdl Abs Den: PIPO	Natural Dead Sdl Abs Den: QUCH	Natural Dead Sdl Abs Den: QUKE	Natural Dead Sdl Abs Den: PIJE	Natural Dead Sdl Abs Den: PIMO	Natural Dead Sdl Abs Den: ABMA	Natural Dead Sdl Den Total:	Natural Dead Sapl Abs BA: ABCO	Natural Dead Sapl Abs BA: CADE	Natural Dead Sapl Abs BA: PILA	Natural Dead Sapl Abs BA: PIPO	Natural Dead Sapl Abs BA: QUCH	Natural Dead Sapl Abs BA: QUKE	Natural Dead Sapl Abs BA: PIJE	Natural Dead Sapl Abs BA: PIMO	Natural Dead Sapl Abs BA: ABMA	Natural Dead Sapl BA Total:	Natural Dead Sapl Abs Den: ABCO	Natural Dead Sapl Abs Den: CADE	Natural Dead Sapl Abs Den: PILA	Natural Dead Sapl Abs Den: PIPO	Natural Dead Sapl Abs Den: QUCH	Natural Dead Sapl Abs Den: QUKE	Natural Dead Sapl Abs Den: PIJE	Natural Dead Sapl Abs Den: PIMO	Natural Dead Sapl Abs Den: ABMA	Natural Dead Sapl Den Total:	Natural Dead Adult Abs BA: ABCO	Natural Dead Adult Abs BA: CADE	Natural Dead Adult Abs BA: PILA	Natural Dead Adult Abs BA: PIPO	Natural Dead Adult Abs BA: QUCH	Natural Dead Adult Abs BA: QUKE	Natural Dead Adult Abs BA: PIJE	Natural Dead Adult Abs BA: PIMO	Natural Dead Adult Abs BA: ABMA	Natural Dead Adult BA Total:	Natural Dead Adult Abs Den: ABCO	Natural Dead Adult Abs Den: CADE	Natural Dead Adult Abs Den: PILA	Natural Dead Adult Abs Den: PIPO	Natural Dead Adult Abs Den: QUCH	Natural Dead Adult Abs Den: QUKE	Natural Dead Adult Abs Den: PIJE	Natural Dead Adult Abs Den: PIMO	Natural Dead Adult Abs Den: ABMA	Natural Dead Adult Den Total:
0	0	0	0	0	0	0	0	0	0	0	0	1.22862	3.0397	0.969442	0.226125	0.000457173	0.321654	0	0	0	5.786	110.889	386.222	59.4444	13.4444	2.88889	27.6667	0	0	0	600.556	8.04485	22.2969	0.490197	16.5553	0.102839	15.0666	0	0	0	62.5568	46.1111	308.778	3.55556	32.5556	4.11111	277.333	0	0	0	672.444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	14.2222	48.4444	0.111111	1.88889	0	9.33333	0	0	0	74	1.23983	3.02316	0.976361	0.223293	0.000519558	0.302074	0	0	0	5.76523	109.889	379.222	58.5556	13.1111	2.88889	26.1111	0	0	0	589.778	8.08381	22.4306	0.496118	16.239	0.100127	15.0957	0	0	0	62.4453	45.8889	309.333	3.55556	31.7778	4	276.333	0	0	0	670.889	0	0	0	0	0	0	0	0	0	0	0.00833776	0.0314634	0.0147038	0.00816217	0	0.00174597	0	0	0	0.0644131	0.888889	3.66667	0.888889	0.333333	0	0.222222	0	0	0	6	0.0224447	0.170203	0	0.406818	0.00421871	0.144372	0	0	0	0.748056	0.333333	2.77778	0	0.777778	0.111111	2.33333	0	0	0	6.33333
2	0	24.2222	86.2222	0.333333	3.77778	0	14.8889	0	0	0	129.444	1.24935	2.97507	0.974015	0.218975	0.000586664	0.290712	0	0	0	5.7087	109.111	370.333	57.3333	12.7778	2.88889	25	0	0	0	577.444	8.06899	22.4989	0.512343	15.5973	0.101594	15.1407	0	0	0	61.9199	45.6667	310.667	3.66667	30.6667	4	274.778	0	0	0	669.444	2.88889	7.55556	0	0.333333	0	4	0	0	0	14.7778	0.00543066	0.0349053	0.0137026	0.000709846	0	0.00469899	0	0	0	0.0594474	0.555556	4.11111	1.11111	0.111111	0	0.444444	0	0	0	6.33333	0.0809335	0.263934	0	0.738905	0	0.116853	0	0	0	1.20062	0.444444	3.44444	0	1.33333	0	2.22222	0	0	0	7.44444
3	0	32.5556	118.222	0.555556	4.88889	0	18.6667	0	0	0	174.889	1.24681	2.97011	0.984436	0.207829	0.000658491	0.284847	0	0	0	5.69469	107.778	363.444	56.4444	12.1111	2.88889	24.1111	0	0	0	566.778	8.10163	22.6591	0.518489	15.1484	0.103073	15.1561	0	0	0	61.6869	45.7778	310.889	3.66667	30	4	272.556	0	0	0	666.889	6	17.5556	0.111111	0.555556	0	5.33333	0	0	0	29.5556	0.00808231	0.028334	0.0110551	0.00741126	0	0.00477867	0	0	0	0.0596612	0.888889	4.11111	0.888889	0.444444	0	0.555556	0	0	0	6.88889	0.0427913	0.135288	0	0.542677	0	0.140442	0	0	0	0.861198	0.333333	2.55556	0	0.888889	0	2.55556	0	0	0	6.33333
4	0	41.2222	143.556	0.888889	5.88889	0.222222	20.8889	0	0	0	212.667	1.2319	2.93678	0.990402	0.199697	0.000705815	0.266503	0	0	0	5.62599	106	356.222	55.7778	11.5556	2.77778	22.7778	0	0	0	555.111	8.09872	22.842	0.466658	14.4884	0.104563	15.2207	0	0	0	61.2211	46	312.333	3.22222	29.1111	4	272	0	0	0	666.667	7.11111	19	0	0.555556	0	7.55556	0	0	0	34.2222	0.01099	0.0329983	0.0155795	0.00417793	2.92247e-005	0.00176957	0	0	0	0.0655444	1.11111	3.22222	0.666667	0.333333	0.111111	0.111111	0	0	0	5.55556	0.0878775	0.136765	0.0580141	0.751624	0	0.106238	0	0	0	1.14052	0.444444	2.55556	0.444444	1.11111	0	1.77778	0	0	0	6.33333
5	0	48.2222	164	1	6.22222	0.333333	22.3333	0	0	0	242.111	1.23835	2.90237	0.993932	0.204392	0.000730539	0.253576	0	0	0	5.59335	105.222	348.333	55.1111	11.5556	2.66667	21.7778	0	0	0	544.667	8.08269	22.7146	0.472155	14.3387	0.106064	15.2365	0	0	0	60.9507	46	313	3.22222	28.5556	4	270.444	0	0	0	665.222	9.22222	23	0.111111	0.777778	0	8.44444	0	0	0	41.5556	0.00821051	0.0308818	0.0180188	0	5.31973e-005	0.00186527	0	0	0	0.0590296	0.555556	3.77778	0.666667	0	0.111111	0.111111	0	0	0	5.22222	0.0822862	0.450851	0	0.229397	0	0.149306	0	0	0	0.911839	0.222222	3.44444	0	0.555556	0	2.44444	0	0	0	6.66667
6	0	47.8889	184.667	1.22222	7.11111	0.333333	21.8889	0	0	0	263.111	1.24361	2.85803	1.00428	0.187831	0.000763188	0.241177	0	0	0	5.53569	104.111	339.889	53.6667	11.3333	2.55556	20.6667	0	0	0	532.222	8.13404	22.8889	0.466801	14.0668	0.107577	15.1967	0	0	0	60.8609	46.1111	314.333	3.11111	28	4	267.556	0	0	0	663.111	13.2222	26	0.111111	0.777778	0.111111	10.5556	0	0	0	50.7778	0.00476062	0.0334207	0.0112388	0.0169788	4.53248e-005	0.00303688	0	0	0	0.0694811	0.777778	4	1.44444	1	0.111111	0.333333	0	0	0	7.66667	0.0195303	0.155697	0.0108841	0.354994	0	0.202634	0	0	0	0.743739	0.222222	3.11111	0.111111	0.666667	0	3.66667	0	0	0	7.77778
7	0	48	198.778	1.11111	6.22222	0.222222	21.1111	0	0	0	275.444	1.24481	2.83185	0.981687	0.169164	0.000841372	0.227732	0	0	0	5.45608	103.222	333.222	52.4444	11.2222	2.55556	19.6667	0	0	0	522.333	8.17271	22.8939	0.482503	13.4945	0.0999189	15.1975	0	0	0	60.3411	46.2222	314.111	3.22222	27.5556	3.77778	265.667	0	0	0	660.556	13	31.3333	0.111111	1	0.222222	8.33333	0	0	0	54	0.00406476	0.0309877	0.0338405	0.00534564	0	0	0	0	0	0.0742386	0.444444	3.11111	1.22222	0.777778	0	0	0	0	0	5.55556	0.0372526	0.3095	0	0.667197	0.00918324	0.164907	0	0	0	1.18804	0.333333	3.77778	0	0.888889	0.222222	2.88889	0	0	0	8.11111
8	0	47.8889	196.111	0.777778	6	0.111111	21.7778	0	0	0	272.667	1.22338	2.80711	0.97543	0.155685	0.000881266	0.217703	0	0	0	5.38019	104.333	343	51.4444	11.6667	2.44444	18.7778	0	0	0	531.667	8.06668	23.1036	0.455164	13.0518	0.101348	15.2169	0	0	0	59.9956	46.1111	316	3	26.5556	3.77778	263.667	0	0	0	659.111	11.4444	32	0.111111	0.444444	0.111111	8.88889	0	0	0	53	0.00815091	0.0239462	0.0274121	0.0131822	4.24677e-005	0.00408409	0	0	0	0.0768179	0.555556	3.11111	1.33333	0.666667	0.111111	0.333333	0	0	0	6.11111	0.200922	0.111275	0.0329283	0.521616	0	0.138178	0	0	0	1.00492	1	2	0.222222	1.11111	0	2.55556	0	0	0	6.88889
9	0	52.1111	199.667	0.777778	6.11111	0.111111	23.6667	0	0	0	282.444	1.2168	2.74752	0.958163	0.154702	0.000963785	0.203037	0	0	0	5.28119	105.556	347.222	50	12.1111	2.44444	17.6667	0	0	0	535	8.1339	23.219	0.470684	12.8907	0.102788	15.209	0	0	0	60.0261	46.5556	317.778	3.11111	25.7778	3.77778	262	0	0	0	659	9.55556	30.7778	0.222222	0.666667	0	7.88889	0	0	0	49.1111	0.00723051	0.04309	0.0279286	0.00483548	0	0.00474181	0	0	0	0.0878264	0.777778	5	1.33333	0.444444	0	0.333333	0	0	0	7.88889	0.012964	0.222485	0	0.232974	0	0.168886	0	0	0	0.637309	0.111111	2.88889	0	0.777778	0	2.44444	0	0	0	6.22222
