X	Y	Species	Type	Diam	Height
190.603	289.534	CADE	Adult	2.448	0
152.86	80.237	CADE	Adult	19.069	0
133.75	12.98	CADE	Adult	11.636	0
88.24	16.794	CADE	Adult	15.887	0
125.629	97.069	CADE	Adult	7.33	0
34.471	37.941	CADE	Adult	9.881	0
2.925	131.342	CADE	Adult	17.452	0
271.662	172.39	CADE	Adult	10.144	0
73.549	209.009	CADE	Adult	5.607	0
187.016	106.345	CADE	Adult	20.51	0
237.202	69.259	CADE	Adult	25.967	0
234.614	141.604	CADE	Adult	16.422	0
169.718	3.7	CADE	Adult	23.347	0
229.29	163.169	CADE	Adult	12.105	0
49.632	217.112	CADE	Adult	15.202	0
187.583	211.711	CADE	Adult	23.831	0
230.964	112.808	CADE	Adult	4.983	0
107.685	198.936	CADE	Adult	12.265	0
122.405	177.155	CADE	Adult	23.599	0
28.619	69.132	CADE	Adult	22.902	0
42.209	150.157	CADE	Adult	25.043	0
176.438	6.804	CADE	Adult	14.819	0
100.6	210.057	CADE	Adult	23.203	0
39.44	94.784	CADE	Adult	13.032	0
136.244	173.441	CADE	Adult	6.203	0
249.902	241.925	CADE	Adult	21.128	0
110.022	194.821	CADE	Adult	15.833	0
219.02	220.445	CADE	Adult	11.377	0
89.804	151.124	CADE	Adult	18.968	0
43.947	106.057	CADE	Adult	22.856	0
102.586	120.936	CADE	Adult	8.174	0
259.387	281.792	CADE	Adult	7.631	0
130.198	40.193	CADE	Adult	20.872	0
11.96	20.447	CADE	Adult	11.17	0
268.716	0.819	CADE	Adult	10.287	0
232.129	169.519	CADE	Adult	10.137	0
32.314	125.981	CADE	Adult	19.892	0
241.556	283.856	CADE	Adult	14.013	0
230.453	50.624	CADE	Adult	22.71	0
210.117	123.096	CADE	Adult	25.524	0
94.086	207.583	CADE	Adult	0.698	0
249.935	19.469	CADE	Adult	4.854	0
135.304	193.32	CADE	Adult	5.229	0
58.357	160.087	CADE	Adult	14.973	0
298.627	114.199	CADE	Adult	12.576	0
205.343	33.693	CADE	Adult	7.214	0
262.888	139.303	CADE	Adult	10.916	0
155.063	231.954	CADE	Adult	37.341	0
71.349	38.569	CADE	Adult	5.541	0
279.296	255.215	CADE	Adult	19.058	0
107.518	44.436	CADE	Adult	17.223	0
31.673	39.484	CADE	Adult	37.868	0
196.06	251.339	CADE	Adult	21.342	0
95.241	298.14	CADE	Adult	14.732	0
21.576	225.952	CADE	Adult	17.778	0
120.674	244.359	CADE	Adult	15.322	0
127.323	95.563	CADE	Adult	18.545	0
241.731	194.278	CADE	Adult	14.021	0
132.273	220.912	CADE	Adult	3.613	0
12.659	278.13	CADE	Adult	5.6	0
214.442	199.874	CADE	Adult	7.597	0
211.981	286.331	CADE	Adult	4.337	0
124.15	250	CADE	Adult	3.814	0
103.155	176.284	CADE	Adult	14.589	0
278.218	81.798	CADE	Adult	7.905	0
186.593	176.163	CADE	Adult	16.729	0
214.18	114.847	CADE	Adult	25.054	0
272.325	175.903	CADE	Adult	23.45	0
232.728	275.524	CADE	Adult	13.747	0
193.355	91.674	CADE	Adult	17.91	0
105.929	25.84	CADE	Adult	12.81	0
47.446	43.513	CADE	Adult	10.474	0
43.912	94.989	CADE	Adult	25.761	0
196.095	168.574	CADE	Adult	3.308	0
12.113	10.607	CADE	Adult	11.76	0
203.863	179.023	CADE	Adult	46.137	0
113.59	236.805	CADE	Adult	14.557	0
221.049	114.039	CADE	Adult	6.316	0
228.063	144.007	CADE	Adult	14.753	0
71.604	261.537	CADE	Adult	17.421	0
43.186	294.527	CADE	Adult	11.383	0
49.23	145.277	CADE	Adult	23.667	0
85.376	213.45	CADE	Adult	16.139	0
152.038	99.542	CADE	Adult	4.03	0
10.338	215.789	CADE	Adult	12.945	0
227.678	66.164	CADE	Adult	37.851	0
170.528	188.467	CADE	Adult	10.343	0
259.115	283.925	CADE	Adult	11.223	0
4.181	265.819	CADE	Adult	11.739	0
40.448	134.139	CADE	Adult	19.025	0
56.65	266.567	CADE	Adult	8.603	0
266.679	137.922	CADE	Adult	53.157	0
186.698	265.673	CADE	Adult	23.41	0
180.448	195.865	CADE	Adult	8.808	0
81.733	283.912	CADE	Adult	19.249	0
92.222	17.472	CADE	Adult	28.137	0
42.896	87.943	CADE	Adult	30.281	0
98.341	228.914	CADE	Adult	9.263	0
263.038	8.252	CADE	Adult	12.587	0
167.453	265.688	CADE	Adult	22.455	0
152.67	85.693	CADE	Adult	11.036	0
146.61	124.592	CADE	Adult	17.127	0
16.691	218.618	CADE	Adult	13.65	0
88.1	19.146	CADE	Adult	10.799	0
19.093	97.655	CADE	Adult	9.932	0
289.31	17.442	CADE	Adult	1.332	0
107.414	199.796	CADE	Adult	10.564	0
64.513	52.669	CADE	Adult	21.442	0
165.024	294.487	CADE	Adult	19.611	0
14.649	108.106	CADE	Adult	34.727	0
216.878	164.805	CADE	Adult	33.86	0
13.685	279.324	CADE	Adult	7.217	0
69.457	196.372	CADE	Adult	16.407	0
124.157	124.786	CADE	Adult	16.627	0
208.675	76.91	CADE	Adult	11.173	0
63.869	197.72	CADE	Adult	9.965	0
42.437	102.032	CADE	Adult	13.985	0
295.968	162.791	CADE	Adult	4.724	0
168.418	133.062	CADE	Adult	4.732	0
180.447	90.104	CADE	Adult	15.305	0
297.189	67.368	CADE	Adult	43.677	0
127.213	139.813	CADE	Adult	23.604	0
4.328	191.569	CADE	Adult	4.507	0
26.608	170.585	CADE	Adult	10.871	0
245.947	9.885	CADE	Adult	5.724	0
3.44	121.084	CADE	Adult	5.345	0
276.686	125.536	CADE	Adult	3.456	0
39.255	236.164	CADE	Adult	21.507	0
105.825	167.8	CADE	Adult	6.322	0
176.014	160.622	CADE	Adult	14.459	0
49.281	286.287	CADE	Adult	22.871	0
