Location: CCRPIPO Setup
From parameter file: C:\Users\SamDavis\Documents\GitHub\SortieRuns\XMLs\080415-CCRPIPO-1.xml
Basal area is normalized to m^2/ha; density to #/ha.
Subplots:
0 = Whole plot
Step	Subplot	Sdl Abs Den: ABCO	Sdl Abs Den: CADE	Sdl Abs Den: PILA	Sdl Abs Den: PIPO	Sdl Abs Den: QUKE	Sdl Abs Den: NR1	Sdl Abs Den: NR2	Sdl Abs Den: NR3	Sdl Abs Den: NR4	Sdl Den Total:	Sapl Abs BA: ABCO	Sapl Abs BA: CADE	Sapl Abs BA: PILA	Sapl Abs BA: PIPO	Sapl Abs BA: QUKE	Sapl Abs BA: NR1	Sapl Abs BA: NR2	Sapl Abs BA: NR3	Sapl Abs BA: NR4	Sapl BA Total:	Sapl Rel BA: ABCO	Sapl Rel BA: CADE	Sapl Rel BA: PILA	Sapl Rel BA: PIPO	Sapl Rel BA: QUKE	Sapl Rel BA: NR1	Sapl Rel BA: NR2	Sapl Rel BA: NR3	Sapl Rel BA: NR4	Sapl Abs Den: ABCO	Sapl Abs Den: CADE	Sapl Abs Den: PILA	Sapl Abs Den: PIPO	Sapl Abs Den: QUKE	Sapl Abs Den: NR1	Sapl Abs Den: NR2	Sapl Abs Den: NR3	Sapl Abs Den: NR4	Sapl Den Total:	Sapl Rel Den: ABCO	Sapl Rel Den: CADE	Sapl Rel Den: PILA	Sapl Rel Den: PIPO	Sapl Rel Den: QUKE	Sapl Rel Den: NR1	Sapl Rel Den: NR2	Sapl Rel Den: NR3	Sapl Rel Den: NR4	Adult Abs BA: ABCO	Adult Abs BA: CADE	Adult Abs BA: PILA	Adult Abs BA: PIPO	Adult Abs BA: QUKE	Adult Abs BA: NR1	Adult Abs BA: NR2	Adult Abs BA: NR3	Adult Abs BA: NR4	Adult BA Total:	Adult Rel BA: ABCO	Adult Rel BA: CADE	Adult Rel BA: PILA	Adult Rel BA: PIPO	Adult Rel BA: QUKE	Adult Rel BA: NR1	Adult Rel BA: NR2	Adult Rel BA: NR3	Adult Rel BA: NR4	Adult Abs Den: ABCO	Adult Abs Den: CADE	Adult Abs Den: PILA	Adult Abs Den: PIPO	Adult Abs Den: QUKE	Adult Abs Den: NR1	Adult Abs Den: NR2	Adult Abs Den: NR3	Adult Abs Den: NR4	Adult Den Total:	Adult Rel Den: ABCO	Adult Rel Den: CADE	Adult Rel Den: PILA	Adult Rel Den: PIPO	Adult Rel Den: QUKE	Adult Rel Den: NR1	Adult Rel Den: NR2	Adult Rel Den: NR3	Adult Rel Den: NR4	Natural Dead Sdl Abs Den: ABCO	Natural Dead Sdl Abs Den: CADE	Natural Dead Sdl Abs Den: PILA	Natural Dead Sdl Abs Den: PIPO	Natural Dead Sdl Abs Den: QUKE	Natural Dead Sdl Abs Den: NR1	Natural Dead Sdl Abs Den: NR2	Natural Dead Sdl Abs Den: NR3	Natural Dead Sdl Abs Den: NR4	Natural Dead Sdl Den Total:	Natural Dead Sapl Abs BA: ABCO	Natural Dead Sapl Abs BA: CADE	Natural Dead Sapl Abs BA: PILA	Natural Dead Sapl Abs BA: PIPO	Natural Dead Sapl Abs BA: QUKE	Natural Dead Sapl Abs BA: NR1	Natural Dead Sapl Abs BA: NR2	Natural Dead Sapl Abs BA: NR3	Natural Dead Sapl Abs BA: NR4	Natural Dead Sapl BA Total:	Natural Dead Sapl Abs Den: ABCO	Natural Dead Sapl Abs Den: CADE	Natural Dead Sapl Abs Den: PILA	Natural Dead Sapl Abs Den: PIPO	Natural Dead Sapl Abs Den: QUKE	Natural Dead Sapl Abs Den: NR1	Natural Dead Sapl Abs Den: NR2	Natural Dead Sapl Abs Den: NR3	Natural Dead Sapl Abs Den: NR4	Natural Dead Sapl Den Total:	Natural Dead Adult Abs BA: ABCO	Natural Dead Adult Abs BA: CADE	Natural Dead Adult Abs BA: PILA	Natural Dead Adult Abs BA: PIPO	Natural Dead Adult Abs BA: QUKE	Natural Dead Adult Abs BA: NR1	Natural Dead Adult Abs BA: NR2	Natural Dead Adult Abs BA: NR3	Natural Dead Adult Abs BA: NR4	Natural Dead Adult BA Total:	Natural Dead Adult Abs Den: ABCO	Natural Dead Adult Abs Den: CADE	Natural Dead Adult Abs Den: PILA	Natural Dead Adult Abs Den: PIPO	Natural Dead Adult Abs Den: QUKE	Natural Dead Adult Abs Den: NR1	Natural Dead Adult Abs Den: NR2	Natural Dead Adult Abs Den: NR3	Natural Dead Adult Abs Den: NR4	Natural Dead Adult Den Total:
0	0	0	0	0	0	0	0	0	0	0	0	4.39814	1.38796	0.521181	0.213354	0.640071	0	0	0	0	7.16071	0.614205	0.19383	0.0727834	0.0297951	0.0893865	0	0	0	0	766.889	388.667	92.4444	55.3333	214.667	0	0	0	0	1518	0.505197	0.256039	0.0608988	0.0364515	0.141414	0	0	0	0	22.4306	143.986	1.09018	50.2292	23.8953	0	0	0	0	241.632	0.0928297	0.595892	0.00451172	0.207875	0.0988913	0	0	0	0	91.1111	166.667	4.33333	9.77778	62.5556	0	0	0	0	334.444	0.272425	0.498339	0.0129568	0.0292359	0.187043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	22.2222	15.1111	0.555556	0.666667	3.44444	0	0	0	0	42	4.4317	1.40364	0.499481	0.213721	0.623597	0	0	0	0	7.17214	0.617904	0.195708	0.0696419	0.0297988	0.0869472	0	0	0	0	752.889	384.333	87.6667	53.6667	208.556	0	0	0	0	1487.11	0.506276	0.258443	0.058951	0.0360879	0.140242	0	0	0	0	22.4021	142.887	1.08294	50.2165	23.5999	0	0	0	0	240.188	0.0932691	0.594895	0.00450872	0.209072	0.0982558	0	0	0	0	90.7778	165	4.22222	9.55556	62	0	0	0	0	331.556	0.273794	0.497654	0.0127346	0.0288204	0.186997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0608022	0.0108079	0.0290712	0.00701013	0.0227646	0	0	0	0	0.130456	12.7778	3.22222	4.66667	1.66667	5.33333	0	0	0	0	27.6667	0.23601	1.41832	0.0280882	0.0504759	0.379076	0	0	0	0	2.11197	1.55556	2.77778	0.222222	0.222222	1.33333	0	0	0	0	6.11111
2	0	37.3333	24.7778	0.444444	0.888889	7.11111	0	0	0	0	70.5556	4.45278	1.39801	0.471791	0.211032	0.621256	0	0	0	0	7.15486	0.622343	0.195392	0.0659399	0.0294948	0.0868298	0	0	0	0	739.778	377.222	82.8889	51.7778	203	0	0	0	0	1454.67	0.508555	0.259319	0.0569814	0.0355943	0.139551	0	0	0	0	22.3132	136.904	1.04043	44.633	23.0031	0	0	0	0	227.894	0.0979106	0.600736	0.00456542	0.19585	0.100938	0	0	0	0	90.5556	164	4	9.33333	61.1111	0	0	0	0	329	0.275245	0.49848	0.0121581	0.0283688	0.185748	0	0	0	0	6	3.55556	0.222222	0.222222	0.666667	0	0	0	0	10.6667	0.078994	0.0219211	0.044946	0.00566754	0.0140925	0	0	0	0	0.165621	12	5.44444	4.77778	1.77778	5.11111	0	0	0	0	29.1111	0.29111	6.30877	0.0529277	5.62535	0.673796	0	0	0	0	12.952	1.33333	2.66667	0.222222	0.333333	1.33333	0	0	0	0	5.88889
3	0	50.1111	33.5556	1	0.888889	8.88889	0	0	0	0	94.4444	4.48023	1.41459	0.464669	0.206518	0.614736	0	0	0	0	7.18074	0.623923	0.196998	0.0647105	0.02876	0.0856091	0	0	0	0	726.222	371.889	77.7778	50.2222	197.444	0	0	0	0	1423.56	0.510147	0.261239	0.0546363	0.0352794	0.138698	0	0	0	0	22.414	136.601	0.915447	44.6014	22.8922	0	0	0	0	227.424	0.0985561	0.600645	0.00402528	0.196115	0.100659	0	0	0	0	90.7778	163	3.77778	9.11111	60.3333	0	0	0	0	327	0.277608	0.498471	0.0115528	0.0278627	0.184506	0	0	0	0	9.22222	5.55556	0	0.111111	1.77778	0	0	0	0	16.6667	0.0777859	0.016633	0.0237803	0.00749871	0.0123832	0	0	0	0	0.138081	12.5556	4.55556	5.11111	1.44444	4.77778	0	0	0	0	28.4444	0.0963934	0.60741	0.134897	0.0699205	0.192222	0	0	0	0	1.10084	0.777778	1.77778	0.222222	0.333333	1.55556	0	0	0	0	4.66667
4	0	55.3333	41.2222	1	1.22222	9.88889	0	0	0	0	108.667	4.5129	1.43558	0.457506	0.21185	0.606533	0	0	0	0	7.22438	0.624677	0.198714	0.0633281	0.0293244	0.0839565	0	0	0	0	714.778	367.667	73.8889	49.2222	191.444	0	0	0	0	1397	0.511652	0.263183	0.0528911	0.0352342	0.13704	0	0	0	0	22.2492	122.566	0.924628	44.5253	19.8445	0	0	0	0	210.11	0.105893	0.583343	0.00440069	0.211915	0.0944481	0	0	0	0	90.1111	161.333	3.77778	8.88889	59	0	0	0	0	323.111	0.278886	0.499312	0.0116919	0.0275103	0.1826	0	0	0	0	14.1111	7.88889	0.333333	0.222222	2.44444	0	0	0	0	25	0.0635369	0.0125936	0.0234334	0.00198577	0.0177112	0	0	0	0	0.119261	10.2222	3.44444	3.88889	1	5.44444	0	0	0	0	24	0.372217	14.3382	0	0.109524	3.1244	0	0	0	0	17.9443	1.88889	2.44444	0	0.222222	1.88889	0	0	0	0	6.44444
5	0	64.2222	45.3333	0.777778	1.33333	10.6667	0	0	0	0	122.333	4.5594	1.45257	0.445938	0.21072	0.591761	0	0	0	0	7.2604	0.627983	0.200068	0.0614206	0.0290232	0.0815053	0	0	0	0	702.778	363.111	69.5556	47.6667	185.667	0	0	0	0	1368.78	0.513435	0.265281	0.0508158	0.0348243	0.135644	0	0	0	0	22.2059	122.595	0.830049	44.508	19.8234	0	0	0	0	209.963	0.105761	0.583891	0.00395332	0.21198	0.094414	0	0	0	0	89.2222	160.556	3.55556	8.66667	59	0	0	0	0	321	0.277951	0.500173	0.0110765	0.026999	0.183801	0	0	0	0	12.4444	8.11111	0.333333	0.222222	2.88889	0	0	0	0	24	0.0742316	0.0170593	0.0173023	0.00859922	0.0182321	0	0	0	0	0.135424	11.3333	3.77778	4.22222	1.55556	4.88889	0	0	0	0	25.7778	0.225642	0.267426	0.114159	0.0502338	0.100264	0	0	0	0	0.757724	1.55556	1.55556	0.333333	0.222222	0.888889	0	0	0	0	4.55556
6	0	73	50.2222	0.555556	1.44444	11.2222	0	0	0	0	136.444	4.5301	1.46289	0.444106	0.209364	0.585651	0	0	0	0	7.23211	0.626387	0.202277	0.0614075	0.0289492	0.0809792	0	0	0	0	688.333	358.111	66	46.2222	180.778	0	0	0	0	1339.44	0.513895	0.267358	0.0492742	0.0345085	0.134965	0	0	0	0	22.0892	121.848	0.624964	44.5167	19.2527	0	0	0	0	208.332	0.106029	0.584876	0.00299985	0.213682	0.0924134	0	0	0	0	89	160	3	8.44444	58.1111	0	0	0	0	318.556	0.279386	0.502267	0.00941751	0.0265085	0.182421	0	0	0	0	14.1111	8.88889	0.111111	0.444444	2.55556	0	0	0	0	26.1111	0.103698	0.0177763	0.0175717	0.00878853	0.0150348	0	0	0	0	0.162869	12.6667	3.88889	3.77778	1.44444	4.33333	0	0	0	0	26.1111	0.345326	1.04967	0.21356	0.0238821	0.644138	0	0	0	0	2.27657	2	1.66667	0.555556	0.222222	1.44444	0	0	0	0	5.88889
7	0	75.5556	52.5556	0.444444	1.66667	10	0	0	0	0	140.222	4.56373	1.46399	0.422972	0.214116	0.583952	0	0	0	0	7.24876	0.629588	0.201964	0.0583509	0.0295383	0.0805589	0	0	0	0	680.444	352.667	62.2222	45.4444	175.667	0	0	0	0	1316.44	0.516881	0.267893	0.0472654	0.0345206	0.13344	0	0	0	0	21.4171	121.907	0.606988	44.4936	19.1754	0	0	0	0	207.601	0.103165	0.587221	0.00292383	0.214323	0.0923667	0	0	0	0	88.1111	160.333	2.88889	8.11111	56.8889	0	0	0	0	316.333	0.278539	0.506849	0.00913242	0.025641	0.179838	0	0	0	0	15.3333	11	0.111111	0.111111	3.11111	0	0	0	0	29.6667	0.0784771	0.0145345	0.036604	0.00267751	0.0104184	0	0	0	0	0.142712	11.7778	3.66667	3.88889	0.777778	4.55556	0	0	0	0	24.6667	0.862068	0.253968	0.0247697	0.0554165	0.149552	0	0	0	0	1.34577	1.77778	1.44444	0.111111	0.333333	1.77778	0	0	0	0	5.44444
8	0	77	52.1111	0.555556	2.22222	12.1111	0	0	0	0	144	4.59388	1.48103	0.429787	0.213482	0.573263	0	0	0	0	7.29144	0.630037	0.203119	0.058944	0.0292785	0.0786214	0	0	0	0	673.333	350.333	58.8889	44.2222	171	0	0	0	0	1297.78	0.518836	0.269949	0.0453767	0.0340753	0.131764	0	0	0	0	21.1009	121.452	0.480748	44.5127	19.0337	0	0	0	0	206.58	0.102144	0.587917	0.00232718	0.215475	0.0921372	0	0	0	0	88.1111	159.778	2.55556	7.88889	55.7778	0	0	0	0	314.111	0.280509	0.508666	0.00813583	0.025115	0.177573	0	0	0	0	17	10.3333	0	0.111111	1.33333	0	0	0	0	28.7778	0.0825343	0.0178214	0.00802618	0.0082201	0.0154198	0	0	0	0	0.132022	11.6667	4.44444	3.33333	1.33333	3.88889	0	0	0	0	24.6667	0.504243	0.75001	0.132803	0.0128075	0.216976	0	0	0	0	1.61684	0.888889	1.33333	0.333333	0.222222	1.88889	0	0	0	0	4.66667
9	0	73	53.1111	0.555556	2.55556	10.1111	0	0	0	0	139.333	4.63016	1.48721	0.426638	0.215333	0.575503	0	0	0	0	7.33484	0.631255	0.20276	0.0581659	0.0293575	0.0784616	0	0	0	0	665.667	347.444	55.6667	43.2222	167.444	0	0	0	0	1279.44	0.520278	0.271559	0.0435085	0.033782	0.130873	0	0	0	0	20.6848	120.873	0.486374	44.5167	18.9985	0	0	0	0	205.56	0.100627	0.588021	0.00236609	0.216563	0.0924231	0	0	0	0	87.5556	159.556	2.55556	7.66667	54.8889	0	0	0	0	312.222	0.280427	0.511032	0.00818505	0.0245552	0.175801	0	0	0	0	18.6667	10	0.222222	0.333333	3.66667	0	0	0	0	32.8889	0.0816794	0.0163753	0.0179257	0.00572136	0.0119186	0	0	0	0	0.13362	13	4.22222	3.33333	1.11111	3.77778	0	0	0	0	25.4444	0.598694	0.883664	0	0.0276627	0.0997121	0	0	0	0	1.60973	1.33333	1.66667	0	0.222222	1.11111	0	0	0	0	4.33333
