Location: CCRPIPO Setup
From parameter file: C:\Users\SamDavis\Documents\GitHub\SortieRuns\XMLs\080415-CCRPIPO-1.xml
Basal area is normalized to m^2/ha; density to #/ha.
Subplots:
0 = Whole plot
Step	Subplot	Sdl Abs Den: ABCO	Sdl Abs Den: CADE	Sdl Abs Den: PILA	Sdl Abs Den: PIPO	Sdl Abs Den: QUKE	Sdl Abs Den: NR1	Sdl Abs Den: NR2	Sdl Abs Den: NR3	Sdl Abs Den: NR4	Sdl Den Total:	Sapl Abs BA: ABCO	Sapl Abs BA: CADE	Sapl Abs BA: PILA	Sapl Abs BA: PIPO	Sapl Abs BA: QUKE	Sapl Abs BA: NR1	Sapl Abs BA: NR2	Sapl Abs BA: NR3	Sapl Abs BA: NR4	Sapl BA Total:	Sapl Rel BA: ABCO	Sapl Rel BA: CADE	Sapl Rel BA: PILA	Sapl Rel BA: PIPO	Sapl Rel BA: QUKE	Sapl Rel BA: NR1	Sapl Rel BA: NR2	Sapl Rel BA: NR3	Sapl Rel BA: NR4	Sapl Abs Den: ABCO	Sapl Abs Den: CADE	Sapl Abs Den: PILA	Sapl Abs Den: PIPO	Sapl Abs Den: QUKE	Sapl Abs Den: NR1	Sapl Abs Den: NR2	Sapl Abs Den: NR3	Sapl Abs Den: NR4	Sapl Den Total:	Sapl Rel Den: ABCO	Sapl Rel Den: CADE	Sapl Rel Den: PILA	Sapl Rel Den: PIPO	Sapl Rel Den: QUKE	Sapl Rel Den: NR1	Sapl Rel Den: NR2	Sapl Rel Den: NR3	Sapl Rel Den: NR4	Adult Abs BA: ABCO	Adult Abs BA: CADE	Adult Abs BA: PILA	Adult Abs BA: PIPO	Adult Abs BA: QUKE	Adult Abs BA: NR1	Adult Abs BA: NR2	Adult Abs BA: NR3	Adult Abs BA: NR4	Adult BA Total:	Adult Rel BA: ABCO	Adult Rel BA: CADE	Adult Rel BA: PILA	Adult Rel BA: PIPO	Adult Rel BA: QUKE	Adult Rel BA: NR1	Adult Rel BA: NR2	Adult Rel BA: NR3	Adult Rel BA: NR4	Adult Abs Den: ABCO	Adult Abs Den: CADE	Adult Abs Den: PILA	Adult Abs Den: PIPO	Adult Abs Den: QUKE	Adult Abs Den: NR1	Adult Abs Den: NR2	Adult Abs Den: NR3	Adult Abs Den: NR4	Adult Den Total:	Adult Rel Den: ABCO	Adult Rel Den: CADE	Adult Rel Den: PILA	Adult Rel Den: PIPO	Adult Rel Den: QUKE	Adult Rel Den: NR1	Adult Rel Den: NR2	Adult Rel Den: NR3	Adult Rel Den: NR4	Natural Dead Sdl Abs Den: ABCO	Natural Dead Sdl Abs Den: CADE	Natural Dead Sdl Abs Den: PILA	Natural Dead Sdl Abs Den: PIPO	Natural Dead Sdl Abs Den: QUKE	Natural Dead Sdl Abs Den: NR1	Natural Dead Sdl Abs Den: NR2	Natural Dead Sdl Abs Den: NR3	Natural Dead Sdl Abs Den: NR4	Natural Dead Sdl Den Total:	Natural Dead Sapl Abs BA: ABCO	Natural Dead Sapl Abs BA: CADE	Natural Dead Sapl Abs BA: PILA	Natural Dead Sapl Abs BA: PIPO	Natural Dead Sapl Abs BA: QUKE	Natural Dead Sapl Abs BA: NR1	Natural Dead Sapl Abs BA: NR2	Natural Dead Sapl Abs BA: NR3	Natural Dead Sapl Abs BA: NR4	Natural Dead Sapl BA Total:	Natural Dead Sapl Abs Den: ABCO	Natural Dead Sapl Abs Den: CADE	Natural Dead Sapl Abs Den: PILA	Natural Dead Sapl Abs Den: PIPO	Natural Dead Sapl Abs Den: QUKE	Natural Dead Sapl Abs Den: NR1	Natural Dead Sapl Abs Den: NR2	Natural Dead Sapl Abs Den: NR3	Natural Dead Sapl Abs Den: NR4	Natural Dead Sapl Den Total:	Natural Dead Adult Abs BA: ABCO	Natural Dead Adult Abs BA: CADE	Natural Dead Adult Abs BA: PILA	Natural Dead Adult Abs BA: PIPO	Natural Dead Adult Abs BA: QUKE	Natural Dead Adult Abs BA: NR1	Natural Dead Adult Abs BA: NR2	Natural Dead Adult Abs BA: NR3	Natural Dead Adult Abs BA: NR4	Natural Dead Adult BA Total:	Natural Dead Adult Abs Den: ABCO	Natural Dead Adult Abs Den: CADE	Natural Dead Adult Abs Den: PILA	Natural Dead Adult Abs Den: PIPO	Natural Dead Adult Abs Den: QUKE	Natural Dead Adult Abs Den: NR1	Natural Dead Adult Abs Den: NR2	Natural Dead Adult Abs Den: NR3	Natural Dead Adult Abs Den: NR4	Natural Dead Adult Den Total:
0	0	0	0	0	0	0	0	0	0	0	0	4.39814	1.38796	0.521181	0.213354	0.640071	0	0	0	0	7.16071	0.614205	0.19383	0.0727834	0.0297951	0.0893865	0	0	0	0	766.889	388.667	92.4444	55.3333	214.667	0	0	0	0	1518	0.505197	0.256039	0.0608988	0.0364515	0.141414	0	0	0	0	22.4306	143.986	1.09018	50.2292	23.8953	0	0	0	0	241.632	0.0928297	0.595892	0.00451172	0.207875	0.0988913	0	0	0	0	91.1111	166.667	4.33333	9.77778	62.5556	0	0	0	0	334.444	0.272425	0.498339	0.0129568	0.0292359	0.187043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	21.5556	12.7778	0.111111	0.333333	3.66667	0	0	0	0	38.4444	4.41586	1.40418	0.490827	0.215898	0.637191	0	0	0	0	7.16396	0.6164	0.196006	0.0685134	0.0301367	0.088944	0	0	0	0	752.111	383.222	86.1111	53.4444	209.222	0	0	0	0	1484.11	0.506775	0.258217	0.058022	0.0360111	0.140975	0	0	0	0	22.4506	143.966	1.07784	50.2021	20.0539	0	0	0	0	237.751	0.0944293	0.605534	0.00453351	0.211154	0.0843484	0	0	0	0	91.3333	166.333	4.33333	9.55556	61.3333	0	0	0	0	332.889	0.274366	0.499666	0.0130174	0.0287049	0.184246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0766354	0.0102715	0.0377255	0.00483267	0.00917064	0	0	0	0	0.138636	13.5556	4.33333	6.22222	1.88889	4.66667	0	0	0	0	30.6667	0.187523	0.338898	0.0331853	0.0648677	3.92507	0	0	0	0	4.54954	1	1.44444	0.111111	0.222222	2	0	0	0	0	4.77778
2	0	38.2222	23	0.111111	0.666667	5.22222	0	0	0	0	67.2222	4.43698	1.39789	0.463438	0.210927	0.62952	0	0	0	0	7.13875	0.621534	0.195818	0.0649185	0.0295467	0.0881835	0	0	0	0	738.778	376	81.3333	52	204.556	0	0	0	0	1452.67	0.508567	0.258834	0.055989	0.0357962	0.140814	0	0	0	0	21.0798	141.751	0.975914	50.1687	19.7565	0	0	0	0	233.732	0.0901882	0.606468	0.00417536	0.214643	0.0845263	0	0	0	0	90.2222	165.778	4.11111	9.22222	59.8889	0	0	0	0	329.222	0.274047	0.503544	0.0124873	0.0280121	0.18191	0	0	0	0	5.11111	2.44444	0	0.111111	1	0	0	0	0	8.66667	0.0787023	0.0225195	0.0442904	0.0079797	0.0196888	0	0	0	0	0.173181	12.2222	5.55556	4.77778	1.33333	4.22222	0	0	0	0	28.1111	1.57366	2.54468	0.112442	0.0751566	0.371525	0	0	0	0	4.67747	2.22222	2.22222	0.222222	0.444444	1.88889	0	0	0	0	7
3	0	50.1111	29.8889	0.333333	1	7.11111	0	0	0	0	88.4445	4.4889	1.41376	0.456388	0.20637	0.61484	0	0	0	0	7.18026	0.625173	0.196895	0.0635615	0.0287413	0.0856292	0	0	0	0	726.556	371	77.6667	50.6667	198.556	0	0	0	0	1424.44	0.510062	0.260452	0.0545242	0.0355694	0.139392	0	0	0	0	20.6855	136.266	0.985742	50.199	19.7028	0	0	0	0	227.84	0.0907899	0.598081	0.00432647	0.220326	0.0864766	0	0	0	0	89.2222	164.667	4.11111	9.11111	59	0	0	0	0	326.111	0.273595	0.50494	0.0126065	0.0279387	0.18092	0	0	0	0	9.55556	5	0	0.222222	1	0	0	0	0	15.7778	0.0530644	0.0172707	0.0233486	0.00755421	0.0207647	0	0	0	0	0.122003	11.2222	4.22222	3.66667	1.22222	5.22222	0	0	0	0	25.5556	0.589024	5.79288	0	0.0108967	0.131973	0	0	0	0	6.52477	2	1.88889	0	0.222222	1.66667	0	0	0	0	5.77778
4	0	58.1111	38.8889	0.333333	1.66667	6.88889	0	0	0	0	105.889	4.50809	1.43058	0.457276	0.212042	0.608465	0	0	0	0	7.21646	0.624696	0.198239	0.0633657	0.0293831	0.0843163	0	0	0	0	715.111	365.111	74.1111	49	192.889	0	0	0	0	1396.22	0.512176	0.261499	0.0530797	0.0350947	0.138151	0	0	0	0	20.6035	136.428	0.936822	50.2308	19.5077	0	0	0	0	227.707	0.0904827	0.599138	0.00411416	0.220594	0.0856705	0	0	0	0	88.7778	163.556	3.88889	9	58.1111	0	0	0	0	323.333	0.27457	0.505842	0.0120275	0.0278351	0.179725	0	0	0	0	14	5.66667	0	0.111111	2.55556	0	0	0	0	22.3333	0.0725531	0.0187773	0.015249	0.00171549	0.015959	0	0	0	0	0.124254	10.1111	5.22222	3.55556	1.66667	5.11111	0	0	0	0	25.6667	0.28901	0.141153	0.0588037	0.00492875	0.268854	0	0	0	0	0.762749	1.77778	1.77778	0.222222	0.111111	1.44444	0	0	0	0	5.33333
5	0	60.5556	45	0.555556	1.44444	7.33333	0	0	0	0	114.889	4.56942	1.45024	0.440358	0.218659	0.604643	0	0	0	0	7.28333	0.627381	0.199118	0.060461	0.0300219	0.0830174	0	0	0	0	703.667	360.333	68.2222	48	189.222	0	0	0	0	1369.44	0.513834	0.263124	0.0498174	0.0350507	0.138174	0	0	0	0	20.5124	136.339	0.907366	50.2675	19.4299	0	0	0	0	227.456	0.0901815	0.599408	0.00398919	0.220998	0.0854227	0	0	0	0	87.4444	162.667	3.77778	9	57.4444	0	0	0	0	320.333	0.27298	0.507804	0.0117933	0.0280957	0.179327	0	0	0	0	16.2222	7.55556	0	0.666667	1.77778	0	0	0	0	26.2222	0.064009	0.0140938	0.022621	0.000902813	0.00739258	0	0	0	0	0.109019	10.8889	4	5.77778	1	2.77778	0	0	0	0	24.4444	0.264316	0.392805	0.0491688	0	0.156411	0	0	0	0	0.862701	1.88889	1.66667	0.222222	0	1.55556	0	0	0	0	5.33333
6	0	66.8889	49	0.666667	1.22222	8.55556	0	0	0	0	126.333	4.57868	1.46168	0.441732	0.222421	0.591178	0	0	0	0	7.29569	0.627587	0.200348	0.060547	0.0304867	0.0810312	0	0	0	0	691.778	354.556	64.7778	46.7778	183.778	0	0	0	0	1341.67	0.515611	0.264265	0.0482816	0.0348654	0.136977	0	0	0	0	20.3876	136.292	0.859816	50.2317	19.1855	0	0	0	0	226.957	0.0898303	0.60052	0.00378846	0.221327	0.0845339	0	0	0	0	87	162.222	3.44444	8.66667	57.3333	0	0	0	0	318.667	0.273013	0.509066	0.0108089	0.0271967	0.179916	0	0	0	0	15.1111	8.77778	0	0.444444	1.88889	0	0	0	0	26.2222	0.0700783	0.0142606	0.014046	0.00393314	0.0208514	0	0	0	0	0.123169	10.2222	4.55556	3.55556	1.22222	4.77778	0	0	0	0	24.3333	0.343551	0.358876	0.0566001	0.0726064	0.318522	0	0	0	0	1.15016	2.11111	1.66667	0.333333	0.333333	0.777778	0	0	0	0	5.22222
7	0	68.5556	53.1111	1	1.88889	10.1111	0	0	0	0	134.667	4.61224	1.46209	0.435593	0.218952	0.582783	0	0	0	0	7.31166	0.630807	0.199966	0.0595752	0.0299456	0.079706	0	0	0	0	684.556	349.222	61.8889	45.5556	178.111	0	0	0	0	1319.33	0.518865	0.264696	0.0469092	0.0345292	0.135001	0	0	0	0	20.2454	135.447	0.800607	50.2092	18.5587	0	0	0	0	225.261	0.0898754	0.601289	0.00355414	0.222894	0.0823877	0	0	0	0	86.7778	162.111	3.11111	8.33333	55.7778	0	0	0	0	316.111	0.274517	0.51283	0.00984183	0.026362	0.17645	0	0	0	0	14.7778	9.11111	0.111111	0	2	0	0	0	0	26	0.0748858	0.0149177	0.0213523	0.0112407	0.0193035	0	0	0	0	0.1417	11	3.55556	2.88889	1.33333	5.22222	0	0	0	0	24	0.331809	1.1668	0.0676088	0.0586918	0.696532	0	0	0	0	2.32144	1.22222	1.88889	0.333333	0.333333	2	0	0	0	0	5.77778
8	0	70.1111	51	0.888889	2.22222	9.66667	0	0	0	0	133.889	4.60573	1.48182	0.432207	0.216351	0.5833	0	0	0	0	7.31941	0.629249	0.202451	0.0590495	0.0295586	0.0796922	0	0	0	0	675.889	347.556	59.1111	44.6667	173.667	0	0	0	0	1300.89	0.519559	0.267168	0.045439	0.0343355	0.133498	0	0	0	0	20.3166	135.341	0.758702	49.2863	18.578	0	0	0	0	224.281	0.0905856	0.603445	0.00338282	0.219752	0.0828338	0	0	0	0	86.8889	161.556	2.88889	8.22222	55.2222	0	0	0	0	314.778	0.276032	0.513237	0.00917755	0.0261207	0.175432	0	0	0	0	15.4444	10	0.111111	0.333333	2.55556	0	0	0	0	28.4444	0.11547	0.0148824	0.0184468	0.0103368	0.0120404	0	0	0	0	0.171177	12.4444	4.44444	3	1.11111	4.11111	0	0	0	0	25.1111	0.117863	0.406598	0.0496074	0.958689	0.0461392	0	0	0	0	1.5789	0.888889	1.33333	0.222222	0.111111	0.888889	0	0	0	0	3.44444
9	0	68	50.1111	0.888889	2.22222	9.22222	0	0	0	0	130.444	4.63721	1.48225	0.416896	0.213399	0.583005	0	0	0	0	7.33276	0.632397	0.202141	0.0568539	0.0291021	0.0795068	0	0	0	0	669.222	344.556	55.2222	43.4444	169.222	0	0	0	0	1281.67	0.52215	0.268834	0.0430863	0.0338968	0.132033	0	0	0	0	20.3034	135.418	0.627911	49.3033	18.5681	0	0	0	0	224.22	0.0905512	0.603949	0.00280042	0.219888	0.0828118	0	0	0	0	86.1111	161.889	2.33333	8.11111	54.4444	0	0	0	0	312.889	0.275213	0.517401	0.00745739	0.0259233	0.174006	0	0	0	0	16.5556	9.88889	0	0.222222	2.55556	0	0	0	0	29.2222	0.0820511	0.0176762	0.0300935	0.0106405	0.0128202	0	0	0	0	0.153281	11.1111	4.44444	3.88889	1.33333	4.44444	0	0	0	0	25.2222	0.197918	0.240878	0.137998	0.0173808	0.0752227	0	0	0	0	0.669398	1.66667	1.33333	0.555556	0.111111	1.11111	0	0	0	0	4.77778
