Location: CCRPIPO Setup
From parameter file: C:\Users\SamDavis\Documents\GitHub\SortieRuns\XMLs\080415-CCRPIPO-1.xml
Basal area is normalized to m^2/ha; density to #/ha.
Subplots:
0 = Whole plot
Step	Subplot	Sdl Abs Den: ABCO	Sdl Abs Den: CADE	Sdl Abs Den: PILA	Sdl Abs Den: PIPO	Sdl Abs Den: QUKE	Sdl Abs Den: NR1	Sdl Abs Den: NR2	Sdl Abs Den: NR3	Sdl Abs Den: NR4	Sdl Den Total:	Sapl Abs BA: ABCO	Sapl Abs BA: CADE	Sapl Abs BA: PILA	Sapl Abs BA: PIPO	Sapl Abs BA: QUKE	Sapl Abs BA: NR1	Sapl Abs BA: NR2	Sapl Abs BA: NR3	Sapl Abs BA: NR4	Sapl BA Total:	Sapl Rel BA: ABCO	Sapl Rel BA: CADE	Sapl Rel BA: PILA	Sapl Rel BA: PIPO	Sapl Rel BA: QUKE	Sapl Rel BA: NR1	Sapl Rel BA: NR2	Sapl Rel BA: NR3	Sapl Rel BA: NR4	Sapl Abs Den: ABCO	Sapl Abs Den: CADE	Sapl Abs Den: PILA	Sapl Abs Den: PIPO	Sapl Abs Den: QUKE	Sapl Abs Den: NR1	Sapl Abs Den: NR2	Sapl Abs Den: NR3	Sapl Abs Den: NR4	Sapl Den Total:	Sapl Rel Den: ABCO	Sapl Rel Den: CADE	Sapl Rel Den: PILA	Sapl Rel Den: PIPO	Sapl Rel Den: QUKE	Sapl Rel Den: NR1	Sapl Rel Den: NR2	Sapl Rel Den: NR3	Sapl Rel Den: NR4	Adult Abs BA: ABCO	Adult Abs BA: CADE	Adult Abs BA: PILA	Adult Abs BA: PIPO	Adult Abs BA: QUKE	Adult Abs BA: NR1	Adult Abs BA: NR2	Adult Abs BA: NR3	Adult Abs BA: NR4	Adult BA Total:	Adult Rel BA: ABCO	Adult Rel BA: CADE	Adult Rel BA: PILA	Adult Rel BA: PIPO	Adult Rel BA: QUKE	Adult Rel BA: NR1	Adult Rel BA: NR2	Adult Rel BA: NR3	Adult Rel BA: NR4	Adult Abs Den: ABCO	Adult Abs Den: CADE	Adult Abs Den: PILA	Adult Abs Den: PIPO	Adult Abs Den: QUKE	Adult Abs Den: NR1	Adult Abs Den: NR2	Adult Abs Den: NR3	Adult Abs Den: NR4	Adult Den Total:	Adult Rel Den: ABCO	Adult Rel Den: CADE	Adult Rel Den: PILA	Adult Rel Den: PIPO	Adult Rel Den: QUKE	Adult Rel Den: NR1	Adult Rel Den: NR2	Adult Rel Den: NR3	Adult Rel Den: NR4	Natural Dead Sdl Abs Den: ABCO	Natural Dead Sdl Abs Den: CADE	Natural Dead Sdl Abs Den: PILA	Natural Dead Sdl Abs Den: PIPO	Natural Dead Sdl Abs Den: QUKE	Natural Dead Sdl Abs Den: NR1	Natural Dead Sdl Abs Den: NR2	Natural Dead Sdl Abs Den: NR3	Natural Dead Sdl Abs Den: NR4	Natural Dead Sdl Den Total:	Natural Dead Sapl Abs BA: ABCO	Natural Dead Sapl Abs BA: CADE	Natural Dead Sapl Abs BA: PILA	Natural Dead Sapl Abs BA: PIPO	Natural Dead Sapl Abs BA: QUKE	Natural Dead Sapl Abs BA: NR1	Natural Dead Sapl Abs BA: NR2	Natural Dead Sapl Abs BA: NR3	Natural Dead Sapl Abs BA: NR4	Natural Dead Sapl BA Total:	Natural Dead Sapl Abs Den: ABCO	Natural Dead Sapl Abs Den: CADE	Natural Dead Sapl Abs Den: PILA	Natural Dead Sapl Abs Den: PIPO	Natural Dead Sapl Abs Den: QUKE	Natural Dead Sapl Abs Den: NR1	Natural Dead Sapl Abs Den: NR2	Natural Dead Sapl Abs Den: NR3	Natural Dead Sapl Abs Den: NR4	Natural Dead Sapl Den Total:	Natural Dead Adult Abs BA: ABCO	Natural Dead Adult Abs BA: CADE	Natural Dead Adult Abs BA: PILA	Natural Dead Adult Abs BA: PIPO	Natural Dead Adult Abs BA: QUKE	Natural Dead Adult Abs BA: NR1	Natural Dead Adult Abs BA: NR2	Natural Dead Adult Abs BA: NR3	Natural Dead Adult Abs BA: NR4	Natural Dead Adult BA Total:	Natural Dead Adult Abs Den: ABCO	Natural Dead Adult Abs Den: CADE	Natural Dead Adult Abs Den: PILA	Natural Dead Adult Abs Den: PIPO	Natural Dead Adult Abs Den: QUKE	Natural Dead Adult Abs Den: NR1	Natural Dead Adult Abs Den: NR2	Natural Dead Adult Abs Den: NR3	Natural Dead Adult Abs Den: NR4	Natural Dead Adult Den Total:
0	0	0	0	0	0	0	0	0	0	0	0	4.39814	1.38796	0.521181	0.213354	0.640071	0	0	0	0	7.16071	0.614205	0.19383	0.0727834	0.0297951	0.0893865	0	0	0	0	766.889	388.667	92.4444	55.3333	214.667	0	0	0	0	1518	0.505197	0.256039	0.0608988	0.0364515	0.141414	0	0	0	0	22.4306	143.986	1.09018	50.2292	23.8953	0	0	0	0	241.632	0.0928297	0.595892	0.00451172	0.207875	0.0988913	0	0	0	0	91.1111	166.667	4.33333	9.77778	62.5556	0	0	0	0	334.444	0.272425	0.498339	0.0129568	0.0292359	0.187043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	22.3333	14.4444	0.111111	1.11111	2.66667	0	0	0	0	40.6667	4.42363	1.40844	0.49893	0.213229	0.634028	0	0	0	0	7.17826	0.616254	0.196209	0.0695057	0.0297048	0.0883261	0	0	0	0	753.556	384.889	87.7778	53.2222	208	0	0	0	0	1487.44	0.506611	0.258758	0.0590125	0.035781	0.139837	0	0	0	0	22.5564	143.867	1.06498	50.2412	23.6047	0	0	0	0	241.334	0.0934655	0.596132	0.00441288	0.208181	0.0978089	0	0	0	0	91.7778	165.778	4.22222	9.55556	61.7778	0	0	0	0	333.111	0.275517	0.497665	0.0126751	0.0286858	0.185457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0688644	0.0060078	0.0296221	0.00750214	0.0123339	0	0	0	0	0.12433	12.1111	2.66667	4.55556	2.11111	5.88889	0	0	0	0	27.3333	0.0817116	0.43793	0.0460512	0.025804	0.374288	0	0	0	0	0.965784	0.555556	2	0.222222	0.222222	1.55556	0	0	0	0	4.55556
2	0	37.3333	27.5556	0.222222	1.55556	5.22222	0	0	0	0	71.8889	4.4487	1.40958	0.495222	0.209991	0.63371	0	0	0	0	7.1972	0.618115	0.195851	0.0688077	0.0291767	0.0880495	0	0	0	0	739.556	378.778	82.2222	51.6667	202.333	0	0	0	0	1454.56	0.508441	0.260408	0.0565274	0.0355206	0.139103	0	0	0	0	22.5265	143.651	0.877563	50.2565	23.5694	0	0	0	0	240.881	0.0935171	0.596357	0.00364314	0.208636	0.0978465	0	0	0	0	91.5556	165.222	3.66667	9.33333	61	0	0	0	0	330.778	0.276789	0.499496	0.011085	0.0282163	0.184414	0	0	0	0	5.77778	2.55556	0	0.333333	1	0	0	0	0	9.66667	0.0701453	0.0152763	0.0208711	0.00617431	0.0122323	0	0	0	0	0.124699	12.7778	4.44444	5.55556	1.44444	5.22222	0	0	0	0	29.4444	0.238356	0.544193	0.197724	0.0266314	0.111906	0	0	0	0	1.11881	1.44444	2.22222	0.555556	0.333333	1.22222	0	0	0	0	5.77778
3	0	50.1111	36.7778	0.333333	1.44444	7.11111	0	0	0	0	95.7778	4.48711	1.43508	0.496032	0.205887	0.625755	0	0	0	0	7.24987	0.618923	0.197946	0.0684195	0.0283987	0.0863127	0	0	0	0	728	375.222	77.8889	49.6667	196.667	0	0	0	0	1427.44	0.510002	0.262863	0.0545653	0.0347941	0.137775	0	0	0	0	22.4879	141.59	0.886312	50.2982	23.212	0	0	0	0	238.474	0.094299	0.593732	0.0037166	0.210917	0.0973356	0	0	0	0	91.2222	164.667	3.66667	9.44444	60.4444	0	0	0	0	329.444	0.276897	0.499831	0.0111298	0.0286678	0.183474	0	0	0	0	10.4444	5.11111	0	0.333333	1.11111	0	0	0	0	17	0.066715	0.00804091	0.0159943	0.00708325	0.0140174	0	0	0	0	0.111851	10.5556	2.77778	4.33333	1.88889	4.88889	0	0	0	0	24.4444	0.237394	2.37186	0	0	0.439205	0	0	0	0	3.04845	1.33333	1.33333	0	0	1.33333	0	0	0	0	4
4	0	60.5556	43.3333	0.666667	1.88889	8.44444	0	0	0	0	114.889	4.49211	1.45807	0.485897	0.207716	0.614515	0	0	0	0	7.2583	0.618892	0.200883	0.0669436	0.0286177	0.0846638	0	0	0	0	714.556	371.333	74.4444	48.7778	190.444	0	0	0	0	1399.56	0.510559	0.265322	0.0531915	0.0348523	0.136075	0	0	0	0	22.5532	140.287	0.8561	50.3357	23.0568	0	0	0	0	237.089	0.0951255	0.591707	0.00361088	0.212307	0.0972493	0	0	0	0	91.6667	164.111	3.33333	9.44444	59.5556	0	0	0	0	328.111	0.279377	0.500169	0.0101592	0.0287843	0.18151	0	0	0	0	11.6667	7.11111	0	0.444444	1.11111	0	0	0	0	20.3333	0.0867305	0.0112063	0.0268368	0.00548437	0.0209293	0	0	0	0	0.151187	12.1111	3.11111	3.44444	0.888889	5.66667	0	0	0	0	25.2222	0.147317	1.60988	0.0390101	0	0.232068	0	0	0	0	2.02828	0.888889	1.33333	0.333333	0	1.44444	0	0	0	0	4
5	0	67.7778	48.8889	0.888889	2	9.33333	0	0	0	0	128.889	4.55656	1.48271	0.462606	0.210225	0.604949	0	0	0	0	7.31706	0.622732	0.202638	0.063223	0.0287309	0.0826766	0	0	0	0	702.333	366.889	70.5556	47.1111	184.778	0	0	0	0	1371.67	0.512029	0.267477	0.0514378	0.0343459	0.13471	0	0	0	0	22.4876	140.324	0.845791	50.3661	22.838	0	0	0	0	236.861	0.0949401	0.59243	0.00357083	0.21264	0.0964194	0	0	0	0	90.2222	162.556	3.22222	9.33333	59	0	0	0	0	324.333	0.278177	0.501199	0.00993491	0.028777	0.181912	0	0	0	0	14.4444	8.88889	0	0.555556	3	0	0	0	0	26.8889	0.0558456	0.0121731	0.0294406	0.00487804	0.0131303	0	0	0	0	0.115468	11.5556	3.77778	3.77778	1.66667	4.77778	0	0	0	0	25.5556	0.250373	0.267889	0.0289154	0.00717002	0.30038	0	0	0	0	0.854728	2.11111	2.22222	0.222222	0.111111	1.44444	0	0	0	0	6.11111
6	0	72.1111	52.2222	1	2.11111	10	0	0	0	0	137.444	4.56948	1.49838	0.449762	0.21359	0.60344	0	0	0	0	7.33465	0.622999	0.204288	0.0613202	0.0291207	0.0822726	0	0	0	0	689.667	361.889	66.7778	45.8889	180.444	0	0	0	0	1344.67	0.51289	0.269129	0.0496612	0.0341266	0.134193	0	0	0	0	22.5515	138.69	0.801851	49.4261	22.8075	0	0	0	0	234.277	0.0962601	0.591991	0.00342267	0.210973	0.0973528	0	0	0	0	91.2222	161.889	2.88889	9.11111	58.1111	0	0	0	0	323.222	0.282228	0.500859	0.00893778	0.0281884	0.179787	0	0	0	0	16.6667	9.33333	0.111111	0.444444	2	0	0	0	0	28.5556	0.061227	0.0132137	0.0289128	0.00405516	0.0125064	0	0	0	0	0.119915	10.8889	3.88889	3.88889	1.22222	3.88889	0	0	0	0	23.7778	0.166558	1.9457	0.0520038	0.977595	0.103468	0	0	0	0	3.24533	0.777778	1.77778	0.333333	0.222222	1.33333	0	0	0	0	4.44444
7	0	69.2222	58.6667	0.888889	2.11111	10.4444	0	0	0	0	141.333	4.61856	1.50023	0.451474	0.214804	0.597801	0	0	0	0	7.38287	0.625578	0.203204	0.0611515	0.0290949	0.0809714	0	0	0	0	683.778	356.333	63.8889	44.6667	176	0	0	0	0	1324.67	0.516189	0.268999	0.0482302	0.0337192	0.132864	0	0	0	0	22.511	138.597	0.731767	43.7864	22.4556	0	0	0	0	228.082	0.0986972	0.607664	0.00320835	0.191977	0.098454	0	0	0	0	90.6667	161.778	2.66667	8.77778	56.6667	0	0	0	0	320.556	0.282842	0.504679	0.00831889	0.027383	0.176776	0	0	0	0	17.4444	8.88889	0.111111	0.444444	2.44444	0	0	0	0	29.3333	0.0683666	0.0168208	0.0139303	0.00630421	0.0146346	0	0	0	0	0.120057	9.66667	3.88889	3	1.44444	3.88889	0	0	0	0	21.8889	0.229473	0.41214	0.0775202	5.67568	0.426129	0	0	0	0	6.82094	1.33333	1.77778	0.222222	0.333333	2	0	0	0	0	5.66667
8	0	71.3333	58.8889	0.888889	2.44444	9.88889	0	0	0	0	143.444	4.64226	1.51927	0.445697	0.21661	0.59357	0	0	0	0	7.4174	0.62586	0.204825	0.060088	0.029203	0.080024	0	0	0	0	675	354.889	60.4444	43.6667	172	0	0	0	0	1306	0.516845	0.271737	0.0462821	0.0334354	0.1317	0	0	0	0	22.6136	138.583	0.717703	43.7984	22.3977	0	0	0	0	228.111	0.0991343	0.607527	0.00314629	0.192005	0.0981877	0	0	0	0	90.4444	161	2.55556	8.66667	56.1111	0	0	0	0	318.778	0.283723	0.505054	0.00801673	0.0271872	0.17602	0	0	0	0	16.6667	11.7778	0.111111	0.222222	2.44444	0	0	0	0	31.2222	0.0899561	0.0147035	0.0212906	0.00572289	0.00728269	0	0	0	0	0.138956	12.1111	3.77778	3.55556	1.11111	3.11111	0	0	0	0	23.6667	0.0907462	0.317996	0.0208606	0.0202369	0.136245	0	0	0	0	0.586085	1.11111	1.66667	0.111111	0.111111	1.44444	0	0	0	0	4.44444
9	0	72.4444	61.4444	0.444444	1.88889	9.44444	0	0	0	0	145.667	4.6747	1.52231	0.436545	0.211684	0.59033	0	0	0	0	7.43557	0.628694	0.204734	0.0587103	0.0284691	0.0793927	0	0	0	0	670	354.111	57.7778	42.5556	166.778	0	0	0	0	1291.22	0.518888	0.274245	0.0447466	0.0329576	0.129163	0	0	0	0	22.4775	137.287	0.681255	43.6957	21.9463	0	0	0	0	226.088	0.0994192	0.60723	0.00301323	0.193268	0.0970696	0	0	0	0	90.2222	161	2.44444	8.44444	54	0	0	0	0	316.111	0.285413	0.509315	0.00773286	0.0267135	0.170826	0	0	0	0	14.3333	9.11111	0.222222	0.666667	2.33333	0	0	0	0	26.6667	0.0724238	0.0185929	0.0243522	0.0125003	0.0138789	0	0	0	0	0.141748	11	3.33333	2.88889	1.22222	5	0	0	0	0	23.4444	0.339062	1.61196	0.0430306	0.134885	0.521533	0	0	0	0	2.65047	1.33333	1.55556	0.111111	0.222222	2.55556	0	0	0	0	5.77778
