Location: CCRPIPO Setup
From parameter file: C:\Users\SamDavis\Documents\GitHub\SortieRuns\XMLs\080415-CCRPIPO-1.xml
Basal area is normalized to m^2/ha; density to #/ha.
Subplots:
0 = Whole plot
Step	Subplot	Sdl Abs Den: ABCO	Sdl Abs Den: CADE	Sdl Abs Den: PILA	Sdl Abs Den: PIPO	Sdl Abs Den: QUKE	Sdl Abs Den: NR1	Sdl Abs Den: NR2	Sdl Abs Den: NR3	Sdl Abs Den: NR4	Sdl Den Total:	Sapl Abs BA: ABCO	Sapl Abs BA: CADE	Sapl Abs BA: PILA	Sapl Abs BA: PIPO	Sapl Abs BA: QUKE	Sapl Abs BA: NR1	Sapl Abs BA: NR2	Sapl Abs BA: NR3	Sapl Abs BA: NR4	Sapl BA Total:	Sapl Rel BA: ABCO	Sapl Rel BA: CADE	Sapl Rel BA: PILA	Sapl Rel BA: PIPO	Sapl Rel BA: QUKE	Sapl Rel BA: NR1	Sapl Rel BA: NR2	Sapl Rel BA: NR3	Sapl Rel BA: NR4	Sapl Abs Den: ABCO	Sapl Abs Den: CADE	Sapl Abs Den: PILA	Sapl Abs Den: PIPO	Sapl Abs Den: QUKE	Sapl Abs Den: NR1	Sapl Abs Den: NR2	Sapl Abs Den: NR3	Sapl Abs Den: NR4	Sapl Den Total:	Sapl Rel Den: ABCO	Sapl Rel Den: CADE	Sapl Rel Den: PILA	Sapl Rel Den: PIPO	Sapl Rel Den: QUKE	Sapl Rel Den: NR1	Sapl Rel Den: NR2	Sapl Rel Den: NR3	Sapl Rel Den: NR4	Adult Abs BA: ABCO	Adult Abs BA: CADE	Adult Abs BA: PILA	Adult Abs BA: PIPO	Adult Abs BA: QUKE	Adult Abs BA: NR1	Adult Abs BA: NR2	Adult Abs BA: NR3	Adult Abs BA: NR4	Adult BA Total:	Adult Rel BA: ABCO	Adult Rel BA: CADE	Adult Rel BA: PILA	Adult Rel BA: PIPO	Adult Rel BA: QUKE	Adult Rel BA: NR1	Adult Rel BA: NR2	Adult Rel BA: NR3	Adult Rel BA: NR4	Adult Abs Den: ABCO	Adult Abs Den: CADE	Adult Abs Den: PILA	Adult Abs Den: PIPO	Adult Abs Den: QUKE	Adult Abs Den: NR1	Adult Abs Den: NR2	Adult Abs Den: NR3	Adult Abs Den: NR4	Adult Den Total:	Adult Rel Den: ABCO	Adult Rel Den: CADE	Adult Rel Den: PILA	Adult Rel Den: PIPO	Adult Rel Den: QUKE	Adult Rel Den: NR1	Adult Rel Den: NR2	Adult Rel Den: NR3	Adult Rel Den: NR4	Natural Dead Sdl Abs Den: ABCO	Natural Dead Sdl Abs Den: CADE	Natural Dead Sdl Abs Den: PILA	Natural Dead Sdl Abs Den: PIPO	Natural Dead Sdl Abs Den: QUKE	Natural Dead Sdl Abs Den: NR1	Natural Dead Sdl Abs Den: NR2	Natural Dead Sdl Abs Den: NR3	Natural Dead Sdl Abs Den: NR4	Natural Dead Sdl Den Total:	Natural Dead Sapl Abs BA: ABCO	Natural Dead Sapl Abs BA: CADE	Natural Dead Sapl Abs BA: PILA	Natural Dead Sapl Abs BA: PIPO	Natural Dead Sapl Abs BA: QUKE	Natural Dead Sapl Abs BA: NR1	Natural Dead Sapl Abs BA: NR2	Natural Dead Sapl Abs BA: NR3	Natural Dead Sapl Abs BA: NR4	Natural Dead Sapl BA Total:	Natural Dead Sapl Abs Den: ABCO	Natural Dead Sapl Abs Den: CADE	Natural Dead Sapl Abs Den: PILA	Natural Dead Sapl Abs Den: PIPO	Natural Dead Sapl Abs Den: QUKE	Natural Dead Sapl Abs Den: NR1	Natural Dead Sapl Abs Den: NR2	Natural Dead Sapl Abs Den: NR3	Natural Dead Sapl Abs Den: NR4	Natural Dead Sapl Den Total:	Natural Dead Adult Abs BA: ABCO	Natural Dead Adult Abs BA: CADE	Natural Dead Adult Abs BA: PILA	Natural Dead Adult Abs BA: PIPO	Natural Dead Adult Abs BA: QUKE	Natural Dead Adult Abs BA: NR1	Natural Dead Adult Abs BA: NR2	Natural Dead Adult Abs BA: NR3	Natural Dead Adult Abs BA: NR4	Natural Dead Adult BA Total:	Natural Dead Adult Abs Den: ABCO	Natural Dead Adult Abs Den: CADE	Natural Dead Adult Abs Den: PILA	Natural Dead Adult Abs Den: PIPO	Natural Dead Adult Abs Den: QUKE	Natural Dead Adult Abs Den: NR1	Natural Dead Adult Abs Den: NR2	Natural Dead Adult Abs Den: NR3	Natural Dead Adult Abs Den: NR4	Natural Dead Adult Den Total:
0	0	0	0	0	0	0	0	0	0	0	0	4.39814	1.38796	0.521181	0.213354	0.640071	0	0	0	0	7.16071	0.614205	0.19383	0.0727834	0.0297951	0.0893865	0	0	0	0	766.889	388.667	92.4444	55.3333	214.667	0	0	0	0	1518	0.505197	0.256039	0.0608988	0.0364515	0.141414	0	0	0	0	22.4306	143.986	1.09018	50.2292	23.8953	0	0	0	0	241.632	0.0928297	0.595892	0.00451172	0.207875	0.0988913	0	0	0	0	91.1111	166.667	4.33333	9.77778	62.5556	0	0	0	0	334.444	0.272425	0.498339	0.0129568	0.0292359	0.187043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	22.3333	13.6667	0.333333	0.222222	3.44444	0	0	0	0	40	4.39868	1.39756	0.49206	0.214207	0.633344	0	0	0	0	7.13585	0.61642	0.19585	0.0689561	0.0300185	0.0887552	0	0	0	0	752.889	383.222	85.8889	53.8889	208.444	0	0	0	0	1484.33	0.507224	0.258178	0.0578636	0.0363051	0.14043	0	0	0	0	22.0418	143.945	1.0595	50.1883	23.8157	0	0	0	0	241.05	0.0914408	0.597157	0.00439533	0.208207	0.0987997	0	0	0	0	90.5556	166.111	4.22222	9.22222	62	0	0	0	0	332.111	0.272666	0.500167	0.0127133	0.0277685	0.186685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0938202	0.0168904	0.0364924	0.00652357	0.0130183	0	0	0	0	0.166745	12.7778	4.33333	6.44444	1.44444	5.44444	0	0	0	0	30.4444	0.596312	0.360249	0.0515344	0.0786254	0.163271	0	0	0	0	1.24999	1.77778	1.66667	0.222222	0.555556	1.33333	0	0	0	0	5.55556
2	0	35.7778	27.3333	0.666667	0.555556	6	0	0	0	0	70.3333	4.43731	1.39416	0.489449	0.212233	0.634727	0	0	0	0	7.16788	0.619055	0.1945	0.0682837	0.029609	0.0885515	0	0	0	0	739.333	378.333	81.4444	52.7778	202	0	0	0	0	1453.89	0.508521	0.260222	0.0560183	0.0363011	0.138938	0	0	0	0	21.8033	143.825	0.889366	49.976	23.4262	0	0	0	0	239.92	0.0908776	0.59947	0.00370693	0.208303	0.097642	0	0	0	0	90.4444	166	3.77778	9	60.5556	0	0	0	0	329.778	0.274259	0.503369	0.0114555	0.0272911	0.183625	0	0	0	0	4.55556	2	0.111111	0	0.555556	0	0	0	0	7.22222	0.0561498	0.0194806	0.0194769	0.00499939	0.0105387	0	0	0	0	0.110645	12.3333	3.22222	4.44444	1	6	0	0	0	0	27	0.444064	0.448533	0.180424	0.253763	0.466814	0	0	0	0	1.7936	1.33333	1.77778	0.444444	0.333333	1.88889	0	0	0	0	5.77778
3	0	49.3333	36.5556	0.777778	0.888889	7.55556	0	0	0	0	95.1111	4.45699	1.41063	0.474104	0.207345	0.627889	0	0	0	0	7.17695	0.621014	0.19655	0.0660592	0.0288904	0.0874868	0	0	0	0	725	373.444	77	51.5556	197.333	0	0	0	0	1424.33	0.50901	0.262189	0.0540604	0.0361963	0.138544	0	0	0	0	21.8789	143.371	0.853946	40.565	23.3816	0	0	0	0	230.051	0.0951046	0.623216	0.00371199	0.176331	0.101637	0	0	0	0	90.4444	164.667	3.44444	8.77778	60.2222	0	0	0	0	327.556	0.276119	0.502714	0.0105156	0.0267978	0.183853	0	0	0	0	8.66667	6	0	0.111111	1.66667	0	0	0	0	16.4444	0.0854343	0.0167108	0.0320213	0.00797757	0.0129058	0	0	0	0	0.15505	13.3333	4.11111	4.44444	1.11111	3.88889	0	0	0	0	26.8889	0.119763	0.76436	0.0443933	9.45158	0.126074	0	0	0	0	10.5062	1	2.11111	0.333333	0.333333	1.11111	0	0	0	0	4.88889
4	0	59.4444	43.2222	0.666667	1	9.22222	0	0	0	0	113.556	4.47566	1.42434	0.480391	0.209452	0.615711	0	0	0	0	7.20556	0.62114	0.197673	0.0666695	0.0290682	0.0854495	0	0	0	0	712.889	369.111	73.3333	50.5556	191.333	0	0	0	0	1397.22	0.510219	0.264175	0.0524851	0.0361829	0.136938	0	0	0	0	21.8782	142.841	0.819024	40.5786	23.0993	0	0	0	0	229.216	0.0954479	0.623172	0.00357315	0.177032	0.100775	0	0	0	0	90.5556	163.889	3.22222	8.66667	59.8889	0	0	0	0	326.222	0.277589	0.502384	0.00987738	0.0265668	0.183583	0	0	0	0	12	7	0.333333	0	1.77778	0	0	0	0	21.1111	0.0724721	0.0220016	0.0100381	0.00538703	0.0219206	0	0	0	0	0.131819	10.7778	3.66667	3.66667	1	5.44444	0	0	0	0	24.5556	0.210577	0.836812	0.0433183	0.0164238	0.359621	0	0	0	0	1.46675	1.22222	1.44444	0.222222	0.111111	0.888889	0	0	0	0	3.88889
5	0	67.1111	48.3333	0.333333	1	8.88889	0	0	0	0	125.667	4.50409	1.44905	0.444654	0.216741	0.604293	0	0	0	0	7.21883	0.623936	0.200732	0.0615964	0.0300244	0.0837107	0	0	0	0	699.333	365.889	68.8889	50.2222	186.556	0	0	0	0	1370.89	0.510131	0.266899	0.0502513	0.0366348	0.136084	0	0	0	0	21.8639	142.754	0.632872	40.5158	23.0187	0	0	0	0	228.785	0.0955651	0.623965	0.00276623	0.177091	0.100613	0	0	0	0	89.6667	163.444	2.88889	8.22222	59.5556	0	0	0	0	323.778	0.276939	0.504804	0.00892244	0.0253946	0.18394	0	0	0	0	13.3333	8.11111	0.333333	0.111111	2.44444	0	0	0	0	24.3333	0.0916493	0.00920376	0.0520784	0.000305808	0.0150377	0	0	0	0	0.168275	12.8889	2.44444	4.44444	0.333333	3.88889	0	0	0	0	24	0.195781	0.394985	0.194091	0.0926501	0.16271	0	0	0	0	1.04022	1.55556	1.22222	0.333333	0.444444	1.22222	0	0	0	0	4.77778
6	0	71.4444	53.7778	0.333333	1.11111	11.5556	0	0	0	0	138.222	4.52147	1.46252	0.446869	0.220308	0.596223	0	0	0	0	7.24739	0.623876	0.201799	0.0616593	0.0303983	0.0822673	0	0	0	0	687.333	361.222	66.1111	48.8889	181.667	0	0	0	0	1345.22	0.510944	0.268522	0.0491451	0.0363426	0.135046	0	0	0	0	21.8805	141.493	0.63961	40.4753	14.9844	0	0	0	0	219.473	0.0996957	0.644695	0.0029143	0.184421	0.0682746	0	0	0	0	89.3333	162.778	2.88889	8	58.6667	0	0	0	0	321.667	0.27772	0.506045	0.008981	0.0248705	0.182383	0	0	0	0	17.2222	10.2222	0	0.222222	0.777778	0	0	0	0	28.4444	0.0606197	0.0125845	0.0133246	0.00425811	0.0153294	0	0	0	0	0.106116	10.3333	3.44444	2.88889	1.33333	4.22222	0	0	0	0	22.2222	0.206408	1.57663	0	0.0696877	8.11214	0	0	0	0	9.96487	2	1.88889	0	0.222222	1.55556	0	0	0	0	5.66667
7	0	71.8889	55.3333	0.444444	1.11111	11.1111	0	0	0	0	139.889	4.55092	1.46126	0.436576	0.22401	0.594293	0	0	0	0	7.26706	0.626239	0.20108	0.0600761	0.0308254	0.081779	0	0	0	0	679.556	354.556	63.1111	48.2222	177	0	0	0	0	1322.44	0.513863	0.268106	0.0477231	0.0364645	0.133843	0	0	0	0	21.8218	141.021	0.646386	40.4636	14.7893	0	0	0	0	218.742	0.0997604	0.64469	0.00295502	0.184983	0.0676109	0	0	0	0	88.7778	163	2.88889	7.66667	57.6667	0	0	0	0	320	0.277431	0.509375	0.00902778	0.0239583	0.180208	0	0	0	0	15	11.7778	0	0.444444	3.66667	0	0	0	0	30.8889	0.0778428	0.0192043	0.0257747	0.00420644	0.0147186	0	0	0	0	0.141747	11.8889	5	3.11111	0.888889	4.33333	0	0	0	0	25.2222	0.253157	0.794521	0	0.0404594	0.262289	0	0	0	0	1.35043	1.55556	1.44444	0	0.333333	1.33333	0	0	0	0	4.66667
8	0	73.7778	54.7778	0.333333	0.888889	9.55556	0	0	0	0	139.333	4.58901	1.48414	0.413908	0.224244	0.580773	0	0	0	0	7.29208	0.629315	0.203528	0.0567613	0.0307517	0.0796444	0	0	0	0	672.333	353.667	59.4444	46.5556	172	0	0	0	0	1304	0.515593	0.271217	0.0455862	0.0357021	0.131902	0	0	0	0	21.8252	141.151	0.616583	40.1423	14.6908	0	0	0	0	218.426	0.0999203	0.646219	0.00282285	0.18378	0.0672575	0	0	0	0	88.4444	163.222	2.66667	7.22222	57.3333	0	0	0	0	318.889	0.277352	0.511847	0.00836237	0.0226481	0.179791	0	0	0	0	15.2222	10.5556	0.222222	0.222222	3.77778	0	0	0	0	30	0.0789047	0.0122374	0.0378339	0.00777898	0.0184745	0	0	0	0	0.15523	11.2222	4	3.66667	1.77778	4.22222	0	0	0	0	24.8889	0.181058	0.174123	0.0366176	0.349516	0.172494	0	0	0	0	0.913808	1.11111	0.555556	0.222222	0.444444	1.11111	0	0	0	0	3.44444
9	0	69.8889	56.4444	0.555556	1.66667	10.2222	0	0	0	0	138.778	4.60661	1.49144	0.401645	0.218097	0.574496	0	0	0	0	7.29228	0.63171	0.204523	0.0550781	0.0299079	0.0787813	0	0	0	0	666.444	351.556	55.8889	45.2222	167.556	0	0	0	0	1286.67	0.517962	0.27323	0.043437	0.0351468	0.130225	0	0	0	0	21.2974	140.517	0.622975	40.1693	13.9488	0	0	0	0	216.556	0.0983461	0.648873	0.00287675	0.185492	0.0644122	0	0	0	0	87.8889	163.111	2.66667	7.22222	56	0	0	0	0	316.889	0.277349	0.514727	0.00841515	0.022791	0.176718	0	0	0	0	16.7778	9.66667	0	0.111111	2.22222	0	0	0	0	28.7778	0.100326	0.017759	0.0268218	0.0140902	0.0167512	0	0	0	0	0.175748	11.7778	4.33333	3.55556	1.33333	4.44444	0	0	0	0	25.4444	0.711964	0.949258	0	0	0.809571	0	0	0	0	2.47079	1.33333	1.44444	0	0	1.77778	0	0	0	0	4.55556
