Location: BBBPIPO
From parameter file: C:\Users\SamDavis\Documents\GitHub\SortieRuns\XMLs\080415-BBBPIPO-1.xml
Basal area is normalized to m^2/ha; density to #/ha.
Subplots:
0 = Whole plot
Step	Subplot	Sdl Abs Den: ABCO	Sdl Abs Den: CADE	Sdl Abs Den: PILA	Sdl Abs Den: PIPO	Sdl Abs Den: QUCH	Sdl Abs Den: QUKE	Sdl Abs Den: NR1	Sdl Abs Den: NR2	Sdl Abs Den: NR3	Sdl Den Total:	Sapl Abs BA: ABCO	Sapl Abs BA: CADE	Sapl Abs BA: PILA	Sapl Abs BA: PIPO	Sapl Abs BA: QUCH	Sapl Abs BA: QUKE	Sapl Abs BA: NR1	Sapl Abs BA: NR2	Sapl Abs BA: NR3	Sapl BA Total:	Sapl Rel BA: ABCO	Sapl Rel BA: CADE	Sapl Rel BA: PILA	Sapl Rel BA: PIPO	Sapl Rel BA: QUCH	Sapl Rel BA: QUKE	Sapl Rel BA: NR1	Sapl Rel BA: NR2	Sapl Rel BA: NR3	Sapl Abs Den: ABCO	Sapl Abs Den: CADE	Sapl Abs Den: PILA	Sapl Abs Den: PIPO	Sapl Abs Den: QUCH	Sapl Abs Den: QUKE	Sapl Abs Den: NR1	Sapl Abs Den: NR2	Sapl Abs Den: NR3	Sapl Den Total:	Sapl Rel Den: ABCO	Sapl Rel Den: CADE	Sapl Rel Den: PILA	Sapl Rel Den: PIPO	Sapl Rel Den: QUCH	Sapl Rel Den: QUKE	Sapl Rel Den: NR1	Sapl Rel Den: NR2	Sapl Rel Den: NR3	Adult Abs BA: ABCO	Adult Abs BA: CADE	Adult Abs BA: PILA	Adult Abs BA: PIPO	Adult Abs BA: QUCH	Adult Abs BA: QUKE	Adult Abs BA: NR1	Adult Abs BA: NR2	Adult Abs BA: NR3	Adult BA Total:	Adult Rel BA: ABCO	Adult Rel BA: CADE	Adult Rel BA: PILA	Adult Rel BA: PIPO	Adult Rel BA: QUCH	Adult Rel BA: QUKE	Adult Rel BA: NR1	Adult Rel BA: NR2	Adult Rel BA: NR3	Adult Abs Den: ABCO	Adult Abs Den: CADE	Adult Abs Den: PILA	Adult Abs Den: PIPO	Adult Abs Den: QUCH	Adult Abs Den: QUKE	Adult Abs Den: NR1	Adult Abs Den: NR2	Adult Abs Den: NR3	Adult Den Total:	Adult Rel Den: ABCO	Adult Rel Den: CADE	Adult Rel Den: PILA	Adult Rel Den: PIPO	Adult Rel Den: QUCH	Adult Rel Den: QUKE	Adult Rel Den: NR1	Adult Rel Den: NR2	Adult Rel Den: NR3	Natural Dead Sdl Abs Den: ABCO	Natural Dead Sdl Abs Den: CADE	Natural Dead Sdl Abs Den: PILA	Natural Dead Sdl Abs Den: PIPO	Natural Dead Sdl Abs Den: QUCH	Natural Dead Sdl Abs Den: QUKE	Natural Dead Sdl Abs Den: NR1	Natural Dead Sdl Abs Den: NR2	Natural Dead Sdl Abs Den: NR3	Natural Dead Sdl Den Total:	Natural Dead Sapl Abs BA: ABCO	Natural Dead Sapl Abs BA: CADE	Natural Dead Sapl Abs BA: PILA	Natural Dead Sapl Abs BA: PIPO	Natural Dead Sapl Abs BA: QUCH	Natural Dead Sapl Abs BA: QUKE	Natural Dead Sapl Abs BA: NR1	Natural Dead Sapl Abs BA: NR2	Natural Dead Sapl Abs BA: NR3	Natural Dead Sapl BA Total:	Natural Dead Sapl Abs Den: ABCO	Natural Dead Sapl Abs Den: CADE	Natural Dead Sapl Abs Den: PILA	Natural Dead Sapl Abs Den: PIPO	Natural Dead Sapl Abs Den: QUCH	Natural Dead Sapl Abs Den: QUKE	Natural Dead Sapl Abs Den: NR1	Natural Dead Sapl Abs Den: NR2	Natural Dead Sapl Abs Den: NR3	Natural Dead Sapl Den Total:	Natural Dead Adult Abs BA: ABCO	Natural Dead Adult Abs BA: CADE	Natural Dead Adult Abs BA: PILA	Natural Dead Adult Abs BA: PIPO	Natural Dead Adult Abs BA: QUCH	Natural Dead Adult Abs BA: QUKE	Natural Dead Adult Abs BA: NR1	Natural Dead Adult Abs BA: NR2	Natural Dead Adult Abs BA: NR3	Natural Dead Adult BA Total:	Natural Dead Adult Abs Den: ABCO	Natural Dead Adult Abs Den: CADE	Natural Dead Adult Abs Den: PILA	Natural Dead Adult Abs Den: PIPO	Natural Dead Adult Abs Den: QUCH	Natural Dead Adult Abs Den: QUKE	Natural Dead Adult Abs Den: NR1	Natural Dead Adult Abs Den: NR2	Natural Dead Adult Abs Den: NR3	Natural Dead Adult Den Total:
0	0	0	0	0	0	0	0	0	0	0	0	1.11916	2.92745	0.784726	0.235752	0.00403894	0.504957	0	0	0	5.57608	0.200708	0.525	0.140731	0.0422791	0.000724333	0.0905577	0	0	0	116.222	405.444	56.6667	14.4444	4.44444	41.8889	0	0	0	639.111	0.18185	0.634388	0.0886648	0.0226008	0.0069541	0.0655424	0	0	0	14.6859	27.4808	1.73527	32.525	0.296827	16.1218	0	0	0	92.8457	0.158176	0.295983	0.0186898	0.350313	0.00319699	0.173641	0	0	0	40.6667	289.556	6.33333	31.5556	2.55556	263.111	0	0	0	633.778	0.0641655	0.456872	0.00999299	0.0497896	0.00403226	0.415147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	2.44444	7.11111	0.666667	3.11111	0	11.8889	0	0	0	25.2222	1.13076	2.91655	0.78544	0.23247	0.0042163	0.482182	0	0	0	5.55163	0.203681	0.525351	0.141479	0.0418742	0.000759471	0.0868542	0	0	0	115.333	397.778	55.6667	14.2222	4.44444	39.8889	0	0	0	627.333	0.183847	0.634077	0.0887354	0.0226709	0.00708466	0.0635848	0	0	0	14.7071	27.4914	1.75114	31.857	0.292286	16.2265	0	0	0	92.3254	0.159296	0.297766	0.018967	0.345051	0.00316582	0.175754	0	0	0	40.5556	289.333	6.33333	30.8889	2.33333	263	0	0	0	632.444	0.0641251	0.457484	0.0100141	0.0488405	0.00368939	0.415847	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00101754	0.0318276	0.0202762	0	0	0.00749838	0	0	0	0.0606197	0.444444	4.44444	1	0	0	0.555556	0	0	0	6.44444	0.0798809	0.313089	0	0.779397	0.00593265	0.0946735	0	0	0	1.27297	0.555556	3.44444	0	0.888889	0.222222	1.55556	0	0	0	6.66667
2	0	3.88889	12.2222	0.888889	4.22222	0	23.3333	0	0	0	44.5556	1.14052	2.9202	0.790722	0.225955	0.00374941	0.467639	0	0	0	5.54879	0.205545	0.526277	0.142504	0.0407214	0.000675717	0.0842776	0	0	0	114.444	390.889	54.4444	13.4444	4.22222	38.3333	0	0	0	615.778	0.185853	0.634789	0.0884157	0.0218333	0.00685673	0.0622519	0	0	0	14.7612	27.6217	1.7671	28.9252	0.294131	16.2578	0	0	0	89.6271	0.164696	0.308184	0.0197161	0.322728	0.00328172	0.181394	0	0	0	40.3333	289.889	6.33333	28.8889	2.44444	262.111	0	0	0	630	0.0640212	0.460141	0.0100529	0.0458554	0.00388007	0.416049	0	0	0	0.333333	1.22222	0.111111	1.33333	0	2.44444	0	0	0	5.44444	0.00776063	0.0332838	0.0156774	0.0120581	0.000127029	0.00651353	0	0	0	0.0754205	0.555556	4.55556	1.22222	0.777778	0.111111	0.555556	0	0	0	7.77778	0.0421095	0.176776	0	3.03181	0	0.16095	0	0	0	3.41165	0.555556	1.77778	0	2	0	1.88889	0	0	0	6.22222
3	0	4.55556	17	0.888889	4.55556	0	30.4444	0	0	0	57.4444	1.13461	2.90606	0.778438	0.231265	0.00391977	0.447738	0	0	0	5.50204	0.206216	0.52818	0.141482	0.0420327	0.000712422	0.0813768	0	0	0	112.778	383.111	52.8889	13.4444	4.22222	36.6667	0	0	0	603.111	0.186993	0.635225	0.0876934	0.0222918	0.00700074	0.0607959	0	0	0	14.8239	27.4331	1.79346	28.217	0.294723	16.3421	0	0	0	88.9043	0.16674	0.308569	0.0201729	0.317386	0.00331506	0.183817	0	0	0	40.5556	290.444	6.44444	28	2.33333	261.333	0	0	0	629.111	0.0644649	0.461674	0.0102437	0.0445072	0.00370894	0.415401	0	0	0	0.777778	2.33333	0.222222	1.44444	0	4.88889	0	0	0	9.66667	0.0141659	0.0336784	0.0228546	0	0	0	0	0	0	0.070699	1.11111	4.55556	1.44444	0	0	0	0	0	0	7.11111	0.0430444	0.513527	0	0.800687	0.00075097	0.119489	0	0	0	1.4775	0.333333	2.66667	0	0.888889	0.111111	2.44444	0	0	0	6.44444
4	0	5.22222	21.5556	1.55556	5.44444	0	35	0	0	0	68.7778	1.14916	2.91285	0.767418	0.227782	0.00394141	0.429606	0	0	0	5.49075	0.20929	0.5305	0.139766	0.0414847	0.000717827	0.0782416	0	0	0	112	377.222	51.4444	13.1111	4.11111	34.8889	0	0	0	592.778	0.188941	0.636364	0.0867854	0.0221181	0.00693533	0.0588566	0	0	0	14.9093	27.3827	1.79106	26.4703	0.274133	16.4351	0	0	0	87.2625	0.170856	0.313796	0.0205249	0.303341	0.00314148	0.18834	0	0	0	40.7778	290.556	6.33333	27.2222	2.11111	260	0	0	0	627	0.0650363	0.463406	0.010101	0.0434166	0.003367	0.414673	0	0	0	1	3	0.222222	2.11111	0	7.11111	0	0	0	13.4444	0.00295833	0.0225063	0.0315962	0.0044026	0.000154054	0.00936378	0	0	0	0.0709813	0.444444	3.22222	1.44444	0.222222	0.111111	0.777778	0	0	0	6.22222	0.0112197	0.364851	0.0187016	1.84095	0.02192	0.0995156	0	0	0	2.35716	0.111111	2.55556	0.111111	0.888889	0.222222	2.33333	0	0	0	6.22222
5	0	6.66667	21.2222	0.777778	5.77778	0	39.5556	0	0	0	74	1.16117	2.89394	0.752305	0.21839	0.00364509	0.406846	0	0	0	5.43629	0.213596	0.532336	0.138386	0.0401726	0.000670511	0.074839	0	0	0	110.778	369.778	49.7778	12.4444	3.88889	32.8889	0	0	0	579.556	0.191143	0.638037	0.0858896	0.0214724	0.00671012	0.0567485	0	0	0	15.0018	27.3193	1.81755	22.5176	0.275335	16.4433	0	0	0	83.3748	0.179932	0.327669	0.0217997	0.270076	0.00330238	0.197221	0	0	0	41	290.778	6.44444	25.6667	2.11111	258.778	0	0	0	624.778	0.0656233	0.46541	0.0103148	0.0410813	0.00337898	0.414192	0	0	0	0.777778	6.55556	0.888889	1.77778	0	8.66667	0	0	0	18.6667	0.0105	0.0287836	0.0250806	0.0102082	0.000470695	0.00789208	0	0	0	0.0829351	1	3.77778	1.55556	0.555556	0.222222	0.666667	0	0	0	7.77778	0	0.397145	0	4.04276	0	0.190037	0	0	0	4.62994	0	3.44444	0	1.66667	0	2.55556	0	0	0	7.66667
6	0	6.77778	23.2222	0.777778	5.44444	0	42.4444	0	0	0	78.6667	1.18385	2.85993	0.765061	0.209736	0.0032899	0.38051	0	0	0	5.40238	0.219135	0.529384	0.141616	0.038823	0.000608973	0.0704339	0	0	0	110.556	361.444	49.3333	11.7778	3.77778	30.8889	0	0	0	567.778	0.194716	0.636595	0.0868885	0.0207436	0.00665362	0.0544031	0	0	0	15.0524	27.3164	1.77818	22.0594	0.277062	16.4678	0	0	0	82.9513	0.181461	0.329307	0.0214364	0.265931	0.00334006	0.198524	0	0	0	41.1111	291	6.11111	24.3333	2.22222	257.889	0	0	0	622.667	0.0660243	0.467345	0.00981442	0.0390792	0.00356888	0.414168	0	0	0	1.77778	4.44444	0.111111	2.11111	0	9	0	0	0	17.4444	0	0.0388853	0.00717869	0.00483112	0	0.00330711	0	0	0	0.0542023	0	4.44444	0.555556	0.444444	0	0.222222	0	0	0	5.66667	0.0422594	0.340699	0.0557832	0.546297	0	0.181068	0	0	0	1.16611	0.111111	3.66667	0.333333	1.55556	0	2.66667	0	0	0	8.33333
7	0	6.44444	25.6667	0.666667	5.66667	0	47.1111	0	0	0	85.5556	1.19044	2.84397	0.772995	0.202398	0.00344768	0.369322	0	0	0	5.38258	0.221166	0.528366	0.143611	0.0376024	0.000640527	0.0686144	0	0	0	109.889	354.556	48.6667	11.5556	3.77778	29.6667	0	0	0	558.111	0.196894	0.635278	0.0871989	0.0207048	0.00676886	0.0531555	0	0	0	15.0969	27.3225	1.77141	21.7699	0.27829	16.4515	0	0	0	82.6905	0.182571	0.330419	0.0214221	0.263269	0.00336544	0.198953	0	0	0	41.4444	291.556	6	24	2.22222	255.333	0	0	0	620.556	0.066786	0.46983	0.00966876	0.038675	0.00358102	0.411459	0	0	0	1.33333	5.55556	0.333333	1.55556	0	9.22222	0	0	0	18	0.00709766	0.0239203	0.0121628	0.00332454	0	0.00502388	0	0	0	0.0515292	0.777778	3.22222	0.777778	0.222222	0	0.444444	0	0	0	5.44444	0.0582233	0.327514	0.0225679	0.374409	0	0.204478	0	0	0	0.987192	0.111111	3.11111	0.111111	0.555556	0	3.33333	0	0	0	7.22222
8	0	7	24.7778	0.777778	4.55556	0	48.2222	0	0	0	85.3333	1.19313	2.79946	0.767203	0.188979	0.00361023	0.354312	0	0	0	5.3067	0.224835	0.527534	0.144573	0.0356114	0.000680316	0.0667669	0	0	0	108.889	347.222	47.6667	11.1111	3.77778	28.3333	0	0	0	547	0.199066	0.634776	0.087142	0.0203128	0.00690636	0.0517977	0	0	0	15.1577	27.3558	1.73404	20.3903	0.279523	16.4781	0	0	0	81.3955	0.186223	0.336085	0.0213038	0.250509	0.00343413	0.202445	0	0	0	41.5556	292.889	5.88889	23.4444	2.22222	253.444	0	0	0	619.444	0.0670852	0.472825	0.00950673	0.0378475	0.00358744	0.409148	0	0	0	1.66667	6.44444	0.222222	2.22222	0	10.3333	0	0	0	20.8889	0.0110841	0.0391749	0.0156136	0.00482577	0	0.00467956	0	0	0	0.0753779	0.888889	4.33333	1	0.333333	0	0.333333	0	0	0	6.88889	0.042308	0.31324	0.0633373	1.46775	0	0.164509	0	0	0	2.05114	0.333333	3	0.222222	0.888889	0	2.88889	0	0	0	7.33333
9	0	6.88889	25.2222	1	4	0.111111	47.6667	0	0	0	84.8889	1.20947	2.78898	0.772151	0.183728	0.00377755	0.336323	0	0	0	5.29443	0.228443	0.526776	0.145842	0.0347022	0.000713495	0.063524	0	0	0	108.778	342	46.4444	10.8889	3.77778	28.7778	0	0	0	540.667	0.201192	0.632552	0.0859022	0.0201397	0.00698726	0.0532265	0	0	0	15.1985	27.4267	1.73701	20.3874	0.273088	16.4491	0	0	0	81.4718	0.186549	0.33664	0.0213204	0.250239	0.00335193	0.2019	0	0	0	41.3333	292.444	5.77778	23.3333	2	252.222	0	0	0	617.111	0.0669788	0.473893	0.00936262	0.0378106	0.00324091	0.408714	0	0	0	1.33333	5.44444	0.222222	2	0	10.8889	0	0	0	19.8889	0.0115645	0.0248464	0.0150658	0.000819695	0	0.00175685	0	0	0	0.0540533	0.666667	3.11111	1.33333	0.111111	0	0.111111	0	0	0	5.33333	0.0484884	0.255383	0.0123254	0.0830415	0.00767328	0.225433	0	0	0	0.632344	0.333333	3.66667	0.111111	0.333333	0.222222	2.55556	0	0	0	7.22222
