Location: CCRPIPO Setup
From parameter file: C:\Users\SamDavis\Documents\GitHub\SortieRuns\XMLs\080415-CCRPIPO-1.xml
Basal area is normalized to m^2/ha; density to #/ha.
Subplots:
0 = Whole plot
Step	Subplot	Sdl Abs Den: ABCO	Sdl Abs Den: CADE	Sdl Abs Den: PILA	Sdl Abs Den: PIPO	Sdl Abs Den: QUKE	Sdl Abs Den: NR1	Sdl Abs Den: NR2	Sdl Abs Den: NR3	Sdl Abs Den: NR4	Sdl Den Total:	Sapl Abs BA: ABCO	Sapl Abs BA: CADE	Sapl Abs BA: PILA	Sapl Abs BA: PIPO	Sapl Abs BA: QUKE	Sapl Abs BA: NR1	Sapl Abs BA: NR2	Sapl Abs BA: NR3	Sapl Abs BA: NR4	Sapl BA Total:	Sapl Rel BA: ABCO	Sapl Rel BA: CADE	Sapl Rel BA: PILA	Sapl Rel BA: PIPO	Sapl Rel BA: QUKE	Sapl Rel BA: NR1	Sapl Rel BA: NR2	Sapl Rel BA: NR3	Sapl Rel BA: NR4	Sapl Abs Den: ABCO	Sapl Abs Den: CADE	Sapl Abs Den: PILA	Sapl Abs Den: PIPO	Sapl Abs Den: QUKE	Sapl Abs Den: NR1	Sapl Abs Den: NR2	Sapl Abs Den: NR3	Sapl Abs Den: NR4	Sapl Den Total:	Sapl Rel Den: ABCO	Sapl Rel Den: CADE	Sapl Rel Den: PILA	Sapl Rel Den: PIPO	Sapl Rel Den: QUKE	Sapl Rel Den: NR1	Sapl Rel Den: NR2	Sapl Rel Den: NR3	Sapl Rel Den: NR4	Adult Abs BA: ABCO	Adult Abs BA: CADE	Adult Abs BA: PILA	Adult Abs BA: PIPO	Adult Abs BA: QUKE	Adult Abs BA: NR1	Adult Abs BA: NR2	Adult Abs BA: NR3	Adult Abs BA: NR4	Adult BA Total:	Adult Rel BA: ABCO	Adult Rel BA: CADE	Adult Rel BA: PILA	Adult Rel BA: PIPO	Adult Rel BA: QUKE	Adult Rel BA: NR1	Adult Rel BA: NR2	Adult Rel BA: NR3	Adult Rel BA: NR4	Adult Abs Den: ABCO	Adult Abs Den: CADE	Adult Abs Den: PILA	Adult Abs Den: PIPO	Adult Abs Den: QUKE	Adult Abs Den: NR1	Adult Abs Den: NR2	Adult Abs Den: NR3	Adult Abs Den: NR4	Adult Den Total:	Adult Rel Den: ABCO	Adult Rel Den: CADE	Adult Rel Den: PILA	Adult Rel Den: PIPO	Adult Rel Den: QUKE	Adult Rel Den: NR1	Adult Rel Den: NR2	Adult Rel Den: NR3	Adult Rel Den: NR4	Natural Dead Sdl Abs Den: ABCO	Natural Dead Sdl Abs Den: CADE	Natural Dead Sdl Abs Den: PILA	Natural Dead Sdl Abs Den: PIPO	Natural Dead Sdl Abs Den: QUKE	Natural Dead Sdl Abs Den: NR1	Natural Dead Sdl Abs Den: NR2	Natural Dead Sdl Abs Den: NR3	Natural Dead Sdl Abs Den: NR4	Natural Dead Sdl Den Total:	Natural Dead Sapl Abs BA: ABCO	Natural Dead Sapl Abs BA: CADE	Natural Dead Sapl Abs BA: PILA	Natural Dead Sapl Abs BA: PIPO	Natural Dead Sapl Abs BA: QUKE	Natural Dead Sapl Abs BA: NR1	Natural Dead Sapl Abs BA: NR2	Natural Dead Sapl Abs BA: NR3	Natural Dead Sapl Abs BA: NR4	Natural Dead Sapl BA Total:	Natural Dead Sapl Abs Den: ABCO	Natural Dead Sapl Abs Den: CADE	Natural Dead Sapl Abs Den: PILA	Natural Dead Sapl Abs Den: PIPO	Natural Dead Sapl Abs Den: QUKE	Natural Dead Sapl Abs Den: NR1	Natural Dead Sapl Abs Den: NR2	Natural Dead Sapl Abs Den: NR3	Natural Dead Sapl Abs Den: NR4	Natural Dead Sapl Den Total:	Natural Dead Adult Abs BA: ABCO	Natural Dead Adult Abs BA: CADE	Natural Dead Adult Abs BA: PILA	Natural Dead Adult Abs BA: PIPO	Natural Dead Adult Abs BA: QUKE	Natural Dead Adult Abs BA: NR1	Natural Dead Adult Abs BA: NR2	Natural Dead Adult Abs BA: NR3	Natural Dead Adult Abs BA: NR4	Natural Dead Adult BA Total:	Natural Dead Adult Abs Den: ABCO	Natural Dead Adult Abs Den: CADE	Natural Dead Adult Abs Den: PILA	Natural Dead Adult Abs Den: PIPO	Natural Dead Adult Abs Den: QUKE	Natural Dead Adult Abs Den: NR1	Natural Dead Adult Abs Den: NR2	Natural Dead Adult Abs Den: NR3	Natural Dead Adult Abs Den: NR4	Natural Dead Adult Den Total:
0	0	0	0	0	0	0	0	0	0	0	0	4.39814	1.38796	0.521181	0.213354	0.640071	0	0	0	0	7.16071	0.614205	0.19383	0.0727834	0.0297951	0.0893865	0	0	0	0	766.889	388.667	92.4444	55.3333	214.667	0	0	0	0	1518	0.505197	0.256039	0.0608988	0.0364515	0.141414	0	0	0	0	22.4306	143.986	1.09018	50.2292	23.8953	0	0	0	0	241.632	0.0928297	0.595892	0.00451172	0.207875	0.0988913	0	0	0	0	91.1111	166.667	4.33333	9.77778	62.5556	0	0	0	0	334.444	0.272425	0.498339	0.0129568	0.0292359	0.187043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	21.1111	13.8889	0.222222	0.444444	3.22222	0	0	0	0	38.8889	4.414	1.40031	0.497291	0.218265	0.626475	0	0	0	0	7.15634	0.616795	0.195674	0.0694895	0.0304996	0.0875413	0	0	0	0	753.667	383.667	86.5556	54.6667	208	0	0	0	0	1486.56	0.506989	0.258091	0.0582256	0.0367741	0.139921	0	0	0	0	22.0627	143.651	0.981789	50.1514	23.3838	0	0	0	0	240.231	0.0918394	0.597972	0.00408685	0.208763	0.0973389	0	0	0	0	90.1111	165.556	4	9.44444	61.1111	0	0	0	0	330.222	0.27288	0.501346	0.0121131	0.0286003	0.185061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0785025	0.0141369	0.0312621	0.00246582	0.0198866	0	0	0	0	0.146254	12	3.88889	5.77778	0.666667	5.88889	0	0	0	0	28.2222	0.575437	0.653575	0.129241	0.115525	0.595102	0	0	0	0	2.06888	2.22222	2.22222	0.444444	0.333333	2.22222	0	0	0	0	7.44445
2	0	36.8889	26.6667	0.444444	1.22222	5.11111	0	0	0	0	70.3333	4.45249	1.40128	0.48894	0.21001	0.623942	0	0	0	0	7.17666	0.620413	0.195255	0.0681292	0.0292629	0.0869404	0	0	0	0	740.111	377.778	82.3333	53	202.889	0	0	0	0	1456.11	0.508279	0.259443	0.0565433	0.0363983	0.139336	0	0	0	0	21.7493	143.445	0.910503	49.8909	22.8108	0	0	0	0	238.807	0.091075	0.600675	0.00381272	0.208917	0.0955199	0	0	0	0	89.1111	165.667	3.66667	9.22222	59.8889	0	0	0	0	327.556	0.272049	0.505767	0.011194	0.0281547	0.182836	0	0	0	0	6.22222	3.11111	0	0	0.666667	0	0	0	0	10	0.0613154	0.0173322	0.0253497	0.0114069	0.0142992	0	0	0	0	0.129703	12.4444	4.33333	4.22222	1.55556	4.66667	0	0	0	0	27.2222	0.514046	0.531803	0.0809747	0.302179	0.648789	0	0	0	0	2.07779	2.11111	1.44444	0.333333	0.333333	1.66667	0	0	0	0	5.88889
3	0	48.4444	35.7778	0.555556	1.33333	6.66667	0	0	0	0	92.7778	4.49737	1.42236	0.477084	0.210594	0.617738	0	0	0	0	7.22515	0.622461	0.196863	0.066031	0.0291473	0.0854982	0	0	0	0	727	374.111	77.2222	51.8889	197.556	0	0	0	0	1427.78	0.509183	0.262023	0.0540856	0.0363424	0.138366	0	0	0	0	21.7128	143.283	0.919398	49.8832	22.3921	0	0	0	0	238.191	0.0911571	0.601548	0.00385992	0.209425	0.0940092	0	0	0	0	88.2222	164.889	3.66667	9.11111	59.4444	0	0	0	0	325.333	0.271175	0.506831	0.0112705	0.0280055	0.182719	0	0	0	0	9.77778	5.88889	0.111111	0.555556	1.55556	0	0	0	0	17.8889	0.0651183	0.0122147	0.0285732	0.002494	0.0120847	0	0	0	0	0.120485	12.2222	2.88889	5.11111	1	4.55556	0	0	0	0	25.7778	0.226087	0.472187	0	0.0483236	0.49849	0	0	0	0	1.24509	1.77778	1.55556	0	0.222222	1.22222	0	0	0	0	4.77778
4	0	58.6667	41.3333	0.555556	1.33333	8.77778	0	0	0	0	110.667	4.52334	1.4427	0.463373	0.214211	0.615027	0	0	0	0	7.25865	0.623166	0.198756	0.0638374	0.0295112	0.0847303	0	0	0	0	714.778	370	72.6667	50.8889	192.444	0	0	0	0	1400.78	0.510272	0.264139	0.0518759	0.036329	0.137384	0	0	0	0	20.8115	142.91	0.858758	49.8994	22.2356	0	0	0	0	236.715	0.0879179	0.603721	0.00362781	0.210799	0.0939341	0	0	0	0	88.3333	163.889	3.44444	9	58.5556	0	0	0	0	323.222	0.27329	0.507047	0.0106566	0.0278446	0.181162	0	0	0	0	11.3333	8.66667	0.333333	0.444444	1.66667	0	0	0	0	22.4444	0.0706015	0.013477	0.0299695	0.00396403	0.0122554	0	0	0	0	0.130267	11	3.33333	4.55556	1	4.55556	0	0	0	0	24.4444	1.10414	0.682359	0.0695839	0.019931	0.231269	0	0	0	0	2.10728	1.11111	1.77778	0.222222	0.111111	1.44444	0	0	0	0	4.66667
5	0	65.7778	46.1111	0.666667	1.44444	9	0	0	0	0	123	4.56408	1.46145	0.442514	0.219678	0.603292	0	0	0	0	7.29101	0.625987	0.200446	0.0606931	0.0301299	0.0827446	0	0	0	0	702.222	366.111	68.6667	49.6667	186.667	0	0	0	0	1373.33	0.511327	0.266586	0.05	0.036165	0.135922	0	0	0	0	20.6671	142.694	0.819752	49.6841	22.1772	0	0	0	0	236.043	0.0875568	0.604528	0.0034729	0.210488	0.0939544	0	0	0	0	87.1111	163	3.33333	8.55556	57.7778	0	0	0	0	319.778	0.272411	0.509729	0.0104239	0.0267547	0.180681	0	0	0	0	13.3333	8.55556	0.111111	0	2.66667	0	0	0	0	24.6667	0.0801581	0.0155044	0.0263205	0.0022173	0.0153748	0	0	0	0	0.139575	11.8889	3.11111	3.88889	1.22222	4.88889	0	0	0	0	25	0.3223	0.523306	0.0577077	0.251152	0.13798	0	0	0	0	1.29245	1.88889	1.66667	0.222222	0.444444	1.66667	0	0	0	0	5.88889
6	0	71.4444	50.4444	0.666667	1.33333	9.55556	0	0	0	0	133.444	4.55153	1.47899	0.445514	0.226608	0.59896	0	0	0	0	7.3016	0.62336	0.202557	0.0610159	0.0310354	0.0820314	0	0	0	0	687.889	361.556	65.5556	48.5556	182.111	0	0	0	0	1345.67	0.511188	0.268681	0.048716	0.0360829	0.135332	0	0	0	0	20.7495	141.211	0.740733	49.7008	21.9215	0	0	0	0	234.324	0.0885509	0.602632	0.00316116	0.212103	0.0935523	0	0	0	0	88	161.556	2.88889	8.44444	56.6667	0	0	0	0	317.556	0.277117	0.508747	0.00909727	0.026592	0.178446	0	0	0	0	14.6667	8.22222	0.222222	0.555556	1.44444	0	0	0	0	25.1111	0.0868806	0.0108636	0.0123393	0.00086655	0.0115576	0	0	0	0	0.122508	12.5556	3.44444	3.11111	1.11111	3.88889	0	0	0	0	24.1111	0.140991	1.79614	0.0870202	0.0179938	0.330851	0	0	0	0	2.37299	0.888889	2.55556	0.444444	0.111111	1.77778	0	0	0	0	5.77778
7	0	75.3333	53.1111	0.888889	1.11111	10.3333	0	0	0	0	140.778	4.57279	1.48283	0.425947	0.228626	0.583811	0	0	0	0	7.29401	0.626925	0.203295	0.0583968	0.0313443	0.0800397	0	0	0	0	680.444	357	61.5556	47.2222	176.889	0	0	0	0	1323.11	0.514276	0.269819	0.0465233	0.0356903	0.133692	0	0	0	0	20.8978	136.403	0.712689	49.7169	21.7389	0	0	0	0	229.47	0.09107	0.594429	0.00310581	0.21666	0.0947354	0	0	0	0	88.4444	161.556	2.77778	8.33333	55.5556	0	0	0	0	316.667	0.279298	0.510175	0.00877193	0.0263158	0.175439	0	0	0	0	16.3333	9.88889	0	0.333333	1.88889	0	0	0	0	28.4444	0.0864189	0.0122978	0.0347776	0.00595267	0.0241455	0	0	0	0	0.163593	11.6667	2.77778	4	1.44444	4.66667	0	0	0	0	24.5556	0.0430062	5.12987	0.0350946	0.0184472	0.254555	0	0	0	0	5.48098	0.555556	1.77778	0.111111	0.111111	1.66667	0	0	0	0	4.22222
8	0	72.2222	56.6667	0.888889	1.11111	11.7778	0	0	0	0	142.667	4.61214	1.50272	0.415256	0.232201	0.578095	0	0	0	0	7.34041	0.628322	0.204718	0.0565712	0.0316333	0.078755	0	0	0	0	673.556	355.444	58	46.4444	171.778	0	0	0	0	1305.22	0.516047	0.272325	0.0444369	0.0355836	0.131608	0	0	0	0	20.7124	135.915	0.719454	49.3835	21.4875	0	0	0	0	228.218	0.090757	0.59555	0.00315248	0.216387	0.0941533	0	0	0	0	87.8889	160.333	2.77778	7.66667	54.5556	0	0	0	0	313.222	0.280596	0.511884	0.00886839	0.0244768	0.174175	0	0	0	0	17.1111	9	0.222222	0.333333	2	0	0	0	0	28.6667	0.073275	0.0134932	0.02539	0.00439171	0.0123985	0	0	0	0	0.128948	11.5556	3.44444	3.55556	0.777778	4.44444	0	0	0	0	23.7778	0.373051	0.789343	0	0.367815	0.324371	0	0	0	0	1.85458	1.44444	2.11111	0	0.666667	1.66667	0	0	0	0	5.88889
9	0	70.2222	57.5556	0.555556	1	11.8889	0	0	0	0	141.222	4.62339	1.50906	0.393955	0.236023	0.572447	0	0	0	0	7.33488	0.63033	0.205738	0.0537097	0.0321781	0.0780444	0	0	0	0	666.778	353.778	55	45.4444	167.222	0	0	0	0	1288.22	0.517595	0.274625	0.0426945	0.0352769	0.129809	0	0	0	0	20.5204	135.985	0.68323	49.3952	21.4412	0	0	0	0	228.025	0.0899919	0.596359	0.0029963	0.216622	0.0940303	0	0	0	0	87.5556	160	2.55556	7.44444	54.1111	0	0	0	0	311.667	0.280927	0.513369	0.00819964	0.0238859	0.173619	0	0	0	0	19.2222	9.22222	0.111111	0.111111	2.77778	0	0	0	0	31.4444	0.0925669	0.0149709	0.0356527	0.00428675	0.0141637	0	0	0	0	0.161641	11.1111	4.22222	3.22222	1.33333	4.66667	0	0	0	0	24.5556	0.388103	0.243325	0.0430265	0.0210981	0.116122	0	0	0	0	0.811674	1.44444	1.88889	0.222222	0.222222	1	0	0	0	0	4.77778
