Location: CCRPIPO Setup
From parameter file: C:\Users\SamDavis\Documents\GitHub\SortieRuns\XMLs\080415-CCRPIPO-1.xml
Basal area is normalized to m^2/ha; density to #/ha.
Subplots:
0 = Whole plot
Step	Subplot	Sdl Abs Den: ABCO	Sdl Abs Den: CADE	Sdl Abs Den: PILA	Sdl Abs Den: PIPO	Sdl Abs Den: QUKE	Sdl Abs Den: NR1	Sdl Abs Den: NR2	Sdl Abs Den: NR3	Sdl Abs Den: NR4	Sdl Den Total:	Sapl Abs BA: ABCO	Sapl Abs BA: CADE	Sapl Abs BA: PILA	Sapl Abs BA: PIPO	Sapl Abs BA: QUKE	Sapl Abs BA: NR1	Sapl Abs BA: NR2	Sapl Abs BA: NR3	Sapl Abs BA: NR4	Sapl BA Total:	Sapl Rel BA: ABCO	Sapl Rel BA: CADE	Sapl Rel BA: PILA	Sapl Rel BA: PIPO	Sapl Rel BA: QUKE	Sapl Rel BA: NR1	Sapl Rel BA: NR2	Sapl Rel BA: NR3	Sapl Rel BA: NR4	Sapl Abs Den: ABCO	Sapl Abs Den: CADE	Sapl Abs Den: PILA	Sapl Abs Den: PIPO	Sapl Abs Den: QUKE	Sapl Abs Den: NR1	Sapl Abs Den: NR2	Sapl Abs Den: NR3	Sapl Abs Den: NR4	Sapl Den Total:	Sapl Rel Den: ABCO	Sapl Rel Den: CADE	Sapl Rel Den: PILA	Sapl Rel Den: PIPO	Sapl Rel Den: QUKE	Sapl Rel Den: NR1	Sapl Rel Den: NR2	Sapl Rel Den: NR3	Sapl Rel Den: NR4	Adult Abs BA: ABCO	Adult Abs BA: CADE	Adult Abs BA: PILA	Adult Abs BA: PIPO	Adult Abs BA: QUKE	Adult Abs BA: NR1	Adult Abs BA: NR2	Adult Abs BA: NR3	Adult Abs BA: NR4	Adult BA Total:	Adult Rel BA: ABCO	Adult Rel BA: CADE	Adult Rel BA: PILA	Adult Rel BA: PIPO	Adult Rel BA: QUKE	Adult Rel BA: NR1	Adult Rel BA: NR2	Adult Rel BA: NR3	Adult Rel BA: NR4	Adult Abs Den: ABCO	Adult Abs Den: CADE	Adult Abs Den: PILA	Adult Abs Den: PIPO	Adult Abs Den: QUKE	Adult Abs Den: NR1	Adult Abs Den: NR2	Adult Abs Den: NR3	Adult Abs Den: NR4	Adult Den Total:	Adult Rel Den: ABCO	Adult Rel Den: CADE	Adult Rel Den: PILA	Adult Rel Den: PIPO	Adult Rel Den: QUKE	Adult Rel Den: NR1	Adult Rel Den: NR2	Adult Rel Den: NR3	Adult Rel Den: NR4	Natural Dead Sdl Abs Den: ABCO	Natural Dead Sdl Abs Den: CADE	Natural Dead Sdl Abs Den: PILA	Natural Dead Sdl Abs Den: PIPO	Natural Dead Sdl Abs Den: QUKE	Natural Dead Sdl Abs Den: NR1	Natural Dead Sdl Abs Den: NR2	Natural Dead Sdl Abs Den: NR3	Natural Dead Sdl Abs Den: NR4	Natural Dead Sdl Den Total:	Natural Dead Sapl Abs BA: ABCO	Natural Dead Sapl Abs BA: CADE	Natural Dead Sapl Abs BA: PILA	Natural Dead Sapl Abs BA: PIPO	Natural Dead Sapl Abs BA: QUKE	Natural Dead Sapl Abs BA: NR1	Natural Dead Sapl Abs BA: NR2	Natural Dead Sapl Abs BA: NR3	Natural Dead Sapl Abs BA: NR4	Natural Dead Sapl BA Total:	Natural Dead Sapl Abs Den: ABCO	Natural Dead Sapl Abs Den: CADE	Natural Dead Sapl Abs Den: PILA	Natural Dead Sapl Abs Den: PIPO	Natural Dead Sapl Abs Den: QUKE	Natural Dead Sapl Abs Den: NR1	Natural Dead Sapl Abs Den: NR2	Natural Dead Sapl Abs Den: NR3	Natural Dead Sapl Abs Den: NR4	Natural Dead Sapl Den Total:	Natural Dead Adult Abs BA: ABCO	Natural Dead Adult Abs BA: CADE	Natural Dead Adult Abs BA: PILA	Natural Dead Adult Abs BA: PIPO	Natural Dead Adult Abs BA: QUKE	Natural Dead Adult Abs BA: NR1	Natural Dead Adult Abs BA: NR2	Natural Dead Adult Abs BA: NR3	Natural Dead Adult Abs BA: NR4	Natural Dead Adult BA Total:	Natural Dead Adult Abs Den: ABCO	Natural Dead Adult Abs Den: CADE	Natural Dead Adult Abs Den: PILA	Natural Dead Adult Abs Den: PIPO	Natural Dead Adult Abs Den: QUKE	Natural Dead Adult Abs Den: NR1	Natural Dead Adult Abs Den: NR2	Natural Dead Adult Abs Den: NR3	Natural Dead Adult Abs Den: NR4	Natural Dead Adult Den Total:
0	0	0	0	0	0	0	0	0	0	0	0	4.39814	1.38796	0.521181	0.213354	0.640071	0	0	0	0	7.16071	0.614205	0.19383	0.0727834	0.0297951	0.0893865	0	0	0	0	766.889	388.667	92.4444	55.3333	214.667	0	0	0	0	1518	0.505197	0.256039	0.0608988	0.0364515	0.141414	0	0	0	0	22.4306	143.986	1.09018	50.2292	23.8953	0	0	0	0	241.632	0.0928297	0.595892	0.00451172	0.207875	0.0988913	0	0	0	0	91.1111	166.667	4.33333	9.77778	62.5556	0	0	0	0	334.444	0.272425	0.498339	0.0129568	0.0292359	0.187043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	22.3333	14.5556	0.444444	0.555556	3.22222	0	0	0	0	41.1111	4.42058	1.39969	0.492572	0.21979	0.629589	0	0	0	0	7.16222	0.617208	0.195427	0.0687737	0.0306874	0.0879041	0	0	0	0	753	383.222	86.5556	54.1111	208.333	0	0	0	0	1485.22	0.506995	0.258024	0.0582778	0.036433	0.140271	0	0	0	0	22.4404	141.833	1.07296	50.1673	23.3475	0	0	0	0	238.861	0.0939476	0.593788	0.00449197	0.210027	0.0977451	0	0	0	0	90.6667	165	4.22222	9.44444	61.4444	0	0	0	0	330.778	0.274101	0.498824	0.0127645	0.0285522	0.185757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0719169	0.0147566	0.0359802	0.000940887	0.0167732	0	0	0	0	0.140368	12.6667	4.33333	5.77778	1.22222	5.55556	0	0	0	0	29.5556	0.197721	2.47215	0.0380734	0.0997171	0.631446	0	0	0	0	3.43911	1.66667	2.77778	0.222222	0.333333	1.88889	0	0	0	0	6.88889
2	0	41.5556	26.8889	0.666667	0.888889	6.44444	0	0	0	0	76.4444	4.41605	1.39944	0.490956	0.217091	0.625099	0	0	0	0	7.14863	0.617748	0.195763	0.0686783	0.0303682	0.0874431	0	0	0	0	738	376.444	82.4444	52.6667	202.333	0	0	0	0	1451.89	0.508303	0.259279	0.0567843	0.0362746	0.139359	0	0	0	0	22.37	141.889	1.06019	50.1291	21.9532	0	0	0	0	237.402	0.0942283	0.597676	0.00446579	0.211157	0.0924728	0	0	0	0	90.2222	165	4	9.11111	60	0	0	0	0	328.333	0.274788	0.502538	0.0121827	0.0277496	0.182741	0	0	0	0	4.88889	2.77778	0	0.222222	0.666667	0	0	0	0	8.55556	0.099605	0.0163891	0.0185979	0.00583591	0.0163409	0	0	0	0	0.156769	13.7778	5.11111	4.11111	1.33333	5.55556	0	0	0	0	29.8889	0.277453	0.268648	0.0231222	0.0796949	1.47049	0	0	0	0	2.1194	1.66667	1.66667	0.222222	0.444444	1.88889	0	0	0	0	5.88889
3	0	51.3333	37.7778	1	1.77778	7.11111	0	0	0	0	99	4.45849	1.40887	0.467759	0.216195	0.619022	0	0	0	0	7.17033	0.621797	0.196486	0.0652353	0.0301513	0.086331	0	0	0	0	723.111	371.222	77.2222	51.2222	196.222	0	0	0	0	1419	0.509592	0.261608	0.0544202	0.0360974	0.138282	0	0	0	0	22.4536	141.92	1.0291	49.8492	21.5721	0	0	0	0	236.824	0.0948114	0.599264	0.00434542	0.210491	0.0910891	0	0	0	0	90.1111	164.222	3.77778	9.11111	58.8889	0	0	0	0	326.111	0.27632	0.503578	0.0115843	0.0279387	0.180579	0	0	0	0	11.2222	4.44444	0	0.222222	1.77778	0	0	0	0	17.6667	0.0762426	0.0237439	0.0400105	0.00405215	0.011963	0	0	0	0	0.156012	14.2222	4.44444	5.22222	1.33333	5.33333	0	0	0	0	30.5556	0.0990459	0.277174	0.0411245	0.320757	0.460638	0	0	0	0	1.19874	0.777778	1.55556	0.222222	0.111111	1.88889	0	0	0	0	4.55556
4	0	60.4444	44.2222	0.777778	1.66667	8.22222	0	0	0	0	115.333	4.47811	1.42643	0.453353	0.212538	0.611847	0	0	0	0	7.18227	0.623494	0.198604	0.0631211	0.029592	0.0851885	0	0	0	0	709.889	366.222	72.4444	50	191	0	0	0	0	1389.56	0.510875	0.263554	0.052135	0.0359827	0.137454	0	0	0	0	22.1962	141.804	0.981965	49.8851	21.5552	0	0	0	0	236.422	0.0938837	0.599791	0.00415344	0.211	0.0911723	0	0	0	0	90	163.333	3.55556	9.11111	58.5556	0	0	0	0	324.556	0.277302	0.503252	0.0109552	0.0280726	0.180418	0	0	0	0	11.5556	7.22222	0.222222	0.555556	2	0	0	0	0	21.5556	0.0711728	0.0158458	0.0305481	0.0112675	0.0167045	0	0	0	0	0.145539	11.8889	4.22222	4.77778	1.22222	4.66667	0	0	0	0	26.7778	0.468823	0.423176	0.0567381	0	0.0911999	0	0	0	0	1.03994	1.44444	1.66667	0.222222	0	0.888889	0	0	0	0	4.22222
5	0	67.5556	50.8889	0.444444	2.22222	8.44444	0	0	0	0	129.556	4.52539	1.44965	0.444878	0.216516	0.601436	0	0	0	0	7.23787	0.625238	0.200286	0.0614653	0.0299143	0.0830958	0	0	0	0	696.222	362.333	68.3333	48.6667	186.222	0	0	0	0	1361.78	0.51126	0.266074	0.0501795	0.0357376	0.136749	0	0	0	0	22.2885	140.464	0.979309	49.921	21.5616	0	0	0	0	235.215	0.0947583	0.597175	0.00416347	0.212236	0.0916676	0	0	0	0	89.6667	162.444	3.55556	9.11111	58.6667	0	0	0	0	323.444	0.277224	0.502233	0.0109928	0.028169	0.181381	0	0	0	0	14.5556	8.33333	0.333333	0.222222	2	0	0	0	0	25.4444	0.0769728	0.0105113	0.0138579	0.0036078	0.0139454	0	0	0	0	0.118895	13.1111	3.11111	4	1.33333	3.88889	0	0	0	0	25.4444	0.0850813	1.64606	0.0220938	0	0.0734273	0	0	0	0	1.82666	0.888889	1.66667	0.111111	0	0.777778	0	0	0	0	3.44444
6	0	69.8889	54.3333	0.333333	2.22222	10.7778	0	0	0	0	137.556	4.53574	1.46136	0.447968	0.218552	0.592044	0	0	0	0	7.25566	0.625131	0.201409	0.0617404	0.0301216	0.0815974	0	0	0	0	684.222	357.667	64.6667	46.7778	180.556	0	0	0	0	1333.89	0.512953	0.268138	0.0484798	0.0350687	0.13536	0	0	0	0	22.3012	139.202	0.940142	49.9126	21.5303	0	0	0	0	233.886	0.0953509	0.595169	0.00401966	0.213406	0.0920549	0	0	0	0	90.2222	162.444	3.33333	8.88889	58.3333	0	0	0	0	323.222	0.279134	0.502578	0.0103128	0.0275009	0.180474	0	0	0	0	16.7778	10.7778	0	0.222222	1.22222	0	0	0	0	29	0.0626517	0.0140821	0.0123253	0.0056382	0.0165647	0	0	0	0	0.111262	10.2222	3.44444	3.77778	1.88889	5	0	0	0	0	24.3333	0.216775	1.5755	0.0482218	0.0444568	0.107222	0	0	0	0	1.99218	1.22222	1.22222	0.222222	0.222222	1	0	0	0	0	3.88889
7	0	69.2222	57.1111	0.333333	2.22222	11.5556	0	0	0	0	140.444	4.56221	1.466	0.441516	0.217376	0.586823	0	0	0	0	7.27392	0.6272	0.201542	0.0606985	0.0298843	0.0806749	0	0	0	0	679	352.556	61.4444	45.6667	176.111	0	0	0	0	1314.78	0.516437	0.268148	0.0467337	0.0347334	0.133947	0	0	0	0	22.2983	139.278	0.87007	48.9808	21.0912	0	0	0	0	232.518	0.0958991	0.598998	0.00374194	0.210654	0.0907076	0	0	0	0	90	162.222	3	8.66667	56.7778	0	0	0	0	320.667	0.280665	0.50589	0.00935551	0.027027	0.177062	0	0	0	0	18.1111	11	0	0.555556	2.11111	0	0	0	0	31.7778	0.0805667	0.0130017	0.021684	0.00888142	0.0140084	0	0	0	0	0.138142	9.88889	3.44444	3.33333	1.33333	3.88889	0	0	0	0	21.8889	0.199701	0.243082	0.0786401	0.9674	0.512892	0	0	0	0	2.00171	1.22222	1.88889	0.333333	0.222222	2.11111	0	0	0	0	5.77778
8	0	66.2222	56.2222	0.222222	2.44444	11.1111	0	0	0	0	136.222	4.60565	1.48543	0.443204	0.223791	0.575988	0	0	0	0	7.33406	0.62798	0.202539	0.0604309	0.0305139	0.078536	0	0	0	0	673.444	353	58.6667	45	171.444	0	0	0	0	1301.56	0.517415	0.271214	0.0450743	0.034574	0.131723	0	0	0	0	22.2717	137.594	0.877853	48.9734	20.9075	0	0	0	0	230.624	0.0965714	0.596615	0.00380642	0.212351	0.0906559	0	0	0	0	89.4444	160.889	3	8.55556	55.7778	0	0	0	0	317.667	0.281567	0.506471	0.00944386	0.0269325	0.175586	0	0	0	0	16.1111	9.77778	0	0.333333	3.22222	0	0	0	0	29.4444	0.068905	0.0135073	0.0132538	0.00126216	0.0156122	0	0	0	0	0.11254	10.2222	3.33333	3	0.888889	3.88889	0	0	0	0	21.3333	0.218494	1.98832	0	0.0416846	0.25914	0	0	0	0	2.50763	1.44444	2.22222	0	0.111111	1.77778	0	0	0	0	5.55556
9	0	68.5556	56.1111	0.444444	2.33333	12.2222	0	0	0	0	139.667	4.64781	1.49414	0.439149	0.218374	0.5734	0	0	0	0	7.37287	0.630393	0.202654	0.0595628	0.0296186	0.0777716	0	0	0	0	666.333	352.333	55.4444	44.1111	167.111	0	0	0	0	1285.33	0.518413	0.274118	0.0431362	0.0343188	0.130014	0	0	0	0	21.6708	137.051	0.869269	48.9928	20.8048	0	0	0	0	229.388	0.0944719	0.597462	0.00378951	0.21358	0.0906967	0	0	0	0	88.7778	160	2.88889	8.44444	54.6667	0	0	0	0	314.778	0.282033	0.508295	0.00917755	0.0268267	0.173667	0	0	0	0	13.6667	10.2222	0.111111	0.333333	2.33333	0	0	0	0	26.6667	0.0709105	0.0141074	0.0187585	0.0132318	0.0129027	0	0	0	0	0.129911	11.3333	3	3.22222	1	4.33333	0	0	0	0	22.8889	0.792217	0.855061	0.0164059	0.0146375	0.171373	0	0	0	0	1.84969	1.55556	2.33333	0.111111	0.111111	1.55556	0	0	0	0	5.66667
10	0	72.6667	57.2222	0.666667	2.33333	12.2222	0	0	0	0	145.111	4.65732	1.50286	0.436147	0.213386	0.566831	0	0	0	0	7.37654	0.631369	0.203735	0.0591263	0.0289276	0.0768424	0	0	0	0	659.222	352.111	53.3333	43.1111	163.333	0	0	0	0	1271.11	0.518619	0.277011	0.041958	0.0339161	0.128496	0	0	0	0	20.1698	136.546	0.876911	49.0267	20.6333	0	0	0	0	227.253	0.088755	0.600855	0.00385874	0.215736	0.0907945	0	0	0	0	87.6667	159.222	2.88889	8.44444	53.6667	0	0	0	0	311.889	0.281083	0.510509	0.00926256	0.0270752	0.17207	0	0	0	0	15.4444	9.77778	0	0.444444	2.66667	0	0	0	0	28.3333	0.0947043	0.0144153	0.0174174	0.0127487	0.0148384	0	0	0	0	0.154124	11.2222	3.33333	2.11111	1.11111	4	0	0	0	0	21.7778	1.69986	0.81502	0	0	0.241123	0	0	0	0	2.756	2.22222	2.22222	0	0	1.55556	0	0	0	0	6
11	0	69	55.8889	0.777778	2	10.2222	0	0	0	0	137.889	4.71369	1.4998	0.429725	0.209806	0.567081	0	0	0	0	7.4201	0.63526	0.202126	0.0579137	0.0282753	0.0764249	0	0	0	0	653.889	350.333	50.3333	42.1111	160	0	0	0	0	1256.67	0.520336	0.27878	0.0400531	0.0335102	0.127321	0	0	0	0	19.4355	136.301	0.811832	49.0386	20.5555	0	0	0	0	226.143	0.0859436	0.602722	0.00358991	0.216848	0.0908961	0	0	0	0	86.3333	158.889	2.66667	8.33333	52.8889	0	0	0	0	309.111	0.279295	0.514019	0.00862689	0.026959	0.1711	0	0	0	0	17.1111	10.1111	0	0.444444	3.66667	0	0	0	0	31.3333	0.0762655	0.0182055	0.0206561	0.0112951	0.0115957	0	0	0	0	0.138018	10	4.44444	3	1.33333	3.33333	0	0	0	0	22.1111	0.900723	0.561375	0.0727584	0.0220779	0.14271	0	0	0	0	1.69965	1.77778	2.22222	0.222222	0.111111	1.11111	0	0	0	0	5.44444
12	0	69.4444	55.2222	0.888889	2.11111	9.88889	0	0	0	0	137.556	4.74702	1.51239	0.37192	0.205018	0.548586	0	0	0	0	7.38493	0.642797	0.204794	0.050362	0.0277616	0.0742845	0	0	0	0	646.667	350.556	46.3333	40.7778	154	0	0	0	0	1238.33	0.522207	0.283087	0.0374159	0.0329296	0.124361	0	0	0	0	19.4598	136.163	0.765105	14.0141	20.5455	0	0	0	0	190.948	0.101912	0.713092	0.00400688	0.0733921	0.107597	0	0	0	0	86.4444	157.889	2.55556	8.33333	53	0	0	0	0	308.222	0.280461	0.512257	0.00829128	0.0270368	0.171954	0	0	0	0	15.2222	10.4444	0	0.333333	2.44444	0	0	0	0	28.4444	0.0717111	0.0130522	0.0614134	0.00794116	0.018791	0	0	0	0	0.172909	10.3333	3	3.88889	1.22222	5.77778	0	0	0	0	24.2222	0.167685	0.442863	0.0640349	35.0629	0.0858507	0	0	0	0	35.8233	1	2.33333	0.222222	0.111111	0.888889	0	0	0	0	4.55556
13	0	70.5556	56.2222	0.444444	1.66667	8.77778	0	0	0	0	137.667	4.77997	1.51795	0.371098	0.208397	0.554628	0	0	0	0	7.43204	0.643158	0.204243	0.0499321	0.0280403	0.0746266	0	0	0	0	640.667	348.444	43.6667	39.7778	151.889	0	0	0	0	1224.44	0.52323	0.284573	0.0356624	0.0324864	0.124047	0	0	0	0	19.4676	136.407	0.759979	14.0269	20.5358	0	0	0	0	191.197	0.101819	0.713436	0.00397484	0.0733636	0.107406	0	0	0	0	86.6667	158.667	2.44444	8.22222	51.8889	0	0	0	0	307.889	0.281487	0.515337	0.00793937	0.0267052	0.168531	0	0	0	0	15.4444	9.44444	0.444444	0.555556	3	0	0	0	0	28.8889	0.0583782	0.0118347	0.013464	0.00413732	0.0109627	0	0	0	0	0.098777	9.88889	3.88889	2.77778	1.22222	2.44444	0	0	0	0	20.2222	0.198508	0.0684872	0.011799	0.0127207	0.0682482	0	0	0	0	0.359763	1.22222	1	0.111111	0.111111	1.11111	0	0	0	0	3.55556
