Location: CCRPIPO Setup
From parameter file: C:\Users\SamDavis\Documents\GitHub\SortieRuns\XMLs\080415-CCRPIPO-1.xml
Basal area is normalized to m^2/ha; density to #/ha.
Subplots:
0 = Whole plot
Step	Subplot	Sdl Abs Den: ABCO	Sdl Abs Den: CADE	Sdl Abs Den: PILA	Sdl Abs Den: PIPO	Sdl Abs Den: QUKE	Sdl Abs Den: NR1	Sdl Abs Den: NR2	Sdl Abs Den: NR3	Sdl Abs Den: NR4	Sdl Den Total:	Sapl Abs BA: ABCO	Sapl Abs BA: CADE	Sapl Abs BA: PILA	Sapl Abs BA: PIPO	Sapl Abs BA: QUKE	Sapl Abs BA: NR1	Sapl Abs BA: NR2	Sapl Abs BA: NR3	Sapl Abs BA: NR4	Sapl BA Total:	Sapl Rel BA: ABCO	Sapl Rel BA: CADE	Sapl Rel BA: PILA	Sapl Rel BA: PIPO	Sapl Rel BA: QUKE	Sapl Rel BA: NR1	Sapl Rel BA: NR2	Sapl Rel BA: NR3	Sapl Rel BA: NR4	Sapl Abs Den: ABCO	Sapl Abs Den: CADE	Sapl Abs Den: PILA	Sapl Abs Den: PIPO	Sapl Abs Den: QUKE	Sapl Abs Den: NR1	Sapl Abs Den: NR2	Sapl Abs Den: NR3	Sapl Abs Den: NR4	Sapl Den Total:	Sapl Rel Den: ABCO	Sapl Rel Den: CADE	Sapl Rel Den: PILA	Sapl Rel Den: PIPO	Sapl Rel Den: QUKE	Sapl Rel Den: NR1	Sapl Rel Den: NR2	Sapl Rel Den: NR3	Sapl Rel Den: NR4	Adult Abs BA: ABCO	Adult Abs BA: CADE	Adult Abs BA: PILA	Adult Abs BA: PIPO	Adult Abs BA: QUKE	Adult Abs BA: NR1	Adult Abs BA: NR2	Adult Abs BA: NR3	Adult Abs BA: NR4	Adult BA Total:	Adult Rel BA: ABCO	Adult Rel BA: CADE	Adult Rel BA: PILA	Adult Rel BA: PIPO	Adult Rel BA: QUKE	Adult Rel BA: NR1	Adult Rel BA: NR2	Adult Rel BA: NR3	Adult Rel BA: NR4	Adult Abs Den: ABCO	Adult Abs Den: CADE	Adult Abs Den: PILA	Adult Abs Den: PIPO	Adult Abs Den: QUKE	Adult Abs Den: NR1	Adult Abs Den: NR2	Adult Abs Den: NR3	Adult Abs Den: NR4	Adult Den Total:	Adult Rel Den: ABCO	Adult Rel Den: CADE	Adult Rel Den: PILA	Adult Rel Den: PIPO	Adult Rel Den: QUKE	Adult Rel Den: NR1	Adult Rel Den: NR2	Adult Rel Den: NR3	Adult Rel Den: NR4	Natural Dead Sdl Abs Den: ABCO	Natural Dead Sdl Abs Den: CADE	Natural Dead Sdl Abs Den: PILA	Natural Dead Sdl Abs Den: PIPO	Natural Dead Sdl Abs Den: QUKE	Natural Dead Sdl Abs Den: NR1	Natural Dead Sdl Abs Den: NR2	Natural Dead Sdl Abs Den: NR3	Natural Dead Sdl Abs Den: NR4	Natural Dead Sdl Den Total:	Natural Dead Sapl Abs BA: ABCO	Natural Dead Sapl Abs BA: CADE	Natural Dead Sapl Abs BA: PILA	Natural Dead Sapl Abs BA: PIPO	Natural Dead Sapl Abs BA: QUKE	Natural Dead Sapl Abs BA: NR1	Natural Dead Sapl Abs BA: NR2	Natural Dead Sapl Abs BA: NR3	Natural Dead Sapl Abs BA: NR4	Natural Dead Sapl BA Total:	Natural Dead Sapl Abs Den: ABCO	Natural Dead Sapl Abs Den: CADE	Natural Dead Sapl Abs Den: PILA	Natural Dead Sapl Abs Den: PIPO	Natural Dead Sapl Abs Den: QUKE	Natural Dead Sapl Abs Den: NR1	Natural Dead Sapl Abs Den: NR2	Natural Dead Sapl Abs Den: NR3	Natural Dead Sapl Abs Den: NR4	Natural Dead Sapl Den Total:	Natural Dead Adult Abs BA: ABCO	Natural Dead Adult Abs BA: CADE	Natural Dead Adult Abs BA: PILA	Natural Dead Adult Abs BA: PIPO	Natural Dead Adult Abs BA: QUKE	Natural Dead Adult Abs BA: NR1	Natural Dead Adult Abs BA: NR2	Natural Dead Adult Abs BA: NR3	Natural Dead Adult Abs BA: NR4	Natural Dead Adult BA Total:	Natural Dead Adult Abs Den: ABCO	Natural Dead Adult Abs Den: CADE	Natural Dead Adult Abs Den: PILA	Natural Dead Adult Abs Den: PIPO	Natural Dead Adult Abs Den: QUKE	Natural Dead Adult Abs Den: NR1	Natural Dead Adult Abs Den: NR2	Natural Dead Adult Abs Den: NR3	Natural Dead Adult Abs Den: NR4	Natural Dead Adult Den Total:
0	0	0	0	0	0	0	0	0	0	0	0	4.39814	1.38796	0.521181	0.213354	0.640071	0	0	0	0	7.16071	0.614205	0.19383	0.0727834	0.0297951	0.0893865	0	0	0	0	766.889	388.667	92.4444	55.3333	214.667	0	0	0	0	1518	0.505197	0.256039	0.0608988	0.0364515	0.141414	0	0	0	0	22.4306	143.986	1.09018	50.2292	23.8953	0	0	0	0	241.632	0.0928297	0.595892	0.00451172	0.207875	0.0988913	0	0	0	0	91.1111	166.667	4.33333	9.77778	62.5556	0	0	0	0	334.444	0.272425	0.498339	0.0129568	0.0292359	0.187043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	21.5556	13.8889	0.222222	0.777778	3	0	0	0	0	39.4444	4.42605	1.39857	0.502338	0.220103	0.637159	0	0	0	0	7.18422	0.616079	0.194672	0.0699224	0.030637	0.0886887	0	0	0	0	752.111	382.889	88	54.6667	209.111	0	0	0	0	1486.78	0.505867	0.257529	0.0591884	0.0367686	0.140647	0	0	0	0	22.5124	143.657	1.06454	50.0047	23.4728	0	0	0	0	240.711	0.0935243	0.596801	0.00442246	0.207737	0.0975144	0	0	0	0	91	165.667	4.22222	9.44444	62.2222	0	0	0	0	332.556	0.273638	0.498162	0.0126963	0.0283996	0.187103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0664484	0.0158799	0.0262146	0.000627723	0.00920246	0	0	0	0	0.118373	13.5556	4.66667	4.33333	0.666667	4.77778	0	0	0	0	28	0.125793	0.648233	0.046493	0.262233	0.506132	0	0	0	0	1.58888	1.33333	2.11111	0.222222	0.333333	1.11111	0	0	0	0	5.11111
2	0	37.2222	25.8889	0.666667	1.11111	6.66667	0	0	0	0	71.5556	4.44481	1.39989	0.481891	0.218809	0.633632	0	0	0	0	7.17903	0.619137	0.194998	0.0671248	0.0304789	0.0882615	0	0	0	0	739	377.222	83.6667	53.5556	204.333	0	0	0	0	1457.78	0.506936	0.258765	0.0573933	0.0367378	0.140168	0	0	0	0	22.5696	142.758	1.02838	50.0388	22.74	0	0	0	0	239.135	0.09438	0.596978	0.00430042	0.209249	0.0950928	0	0	0	0	90.7778	165.444	4	9.44444	60.3333	0	0	0	0	330	0.275084	0.501347	0.0121212	0.0286195	0.182828	0	0	0	0	5.77778	2.22222	0	0	0.666667	0	0	0	0	8.66667	0.0764068	0.0147816	0.0377198	0.00447163	0.0155409	0	0	0	0	0.148921	11.8889	4	4.33333	1	4.33333	0	0	0	0	25.5556	0.150387	1.22576	0.0464572	0.00718514	0.809719	0	0	0	0	2.23951	1.44444	1.88889	0.222222	0.111111	2.33333	0	0	0	0	6
3	0	53	34.1111	0.444444	1.77778	8.66667	0	0	0	0	98	4.48252	1.41991	0.459435	0.213438	0.630935	0	0	0	0	7.20623	0.622033	0.197039	0.0637553	0.0296185	0.087554	0	0	0	0	726.222	372.778	77.7778	52.3333	199.222	0	0	0	0	1428.33	0.50844	0.260988	0.0544535	0.0366394	0.139479	0	0	0	0	22.573	142.954	0.91645	44.3092	22.7008	0	0	0	0	233.453	0.0966916	0.612345	0.00392563	0.189799	0.097239	0	0	0	0	90.2222	164.444	3.44444	9.11111	59.7778	0	0	0	0	327	0.275909	0.502888	0.0105335	0.0278627	0.182807	0	0	0	0	7.88889	4.88889	0.333333	0	1.55556	0	0	0	0	14.6667	0.0673087	0.0132324	0.039247	0.00862886	0.00882812	0	0	0	0	0.137245	11.7778	3.66667	5.88889	1.11111	4.33333	0	0	0	0	26.7778	0.194841	0.114044	0.12177	5.77075	0.11942	0	0	0	0	6.32082	1.55556	1.77778	0.555556	0.444444	1.33333	0	0	0	0	5.66667
4	0	63.5556	40.2222	0.555556	2.22222	9.22222	0	0	0	0	115.778	4.48609	1.43823	0.465239	0.216716	0.627514	0	0	0	0	7.23379	0.620157	0.198821	0.0643147	0.0299588	0.0867477	0	0	0	0	712.556	367.333	73.2222	51.4444	193.889	0	0	0	0	1398.44	0.509534	0.262673	0.0523598	0.0367869	0.138646	0	0	0	0	22.6498	141.398	0.883453	44.3293	22.447	0	0	0	0	231.707	0.0977519	0.610243	0.0038128	0.191316	0.0968766	0	0	0	0	90.3333	163.111	3.22222	8.88889	59	0	0	0	0	324.556	0.278329	0.502568	0.00992811	0.0273879	0.181787	0	0	0	0	13.1111	7.33333	0.111111	0.111111	2.22222	0	0	0	0	22.8889	0.0879681	0.0154154	0.0102734	0.00435138	0.0133026	0	0	0	0	0.131311	12.3333	4.66667	4.55556	0.888889	4.77778	0	0	0	0	27.2222	0.135154	1.86519	0.0416204	0.0126902	0.329529	0	0	0	0	2.38418	1.22222	2.11111	0.222222	0.222222	1.33333	0	0	0	0	5.11111
5	0	70.3333	48.1111	0.555556	1.66667	9.33333	0	0	0	0	130	4.52346	1.45537	0.455922	0.221526	0.620876	0	0	0	0	7.27716	0.621597	0.199992	0.0626511	0.0304412	0.0853185	0	0	0	0	701.556	362.778	69.2222	50.3333	188.667	0	0	0	0	1372.56	0.511131	0.264308	0.0504331	0.0366713	0.137456	0	0	0	0	22.4607	140.806	0.867528	44.3554	22.2616	0	0	0	0	230.752	0.0973369	0.610208	0.00375958	0.192221	0.0964741	0	0	0	0	90.2222	162.333	3.22222	8.77778	58.2222	0	0	0	0	322.778	0.279518	0.502926	0.00998279	0.0271945	0.180379	0	0	0	0	14.8889	6.88889	0.111111	0.777778	3	0	0	0	0	25.6667	0.0825491	0.0169102	0.0149733	0.00294067	0.0125062	0	0	0	0	0.12988	10.3333	3.77778	3.88889	1.11111	4.44444	0	0	0	0	23.5556	0.373187	0.897772	0.0344523	0.00646628	0.264093	0	0	0	0	1.57597	0.777778	1.55556	0.111111	0.111111	1.55556	0	0	0	0	4.11111
6	0	76.7778	50.3333	0.777778	1.88889	9.55556	0	0	0	0	139.333	4.52007	1.46245	0.43178	0.221586	0.613603	0	0	0	0	7.24949	0.623502	0.201731	0.05956	0.0305658	0.0846408	0	0	0	0	689.111	357.556	64.1111	49	183.556	0	0	0	0	1343.33	0.512986	0.26617	0.0477254	0.0364764	0.136642	0	0	0	0	22.5805	139.603	0.875603	44.1581	22.0741	0	0	0	0	229.291	0.0984793	0.608846	0.00381874	0.192585	0.0962708	0	0	0	0	90.7778	161.667	3.22222	8.66667	57.6667	0	0	0	0	322	0.281919	0.50207	0.0100069	0.0269151	0.179089	0	0	0	0	15.1111	10.2222	0.111111	0.333333	2.11111	0	0	0	0	27.8889	0.07684	0.021021	0.0398551	0.00780468	0.0149321	0	0	0	0	0.160453	10.6667	4.11111	5.11111	1.33333	4.44444	0	0	0	0	25.6667	0.110766	1.51443	0	0.229825	0.263229	0	0	0	0	2.11825	1.22222	1.77778	0	0.111111	1.22222	0	0	0	0	4.33333
7	0	75.2222	54.6667	0.777778	1.66667	10.2222	0	0	0	0	142.556	4.54514	1.46842	0.422139	0.224156	0.602082	0	0	0	0	7.26193	0.625885	0.202208	0.0581304	0.0308673	0.0829093	0	0	0	0	683.667	351.778	60.6667	47.6667	178	0	0	0	0	1321.78	0.517233	0.26614	0.0458978	0.0360625	0.134667	0	0	0	0	21.8112	139.163	0.854953	43.9778	21.9202	0	0	0	0	227.727	0.0957777	0.611096	0.00375429	0.193116	0.0962563	0	0	0	0	90.4444	160.889	3.11111	8.44444	56.7778	0	0	0	0	319.667	0.282934	0.503302	0.00973236	0.0264164	0.177616	0	0	0	0	18.3333	9.11111	0	0.444444	2.44444	0	0	0	0	30.3333	0.0821712	0.0138611	0.0246763	0.00535147	0.0208553	0	0	0	0	0.146915	10.5556	4.22222	3.55556	1.77778	5	0	0	0	0	25.1111	0.967656	0.757782	0.0287689	0.212272	0.226925	0	0	0	0	2.1934	1.33333	2.33333	0.111111	0.222222	1.44444	0	0	0	0	5.44444
8	0	73.5556	53.2222	0.666667	2	10.2222	0	0	0	0	139.667	4.61379	1.48708	0.408958	0.226242	0.595056	0	0	0	0	7.33113	0.629343	0.202844	0.0557838	0.0308604	0.0811684	0	0	0	0	679.111	351.556	57.7778	46.6667	172.778	0	0	0	0	1307.89	0.519242	0.268796	0.0441764	0.0356809	0.132104	0	0	0	0	21.779	138.385	0.862822	43.9918	21.6185	0	0	0	0	226.637	0.0960964	0.610601	0.00380706	0.194107	0.0953883	0	0	0	0	89.8889	159.778	3.11111	8.33333	56	0	0	0	0	317.111	0.283462	0.503854	0.00981079	0.0262789	0.176594	0	0	0	0	14.6667	9.66667	0.222222	0.222222	2.88889	0	0	0	0	27.6667	0.0484682	0.0142272	0.0278448	0.00584893	0.0141019	0	0	0	0	0.110491	9.88889	3.11111	3	1.11111	4.55556	0	0	0	0	21.6667	0.219208	1.08173	0	0.0171931	0.375596	0	0	0	0	1.69372	1.33333	2	0	0.111111	1.44444	0	0	0	0	4.88889
9	0	75	55.6667	0.444444	1.33333	9.77778	0	0	0	0	142.222	4.65766	1.49761	0.403714	0.226476	0.592184	0	0	0	0	7.37764	0.631321	0.202992	0.0547214	0.0306977	0.0802675	0	0	0	0	672.111	350.444	54.6667	45.1111	169.333	0	0	0	0	1291.67	0.520344	0.271312	0.0423226	0.0349247	0.131097	0	0	0	0	21.8722	137.983	0.726374	43.9682	20.9809	0	0	0	0	225.53	0.096981	0.611815	0.00322074	0.194955	0.093029	0	0	0	0	89.8889	159.667	2.88889	8	54.4444	0	0	0	0	314.889	0.285462	0.507057	0.00917431	0.0254058	0.1729	0	0	0	0	16	9	0.111111	0.666667	2.77778	0	0	0	0	28.5556	0.0650258	0.0102131	0.0195509	0.00775055	0.0135786	0	0	0	0	0.116119	10.8889	3.44444	3.22222	1.77778	3.22222	0	0	0	0	22.5556	0.102619	0.716222	0.144358	0.0547525	0.706524	0	0	0	0	1.72448	1	1.66667	0.222222	0.333333	2	0	0	0	0	5.22222
