Location: BBBPIPO
From parameter file: C:\Users\SamDavis\Documents\GitHub\SortieRuns\XMLs\080415-BBBPIPO-1.xml
Basal area is normalized to m^2/ha; density to #/ha.
Subplots:
0 = Whole plot
Step	Subplot	Sdl Abs Den: ABCO	Sdl Abs Den: CADE	Sdl Abs Den: PILA	Sdl Abs Den: PIPO	Sdl Abs Den: QUCH	Sdl Abs Den: QUKE	Sdl Abs Den: NR1	Sdl Abs Den: NR2	Sdl Abs Den: NR3	Sdl Den Total:	Sapl Abs BA: ABCO	Sapl Abs BA: CADE	Sapl Abs BA: PILA	Sapl Abs BA: PIPO	Sapl Abs BA: QUCH	Sapl Abs BA: QUKE	Sapl Abs BA: NR1	Sapl Abs BA: NR2	Sapl Abs BA: NR3	Sapl BA Total:	Sapl Rel BA: ABCO	Sapl Rel BA: CADE	Sapl Rel BA: PILA	Sapl Rel BA: PIPO	Sapl Rel BA: QUCH	Sapl Rel BA: QUKE	Sapl Rel BA: NR1	Sapl Rel BA: NR2	Sapl Rel BA: NR3	Sapl Abs Den: ABCO	Sapl Abs Den: CADE	Sapl Abs Den: PILA	Sapl Abs Den: PIPO	Sapl Abs Den: QUCH	Sapl Abs Den: QUKE	Sapl Abs Den: NR1	Sapl Abs Den: NR2	Sapl Abs Den: NR3	Sapl Den Total:	Sapl Rel Den: ABCO	Sapl Rel Den: CADE	Sapl Rel Den: PILA	Sapl Rel Den: PIPO	Sapl Rel Den: QUCH	Sapl Rel Den: QUKE	Sapl Rel Den: NR1	Sapl Rel Den: NR2	Sapl Rel Den: NR3	Adult Abs BA: ABCO	Adult Abs BA: CADE	Adult Abs BA: PILA	Adult Abs BA: PIPO	Adult Abs BA: QUCH	Adult Abs BA: QUKE	Adult Abs BA: NR1	Adult Abs BA: NR2	Adult Abs BA: NR3	Adult BA Total:	Adult Rel BA: ABCO	Adult Rel BA: CADE	Adult Rel BA: PILA	Adult Rel BA: PIPO	Adult Rel BA: QUCH	Adult Rel BA: QUKE	Adult Rel BA: NR1	Adult Rel BA: NR2	Adult Rel BA: NR3	Adult Abs Den: ABCO	Adult Abs Den: CADE	Adult Abs Den: PILA	Adult Abs Den: PIPO	Adult Abs Den: QUCH	Adult Abs Den: QUKE	Adult Abs Den: NR1	Adult Abs Den: NR2	Adult Abs Den: NR3	Adult Den Total:	Adult Rel Den: ABCO	Adult Rel Den: CADE	Adult Rel Den: PILA	Adult Rel Den: PIPO	Adult Rel Den: QUCH	Adult Rel Den: QUKE	Adult Rel Den: NR1	Adult Rel Den: NR2	Adult Rel Den: NR3	Natural Dead Sdl Abs Den: ABCO	Natural Dead Sdl Abs Den: CADE	Natural Dead Sdl Abs Den: PILA	Natural Dead Sdl Abs Den: PIPO	Natural Dead Sdl Abs Den: QUCH	Natural Dead Sdl Abs Den: QUKE	Natural Dead Sdl Abs Den: NR1	Natural Dead Sdl Abs Den: NR2	Natural Dead Sdl Abs Den: NR3	Natural Dead Sdl Den Total:	Natural Dead Sapl Abs BA: ABCO	Natural Dead Sapl Abs BA: CADE	Natural Dead Sapl Abs BA: PILA	Natural Dead Sapl Abs BA: PIPO	Natural Dead Sapl Abs BA: QUCH	Natural Dead Sapl Abs BA: QUKE	Natural Dead Sapl Abs BA: NR1	Natural Dead Sapl Abs BA: NR2	Natural Dead Sapl Abs BA: NR3	Natural Dead Sapl BA Total:	Natural Dead Sapl Abs Den: ABCO	Natural Dead Sapl Abs Den: CADE	Natural Dead Sapl Abs Den: PILA	Natural Dead Sapl Abs Den: PIPO	Natural Dead Sapl Abs Den: QUCH	Natural Dead Sapl Abs Den: QUKE	Natural Dead Sapl Abs Den: NR1	Natural Dead Sapl Abs Den: NR2	Natural Dead Sapl Abs Den: NR3	Natural Dead Sapl Den Total:	Natural Dead Adult Abs BA: ABCO	Natural Dead Adult Abs BA: CADE	Natural Dead Adult Abs BA: PILA	Natural Dead Adult Abs BA: PIPO	Natural Dead Adult Abs BA: QUCH	Natural Dead Adult Abs BA: QUKE	Natural Dead Adult Abs BA: NR1	Natural Dead Adult Abs BA: NR2	Natural Dead Adult Abs BA: NR3	Natural Dead Adult BA Total:	Natural Dead Adult Abs Den: ABCO	Natural Dead Adult Abs Den: CADE	Natural Dead Adult Abs Den: PILA	Natural Dead Adult Abs Den: PIPO	Natural Dead Adult Abs Den: QUCH	Natural Dead Adult Abs Den: QUKE	Natural Dead Adult Abs Den: NR1	Natural Dead Adult Abs Den: NR2	Natural Dead Adult Abs Den: NR3	Natural Dead Adult Den Total:
0	0	0	0	0	0	0	0	0	0	0	0	1.11916	2.92745	0.784726	0.235752	0.00403894	0.504957	0	0	0	5.57608	0.200708	0.525	0.140731	0.0422791	0.000724333	0.0905577	0	0	0	116.222	405.444	56.6667	14.4444	4.44444	41.8889	0	0	0	639.111	0.18185	0.634388	0.0886648	0.0226008	0.0069541	0.0655424	0	0	0	14.6859	27.4808	1.73527	32.525	0.296827	16.1218	0	0	0	92.8457	0.158176	0.295983	0.0186898	0.350313	0.00319699	0.173641	0	0	0	40.6667	289.556	6.33333	31.5556	2.55556	263.111	0	0	0	633.778	0.0641655	0.456872	0.00999299	0.0497896	0.00403226	0.415147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	2	6.77778	0.444444	1.77778	0	14.7778	0	0	0	25.7778	1.11953	2.92251	0.791684	0.219474	0.0042163	0.48694	0	0	0	5.54436	0.201922	0.527115	0.142791	0.0395851	0.000760467	0.0878262	0	0	0	115	399.111	55.1111	13.3333	4.44444	40.2222	0	0	0	627.222	0.183348	0.636315	0.0878654	0.0212578	0.00708592	0.0641275	0	0	0	14.7616	27.5833	1.75114	31.9326	0.298218	16.1102	0	0	0	92.4372	0.159694	0.298401	0.0189441	0.345452	0.00322617	0.174282	0	0	0	40.7778	289.444	6.33333	30.8889	2.55556	261.111	0	0	0	631.111	0.0646127	0.458627	0.0100352	0.0489437	0.0040493	0.413732	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0122509	0.0258676	0.0140326	0.0129958	0	0.00274041	0	0	0	0.0678872	0.777778	3.11111	1.55556	0.888889	0	0.222222	0	0	0	6.55556	0.0253267	0.221148	0	0.703706	0	0.211018	0	0	0	1.1612	0.333333	3.33333	0	0.888889	0	3.44444	0	0	0	8
2	0	4.33333	12.5556	0.888889	4.11111	0.222222	26.5556	0	0	0	48.6667	1.12821	2.93259	0.780832	0.214738	0.00387644	0.475036	0	0	0	5.53529	0.203822	0.5298	0.141064	0.0387944	0.000700314	0.0858195	0	0	0	113.778	393	53.5556	12.7778	4.33333	38.8889	0	0	0	616.333	0.184604	0.637642	0.0868938	0.0207319	0.00703083	0.0630972	0	0	0	14.837	27.6598	1.5459	31.3086	0.300138	16.1622	0	0	0	91.8136	0.161599	0.30126	0.0168373	0.341002	0.003269	0.176032	0	0	0	40.7778	289	6.11111	29.7778	2.66667	260.667	0	0	0	629	0.0648295	0.459459	0.0097156	0.0473415	0.00423953	0.414414	0	0	0	0.333333	1.44444	0.222222	0.444444	0	3.33333	0	0	0	5.77778	0.00862468	0.0270675	0.0317721	0.00995077	0	0.00395805	0	0	0	0.0813731	0.888889	3.77778	1.55556	0.555556	0	0.333333	0	0	0	7.11111	0.0213368	0.230943	0.221201	0.724233	0	0.138943	0	0	0	1.33666	0.333333	2.77778	0.222222	1.11111	0	1.44444	0	0	0	5.88889
3	0	4.55556	17.1111	1	4.77778	0.111111	33.5556	0	0	0	61.1111	1.13243	2.92648	0.779762	0.219789	0.00405284	0.446962	0	0	0	5.50948	0.205543	0.531172	0.141531	0.0398928	0.000735612	0.081126	0	0	0	112.667	386.111	52.8889	12.7778	4.33333	36.5556	0	0	0	605.333	0.186123	0.637849	0.0873715	0.0211087	0.00715859	0.0603891	0	0	0	14.8655	27.6628	1.48869	31.0939	0.297151	16.2584	0	0	0	91.6664	0.162169	0.301777	0.0162403	0.339207	0.00324165	0.177364	0	0	0	41	288	6.11111	28.6667	2.55556	260.444	0	0	0	626.778	0.0654139	0.459493	0.00975004	0.0457366	0.00407729	0.415529	0	0	0	1.44444	3.44444	0.222222	1.66667	0.222222	6.66667	0	0	0	13.6667	0.00377268	0.026042	0.0113246	0	0	0.00830788	0	0	0	0.0494471	0.555556	3.66667	0.555556	0	0	0.666667	0	0	0	5.44444	0.0779937	0.321658	0.0825626	0.311784	0.00440671	0.106531	0	0	0	0.904935	0.333333	4.22222	0.111111	1.11111	0.111111	1.88889	0	0	0	7.77778
4	0	6	17.5556	1.55556	4.66667	0.111111	40	0	0	0	69.8889	1.14206	2.93181	0.782381	0.217431	0.00423471	0.434245	0	0	0	5.51215	0.207189	0.53188	0.141938	0.0394457	0.00076825	0.0787796	0	0	0	111.444	380.111	51.5556	12.2222	4.33333	35.2222	0	0	0	594.889	0.187337	0.638962	0.0866642	0.0205454	0.00728427	0.0592081	0	0	0	14.8748	27.774	1.5035	30.2469	0.298529	16.2318	0	0	0	90.9295	0.163586	0.305445	0.0165348	0.332641	0.00328309	0.17851	0	0	0	41.1111	288.778	6.11111	27.5556	2.55556	259	0	0	0	625.111	0.0657661	0.461962	0.00977604	0.0440811	0.00408816	0.414326	0	0	0	0.777778	4.77778	0.222222	2	0	6.66667	0	0	0	14.4444	0.00787487	0.0266918	0.0179812	0.00301369	0	0.00200872	0	0	0	0.0575702	0.888889	3.44444	1.33333	0.444444	0	0.222222	0	0	0	6.33333	0.0880406	0.200226	0	0.946775	0	0.220131	0	0	0	1.45517	0.222222	1.77778	0	1.22222	0	2.55556	0	0	0	5.77778
5	0	7.55556	20.8889	1.66667	5.33333	0.111111	45.5556	0	0	0	81.1111	1.1597	2.91121	0.771295	0.213239	0.00426135	0.419331	0	0	0	5.47904	0.211662	0.531335	0.140772	0.038919	0.000777756	0.0765337	0	0	0	110.778	372	50.4444	11.7778	4.22222	33.7778	0	0	0	583	0.190013	0.638079	0.0865256	0.020202	0.00724223	0.0579379	0	0	0	14.8692	27.869	1.4697	29.8332	0.299913	16.2029	0	0	0	90.544	0.164221	0.307795	0.0162318	0.329488	0.00331235	0.178951	0	0	0	40.8889	289.222	5.88889	26.6667	2.55556	257.222	0	0	0	622.444	0.0656908	0.464655	0.00946091	0.0428418	0.00410568	0.413245	0	0	0	1.22222	4.22222	0.333333	1.44444	0	9.11111	0	0	0	16.3333	0.00947796	0.0353021	0.0212842	0.00473113	0.000160697	0.00204344	0	0	0	0.0729995	0.555556	4.66667	1	0.333333	0.111111	0.222222	0	0	0	6.88889	0.0934457	0.234432	0.0590266	0.509824	0	0.22389	0	0	0	1.12062	0.333333	3	0.333333	1	0	3	0	0	0	7.66667
6	0	8.11111	23.1111	1.33333	5.55556	0.111111	47.2222	0	0	0	85.4444	1.1756	2.89163	0.765977	0.203005	0.00392717	0.387573	0	0	0	5.42771	0.216592	0.532753	0.141123	0.0374016	0.000723542	0.0714063	0	0	0	110.111	365.222	49.7778	11.1111	4.11111	31.3333	0	0	0	571.667	0.192614	0.638873	0.0870748	0.0194363	0.00719145	0.0548105	0	0	0	14.8674	28.028	1.44986	27.9254	0.299505	16.2569	0	0	0	88.827	0.167374	0.315534	0.0163223	0.314379	0.00337178	0.183018	0	0	0	40.7778	290.889	5.77778	25.8889	2.55556	257.111	0	0	0	623	0.0654539	0.466916	0.00927412	0.0415552	0.00410202	0.412698	0	0	0	1.55556	4.77778	0.666667	1.88889	0	10	0	0	0	18.8889	0.00681412	0.0228858	0.0256598	0.00623741	0	0.0031784	0	0	0	0.0647756	0.444444	2.77778	0.777778	0.444444	0	0.333333	0	0	0	4.77778	0.0943179	0.181552	0.0342677	2.00608	0.00231777	0.155629	0	0	0	2.47416	0.333333	2.33333	0.111111	1	0.111111	2.22222	0	0	0	6.11111
7	0	8.55556	22.8889	1.22222	5.44444	0.222222	49.1111	0	0	0	87.4444	1.18495	2.87148	0.767132	0.192743	0.00410638	0.380688	0	0	0	5.4011	0.219391	0.531647	0.142033	0.035686	0.000760286	0.0704835	0	0	0	109.778	357.778	48.6667	10.5556	4.11111	30.4444	0	0	0	561.333	0.195566	0.637371	0.0866983	0.0188044	0.00732383	0.0542359	0	0	0	14.9572	28.1027	1.46404	27.575	0.280915	16.2596	0	0	0	88.6394	0.168742	0.317045	0.0165168	0.311092	0.00316918	0.183435	0	0	0	41.1111	291.111	5.77778	25.3333	2.44444	255.222	0	0	0	621	0.0662015	0.468778	0.00930399	0.0407944	0.0039363	0.410986	0	0	0	1.22222	5.44444	0.222222	1.55556	0	10.1111	0	0	0	18.5556	0.00421156	0.0289845	0.0191308	0.0104654	0	0.00275523	0	0	0	0.0655475	0.444444	3.77778	1.33333	0.555556	0	0.222222	0	0	0	6.33333	0.0119027	0.260952	0	0.439714	0.0199679	0.182178	0	0	0	0.914714	0.111111	3.44444	0	0.666667	0.111111	2.55556	0	0	0	6.88889
8	0	8.22222	22.2222	1.66667	5.55556	0.111111	51.1111	0	0	0	88.8889	1.19436	2.83726	0.775043	0.177932	0.0041841	0.368423	0	0	0	5.35721	0.222945	0.529616	0.144673	0.0332135	0.000781023	0.0687714	0	0	0	109.778	350.889	47.5556	10.2222	4	29.2222	0	0	0	551.667	0.198993	0.636052	0.0862034	0.0185297	0.00725076	0.0529708	0	0	0	14.9962	28.3059	1.43848	27.4264	0.282198	16.2591	0	0	0	88.7084	0.169051	0.31909	0.0162159	0.309175	0.00318119	0.183288	0	0	0	41.2222	292.111	5.55556	24.7778	2.44444	253.556	0	0	0	619.667	0.0665232	0.4714	0.00896539	0.0399857	0.00394477	0.409181	0	0	0	1.66667	4.66667	0.444444	1.44444	0.111111	11.3333	0	0	0	19.6667	0.00911408	0.0296536	0.0121809	0.00593529	0.000106666	0.00213581	0	0	0	0.0591264	0.444444	3.88889	1.22222	0.333333	0.111111	0.222222	0	0	0	6.22222	0.0585377	0.145422	0.0398253	0.244995	0	0.190561	0	0	0	0.67934	0.222222	3.33333	0.222222	0.888889	0	2.66667	0	0	0	7.33333
9	0	8.66667	21.5556	1.33333	5.11111	0.111111	49.2222	0	0	0	86	1.21825	2.83002	0.783334	0.169346	0.00431106	0.345468	0	0	0	5.35073	0.227679	0.528903	0.146398	0.0316492	0.000805696	0.0645646	0	0	0	109.444	346.111	47.3333	10.2222	3.88889	29.8889	0	0	0	546.889	0.200122	0.632873	0.0865502	0.0186916	0.00711093	0.0546526	0	0	0	15.0637	28.4189	1.44799	27.2936	0.283487	16.3422	0	0	0	88.8499	0.169541	0.319853	0.016297	0.307188	0.00319063	0.18393	0	0	0	41.1111	292.222	5.55556	24.2222	2.44444	253.111	0	0	0	618.667	0.0664511	0.472342	0.00897988	0.0391523	0.00395115	0.409124	0	0	0	1.33333	4.77778	0.777778	2.11111	0	12.7778	0	0	0	21.7778	0.00417295	0.0267596	0.00153772	0.00388657	5.70925e-005	0.00514079	0	0	0	0.0415548	0.888889	3.11111	0.333333	0.111111	0.111111	0.666667	0	0	0	5.22222	0.0208779	0.211826	0.0145835	0.2234	0	0.114378	0	0	0	0.585066	0.222222	2.88889	0.111111	0.777778	0	1.88889	0	0	0	5.88889
