Location: CCRPIPO Setup
From parameter file: C:\Users\SamDavis\Documents\GitHub\SortieRuns\XMLs\080415-CCRPIPO-1.xml
Basal area is normalized to m^2/ha; density to #/ha.
Subplots:
0 = Whole plot
Step	Subplot	Sdl Abs Den: ABCO	Sdl Abs Den: CADE	Sdl Abs Den: PILA	Sdl Abs Den: PIPO	Sdl Abs Den: QUKE	Sdl Abs Den: NR1	Sdl Abs Den: NR2	Sdl Abs Den: NR3	Sdl Abs Den: NR4	Sdl Den Total:	Sapl Abs BA: ABCO	Sapl Abs BA: CADE	Sapl Abs BA: PILA	Sapl Abs BA: PIPO	Sapl Abs BA: QUKE	Sapl Abs BA: NR1	Sapl Abs BA: NR2	Sapl Abs BA: NR3	Sapl Abs BA: NR4	Sapl BA Total:	Sapl Rel BA: ABCO	Sapl Rel BA: CADE	Sapl Rel BA: PILA	Sapl Rel BA: PIPO	Sapl Rel BA: QUKE	Sapl Rel BA: NR1	Sapl Rel BA: NR2	Sapl Rel BA: NR3	Sapl Rel BA: NR4	Sapl Abs Den: ABCO	Sapl Abs Den: CADE	Sapl Abs Den: PILA	Sapl Abs Den: PIPO	Sapl Abs Den: QUKE	Sapl Abs Den: NR1	Sapl Abs Den: NR2	Sapl Abs Den: NR3	Sapl Abs Den: NR4	Sapl Den Total:	Sapl Rel Den: ABCO	Sapl Rel Den: CADE	Sapl Rel Den: PILA	Sapl Rel Den: PIPO	Sapl Rel Den: QUKE	Sapl Rel Den: NR1	Sapl Rel Den: NR2	Sapl Rel Den: NR3	Sapl Rel Den: NR4	Adult Abs BA: ABCO	Adult Abs BA: CADE	Adult Abs BA: PILA	Adult Abs BA: PIPO	Adult Abs BA: QUKE	Adult Abs BA: NR1	Adult Abs BA: NR2	Adult Abs BA: NR3	Adult Abs BA: NR4	Adult BA Total:	Adult Rel BA: ABCO	Adult Rel BA: CADE	Adult Rel BA: PILA	Adult Rel BA: PIPO	Adult Rel BA: QUKE	Adult Rel BA: NR1	Adult Rel BA: NR2	Adult Rel BA: NR3	Adult Rel BA: NR4	Adult Abs Den: ABCO	Adult Abs Den: CADE	Adult Abs Den: PILA	Adult Abs Den: PIPO	Adult Abs Den: QUKE	Adult Abs Den: NR1	Adult Abs Den: NR2	Adult Abs Den: NR3	Adult Abs Den: NR4	Adult Den Total:	Adult Rel Den: ABCO	Adult Rel Den: CADE	Adult Rel Den: PILA	Adult Rel Den: PIPO	Adult Rel Den: QUKE	Adult Rel Den: NR1	Adult Rel Den: NR2	Adult Rel Den: NR3	Adult Rel Den: NR4	Natural Dead Sdl Abs Den: ABCO	Natural Dead Sdl Abs Den: CADE	Natural Dead Sdl Abs Den: PILA	Natural Dead Sdl Abs Den: PIPO	Natural Dead Sdl Abs Den: QUKE	Natural Dead Sdl Abs Den: NR1	Natural Dead Sdl Abs Den: NR2	Natural Dead Sdl Abs Den: NR3	Natural Dead Sdl Abs Den: NR4	Natural Dead Sdl Den Total:	Natural Dead Sapl Abs BA: ABCO	Natural Dead Sapl Abs BA: CADE	Natural Dead Sapl Abs BA: PILA	Natural Dead Sapl Abs BA: PIPO	Natural Dead Sapl Abs BA: QUKE	Natural Dead Sapl Abs BA: NR1	Natural Dead Sapl Abs BA: NR2	Natural Dead Sapl Abs BA: NR3	Natural Dead Sapl Abs BA: NR4	Natural Dead Sapl BA Total:	Natural Dead Sapl Abs Den: ABCO	Natural Dead Sapl Abs Den: CADE	Natural Dead Sapl Abs Den: PILA	Natural Dead Sapl Abs Den: PIPO	Natural Dead Sapl Abs Den: QUKE	Natural Dead Sapl Abs Den: NR1	Natural Dead Sapl Abs Den: NR2	Natural Dead Sapl Abs Den: NR3	Natural Dead Sapl Abs Den: NR4	Natural Dead Sapl Den Total:	Natural Dead Adult Abs BA: ABCO	Natural Dead Adult Abs BA: CADE	Natural Dead Adult Abs BA: PILA	Natural Dead Adult Abs BA: PIPO	Natural Dead Adult Abs BA: QUKE	Natural Dead Adult Abs BA: NR1	Natural Dead Adult Abs BA: NR2	Natural Dead Adult Abs BA: NR3	Natural Dead Adult Abs BA: NR4	Natural Dead Adult BA Total:	Natural Dead Adult Abs Den: ABCO	Natural Dead Adult Abs Den: CADE	Natural Dead Adult Abs Den: PILA	Natural Dead Adult Abs Den: PIPO	Natural Dead Adult Abs Den: QUKE	Natural Dead Adult Abs Den: NR1	Natural Dead Adult Abs Den: NR2	Natural Dead Adult Abs Den: NR3	Natural Dead Adult Abs Den: NR4	Natural Dead Adult Den Total:
0	0	0	0	0	0	0	0	0	0	0	0	4.39814	1.38796	0.521181	0.213354	0.640071	0	0	0	0	7.16071	0.614205	0.19383	0.0727834	0.0297951	0.0893865	0	0	0	0	766.889	388.667	92.4444	55.3333	214.667	0	0	0	0	1518	0.505197	0.256039	0.0608988	0.0364515	0.141414	0	0	0	0	22.4306	143.986	1.09018	50.2292	23.8953	0	0	0	0	241.632	0.0928297	0.595892	0.00451172	0.207875	0.0988913	0	0	0	0	91.1111	166.667	4.33333	9.77778	62.5556	0	0	0	0	334.444	0.272425	0.498339	0.0129568	0.0292359	0.187043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	23.5556	14.3333	0.555556	0.777778	4.11111	0	0	0	0	43.3333	4.40492	1.40044	0.504019	0.215465	0.629171	0	0	0	0	7.15401	0.615727	0.195756	0.0704527	0.0301181	0.0879466	0	0	0	0	752.222	384.111	88.2222	54.3333	208.778	0	0	0	0	1487.67	0.505639	0.258197	0.0593024	0.0365225	0.140339	0	0	0	0	22.0082	139.914	1.11103	50.233	23.9518	0	0	0	0	237.218	0.0927763	0.589811	0.00468359	0.211759	0.10097	0	0	0	0	90.6667	165.667	4.44444	9.66667	62.8889	0	0	0	0	333.333	0.272	0.497	0.0133333	0.029	0.188667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0875779	0.0140122	0.0245331	0.00526582	0.0171911	0	0	0	0	0.14858	13.4444	3.44444	4.11111	1	5.11111	0	0	0	0	27.1111	0.629937	4.39128	0	0.0339344	0.027108	0	0	0	0	5.08226	1.66667	2.11111	0	0.111111	0.444444	0	0	0	0	4.33333
2	0	40.2222	26.8889	0.888889	1.11111	7.22222	0	0	0	0	76.3333	4.41036	1.40325	0.490297	0.214423	0.627173	0	0	0	0	7.1455	0.617222	0.196382	0.0686161	0.0300081	0.0877717	0	0	0	0	738.778	379.111	83.5556	52.6667	203.111	0	0	0	0	1457.22	0.506977	0.26016	0.0573389	0.0361418	0.139382	0	0	0	0	21.9504	139.913	1.01212	49.5199	23.4662	0	0	0	0	235.862	0.0930648	0.5932	0.00429117	0.209953	0.0994913	0	0	0	0	90.3333	165.889	4.11111	9	61.4444	0	0	0	0	330.778	0.273094	0.501512	0.0124286	0.0272086	0.185757	0	0	0	0	4.66667	2.33333	0.111111	0.111111	0.777778	0	0	0	0	8	0.0941789	0.0133735	0.031073	0.00411783	0.0138495	0	0	0	0	0.156593	12.3333	3.33333	4.66667	1.55556	5.22222	0	0	0	0	27.1111	0.258779	0.325823	0.109732	0.755188	0.563707	0	0	0	0	2.01323	1.44444	1.44444	0.333333	0.777778	1.88889	0	0	0	0	5.88889
3	0	48.4444	36.3333	0.666667	1.33333	8.44444	0	0	0	0	95.2222	4.43096	1.41935	0.467326	0.210591	0.62358	0	0	0	0	7.15181	0.619558	0.198461	0.0653438	0.0294458	0.0871919	0	0	0	0	726	374	79.3333	50.6667	197.778	0	0	0	0	1427.78	0.508483	0.261946	0.0555642	0.0354864	0.138521	0	0	0	0	21.8787	138.89	0.897741	49.3321	23.3157	0	0	0	0	234.314	0.0933733	0.592751	0.00383136	0.210538	0.099506	0	0	0	0	90.2222	164.889	4	9	60.8889	0	0	0	0	329	0.274232	0.501182	0.0121581	0.0273556	0.185073	0	0	0	0	11.1111	5	0.222222	0.444444	2	0	0	0	0	18.7778	0.0839493	0.0172745	0.0399799	0.0069636	0.0114633	0	0	0	0	0.159631	11.7778	4.33333	4.22222	1.88889	4.66667	0	0	0	0	26.8889	0.26761	1.3314	0.124282	0.227776	0.230762	0	0	0	0	2.18183	1.11111	1.77778	0.111111	0.111111	1.22222	0	0	0	0	4.33333
4	0	61	41.4444	1.44444	1.77778	8.77778	0	0	0	0	114.444	4.46732	1.4444	0.461961	0.204885	0.622003	0	0	0	0	7.20057	0.620412	0.200595	0.0641562	0.028454	0.0863824	0	0	0	0	714	370.111	75.1111	49.4444	193.444	0	0	0	0	1402.11	0.509232	0.263967	0.05357	0.0352643	0.137967	0	0	0	0	21.8204	138.06	0.837847	49.3597	23.0295	0	0	0	0	233.107	0.0936069	0.592259	0.00359425	0.211747	0.0987934	0	0	0	0	89.4444	163.778	3.55556	8.88889	60.1111	0	0	0	0	325.778	0.274557	0.502729	0.0109141	0.0272851	0.184516	0	0	0	0	11.8889	7.44444	0	0.333333	2.55556	0	0	0	0	22.2222	0.0639178	0.00871935	0.0219427	0.0131855	0.0112219	0	0	0	0	0.118987	10.8889	3.11111	4.22222	1.22222	3.77778	0	0	0	0	23.2222	0.258477	1.13583	0.0692405	0.00742916	0.363699	0	0	0	0	1.83468	1.88889	1.88889	0.444444	0.111111	1.33333	0	0	0	0	5.66667
5	0	63.5556	46.6667	1.22222	1.66667	10.2222	0	0	0	0	123.333	4.52583	1.46865	0.436266	0.208458	0.614116	0	0	0	0	7.25332	0.623966	0.20248	0.0601471	0.0287396	0.0846669	0	0	0	0	703.556	366.333	71.2222	48.2222	188.444	0	0	0	0	1377.78	0.510645	0.265887	0.0516935	0.035	0.136774	0	0	0	0	20.6182	138.195	0.856699	49.3948	22.76	0	0	0	0	231.825	0.0889387	0.596119	0.00369545	0.213069	0.0981774	0	0	0	0	88.2222	163	3.66667	8.88889	59.1111	0	0	0	0	322.889	0.273228	0.504818	0.0113558	0.0275292	0.18307	0	0	0	0	16.8889	7	0.222222	0.333333	2.11111	0	0	0	0	26.5556	0.0708752	0.0100426	0.0315647	0.00382485	0.0116417	0	0	0	0	0.127949	10	3	3.77778	1.22222	4.11111	0	0	0	0	22.1111	1.37311	0.167678	0	0	0.351539	0	0	0	0	1.89232	1.66667	1.55556	0	0	1.88889	0	0	0	0	5.11111
6	0	67.4444	53.1111	1.11111	2	11.5556	0	0	0	0	135.222	4.52762	1.48666	0.436465	0.210782	0.605719	0	0	0	0	7.26724	0.623017	0.20457	0.0600592	0.0290043	0.0833492	0	0	0	0	689.889	362.667	69	47.2222	184.111	0	0	0	0	1352.89	0.509938	0.268068	0.051002	0.0349047	0.136087	0	0	0	0	20.7797	137.499	0.820007	49.4299	22.3511	0	0	0	0	230.88	0.0900021	0.595544	0.00355166	0.214094	0.0968086	0	0	0	0	89.1111	163.111	3.33333	8.88889	58.3333	0	0	0	0	322.778	0.276076	0.505336	0.010327	0.0275387	0.180723	0	0	0	0	18	8.55556	0.111111	0.222222	2.11111	0	0	0	0	29	0.0767088	0.00838457	0.0155113	0.00516596	0.0158327	0	0	0	0	0.121603	12	2.44444	2.55556	1	3.66667	0	0	0	0	21.6667	0.0581569	1.00791	0.0454173	0	0.485752	0	0	0	0	1.59724	0.777778	1.11111	0.333333	0	1.44444	0	0	0	0	3.66667
7	0	67.8889	56	0.777778	2.22222	10.4444	0	0	0	0	137.333	4.54672	1.49355	0.408446	0.211346	0.600291	0	0	0	0	7.26035	0.62624	0.205713	0.0562571	0.0291096	0.0826807	0	0	0	0	682.778	358.222	65.5556	46	179.222	0	0	0	0	1331.78	0.512681	0.26898	0.0492241	0.0345403	0.134574	0	0	0	0	20.7023	136.712	0.814255	49.4369	22.0872	0	0	0	0	229.752	0.0901069	0.59504	0.00354406	0.215175	0.0961347	0	0	0	0	88.2222	163.222	3.22222	8.66667	56.8889	0	0	0	0	320.222	0.275503	0.509715	0.0100625	0.0270645	0.177654	0	0	0	0	15.1111	11.2222	0.333333	0.444444	3.11111	0	0	0	0	30.2222	0.0977795	0.0136214	0.0436478	0.00698965	0.0203551	0	0	0	0	0.182394	12	2.88889	3.66667	1.22222	4.66667	0	0	0	0	24.4444	0.260618	1.1046	0.0138927	0.0281771	0.331931	0	0	0	0	1.73922	1.66667	1.44444	0.111111	0.222222	1.66667	0	0	0	0	5.11111
8	0	70.6667	56.1111	0.666667	2.66667	11.8889	0	0	0	0	142	4.59968	1.51298	0.394306	0.212014	0.590145	0	0	0	0	7.30912	0.629307	0.206998	0.0539471	0.0290067	0.0807409	0	0	0	0	673.778	357.556	61.4444	45.3333	173.778	0	0	0	0	1311.89	0.513594	0.27255	0.0468366	0.0345558	0.132464	0	0	0	0	20.6357	135.729	0.822237	49.4599	22.016	0	0	0	0	228.663	0.090245	0.593578	0.00359585	0.2163	0.0962813	0	0	0	0	87.4444	162.333	3.22222	8.55556	56.6667	0	0	0	0	318.222	0.27479	0.510126	0.0101257	0.0268855	0.178073	0	0	0	0	17.1111	9.33333	0.222222	0.111111	1.66667	0	0	0	0	28.4444	0.0686559	0.0164634	0.0291035	0.00690048	0.0152355	0	0	0	0	0.136359	11.8889	4.22222	4.11111	0.777778	4.66667	0	0	0	0	25.6667	0.244068	1.28423	0	0.0119285	0.147474	0	0	0	0	1.6877	1.44444	1.66667	0	0.111111	1	0	0	0	0	4.22222
9	0	66.6667	54.7778	0.666667	2.33333	12.1111	0	0	0	0	136.556	4.61389	1.52121	0.376676	0.213562	0.588804	0	0	0	0	7.31415	0.630818	0.207982	0.0514996	0.0291985	0.0805021	0	0	0	0	665.444	357	57.4444	44.3333	170.333	0	0	0	0	1294.56	0.514033	0.27577	0.0443739	0.034246	0.131577	0	0	0	0	20.7565	135.043	0.767031	49.4608	21.1878	0	0	0	0	227.215	0.0913519	0.594339	0.00337579	0.217683	0.0932502	0	0	0	0	88	162.667	2.88889	8.33333	55.7778	0	0	0	0	317.667	0.27702	0.512067	0.00909409	0.0262329	0.175586	0	0	0	0	17.7778	9.88889	0.222222	0.666667	2.77778	0	0	0	0	31.3333	0.0892685	0.0133274	0.0321625	0.0060804	0.0139058	0	0	0	0	0.154745	11.6667	3	4.11111	1.22222	3.77778	0	0	0	0	23.7778	0.0746431	1.00035	0.0632309	0.0340209	0.896296	0	0	0	0	2.06854	0.555556	1.22222	0.333333	0.222222	1.22222	0	0	0	0	3.55556
