Location: CCRPIPO Setup
From parameter file: C:\Users\SamDavis\Documents\GitHub\SortieRuns\XMLs\080415-CCRPIPO-1.xml
Basal area is normalized to m^2/ha; density to #/ha.
Subplots:
0 = Whole plot
Step	Subplot	Sdl Abs Den: ABCO	Sdl Abs Den: CADE	Sdl Abs Den: PILA	Sdl Abs Den: PIPO	Sdl Abs Den: QUKE	Sdl Abs Den: NR1	Sdl Abs Den: NR2	Sdl Abs Den: NR3	Sdl Abs Den: NR4	Sdl Den Total:	Sapl Abs BA: ABCO	Sapl Abs BA: CADE	Sapl Abs BA: PILA	Sapl Abs BA: PIPO	Sapl Abs BA: QUKE	Sapl Abs BA: NR1	Sapl Abs BA: NR2	Sapl Abs BA: NR3	Sapl Abs BA: NR4	Sapl BA Total:	Sapl Rel BA: ABCO	Sapl Rel BA: CADE	Sapl Rel BA: PILA	Sapl Rel BA: PIPO	Sapl Rel BA: QUKE	Sapl Rel BA: NR1	Sapl Rel BA: NR2	Sapl Rel BA: NR3	Sapl Rel BA: NR4	Sapl Abs Den: ABCO	Sapl Abs Den: CADE	Sapl Abs Den: PILA	Sapl Abs Den: PIPO	Sapl Abs Den: QUKE	Sapl Abs Den: NR1	Sapl Abs Den: NR2	Sapl Abs Den: NR3	Sapl Abs Den: NR4	Sapl Den Total:	Sapl Rel Den: ABCO	Sapl Rel Den: CADE	Sapl Rel Den: PILA	Sapl Rel Den: PIPO	Sapl Rel Den: QUKE	Sapl Rel Den: NR1	Sapl Rel Den: NR2	Sapl Rel Den: NR3	Sapl Rel Den: NR4	Adult Abs BA: ABCO	Adult Abs BA: CADE	Adult Abs BA: PILA	Adult Abs BA: PIPO	Adult Abs BA: QUKE	Adult Abs BA: NR1	Adult Abs BA: NR2	Adult Abs BA: NR3	Adult Abs BA: NR4	Adult BA Total:	Adult Rel BA: ABCO	Adult Rel BA: CADE	Adult Rel BA: PILA	Adult Rel BA: PIPO	Adult Rel BA: QUKE	Adult Rel BA: NR1	Adult Rel BA: NR2	Adult Rel BA: NR3	Adult Rel BA: NR4	Adult Abs Den: ABCO	Adult Abs Den: CADE	Adult Abs Den: PILA	Adult Abs Den: PIPO	Adult Abs Den: QUKE	Adult Abs Den: NR1	Adult Abs Den: NR2	Adult Abs Den: NR3	Adult Abs Den: NR4	Adult Den Total:	Adult Rel Den: ABCO	Adult Rel Den: CADE	Adult Rel Den: PILA	Adult Rel Den: PIPO	Adult Rel Den: QUKE	Adult Rel Den: NR1	Adult Rel Den: NR2	Adult Rel Den: NR3	Adult Rel Den: NR4	Natural Dead Sdl Abs Den: ABCO	Natural Dead Sdl Abs Den: CADE	Natural Dead Sdl Abs Den: PILA	Natural Dead Sdl Abs Den: PIPO	Natural Dead Sdl Abs Den: QUKE	Natural Dead Sdl Abs Den: NR1	Natural Dead Sdl Abs Den: NR2	Natural Dead Sdl Abs Den: NR3	Natural Dead Sdl Abs Den: NR4	Natural Dead Sdl Den Total:	Natural Dead Sapl Abs BA: ABCO	Natural Dead Sapl Abs BA: CADE	Natural Dead Sapl Abs BA: PILA	Natural Dead Sapl Abs BA: PIPO	Natural Dead Sapl Abs BA: QUKE	Natural Dead Sapl Abs BA: NR1	Natural Dead Sapl Abs BA: NR2	Natural Dead Sapl Abs BA: NR3	Natural Dead Sapl Abs BA: NR4	Natural Dead Sapl BA Total:	Natural Dead Sapl Abs Den: ABCO	Natural Dead Sapl Abs Den: CADE	Natural Dead Sapl Abs Den: PILA	Natural Dead Sapl Abs Den: PIPO	Natural Dead Sapl Abs Den: QUKE	Natural Dead Sapl Abs Den: NR1	Natural Dead Sapl Abs Den: NR2	Natural Dead Sapl Abs Den: NR3	Natural Dead Sapl Abs Den: NR4	Natural Dead Sapl Den Total:	Natural Dead Adult Abs BA: ABCO	Natural Dead Adult Abs BA: CADE	Natural Dead Adult Abs BA: PILA	Natural Dead Adult Abs BA: PIPO	Natural Dead Adult Abs BA: QUKE	Natural Dead Adult Abs BA: NR1	Natural Dead Adult Abs BA: NR2	Natural Dead Adult Abs BA: NR3	Natural Dead Adult Abs BA: NR4	Natural Dead Adult BA Total:	Natural Dead Adult Abs Den: ABCO	Natural Dead Adult Abs Den: CADE	Natural Dead Adult Abs Den: PILA	Natural Dead Adult Abs Den: PIPO	Natural Dead Adult Abs Den: QUKE	Natural Dead Adult Abs Den: NR1	Natural Dead Adult Abs Den: NR2	Natural Dead Adult Abs Den: NR3	Natural Dead Adult Abs Den: NR4	Natural Dead Adult Den Total:
0	0	0	0	0	0	0	0	0	0	0	0	4.39814	1.38796	0.521181	0.213354	0.640071	0	0	0	0	7.16071	0.614205	0.19383	0.0727834	0.0297951	0.0893865	0	0	0	0	766.889	388.667	92.4444	55.3333	214.667	0	0	0	0	1518	0.505197	0.256039	0.0608988	0.0364515	0.141414	0	0	0	0	22.4306	143.986	1.09018	50.2292	23.8953	0	0	0	0	241.632	0.0928297	0.595892	0.00451172	0.207875	0.0988913	0	0	0	0	91.1111	166.667	4.33333	9.77778	62.5556	0	0	0	0	334.444	0.272425	0.498339	0.0129568	0.0292359	0.187043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	21.2222	13.7778	0.222222	0.666667	3.88889	0	0	0	0	39.7778	4.42335	1.39804	0.506526	0.217698	0.633911	0	0	0	0	7.17952	0.616107	0.194726	0.0705515	0.0303222	0.0882944	0	0	0	0	754.556	383.556	87.4444	54.3333	208.333	0	0	0	0	1488.22	0.507018	0.257727	0.0587577	0.0365089	0.139988	0	0	0	0	22.3445	135.883	0.989253	50.267	23.8298	0	0	0	0	233.314	0.0957703	0.582405	0.00424001	0.215448	0.102136	0	0	0	0	90.3333	165.889	4.11111	9.77778	62	0	0	0	0	332.111	0.271997	0.499498	0.0123787	0.0294413	0.186685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0691502	0.0164146	0.0220271	0.00303255	0.012451	0	0	0	0	0.123076	11.1111	4	4.88889	1	5.55556	0	0	0	0	26.5556	0.293621	8.42196	0.121777	0	0.149136	0	0	0	0	8.98649	2	1.88889	0.333333	0	1.33333	0	0	0	0	5.55556
2	0	36	24.8889	0.666667	0.888889	5.88889	0	0	0	0	68.3333	4.44104	1.40239	0.504269	0.216008	0.632264	0	0	0	0	7.19597	0.617156	0.194886	0.0700765	0.0300179	0.0878637	0	0	0	0	740.444	378.444	82.5556	52.8889	203.111	0	0	0	0	1457.44	0.508043	0.259663	0.056644	0.0362888	0.139361	0	0	0	0	22.0101	134.686	0.981841	49.9278	23.7444	0	0	0	0	231.351	0.0951375	0.582174	0.00424395	0.21581	0.102634	0	0	0	0	89.8889	165.667	4	9.33333	60.6667	0	0	0	0	329.556	0.272758	0.502697	0.0121376	0.028321	0.184086	0	0	0	0	6.33333	3.22222	0	0.333333	0.666667	0	0	0	0	10.5556	0.0776043	0.0139107	0.0196172	0.00480193	0.0135749	0	0	0	0	0.129509	12.8889	3.55556	4.88889	1.33333	4.77778	0	0	0	0	27.4444	0.540683	1.51927	0.0172577	0.381426	0.162815	0	0	0	0	2.62145	1.66667	1.77778	0.111111	0.555556	1.77778	0	0	0	0	5.88889
3	0	50.8889	35.5556	1	0.888889	7.22222	0	0	0	0	95.5555	4.44938	1.41954	0.485439	0.208691	0.623272	0	0	0	0	7.18632	0.619146	0.197533	0.0675504	0.02904	0.0867303	0	0	0	0	726.333	373.222	78.3333	51.2222	197.222	0	0	0	0	1426.33	0.509231	0.261665	0.0549194	0.0359118	0.138272	0	0	0	0	21.9254	128.177	0.965788	49.9075	23.7327	0	0	0	0	224.708	0.0975729	0.570414	0.00429797	0.222099	0.105616	0	0	0	0	89.8889	165.333	3.88889	9.11111	60.2222	0	0	0	0	328.444	0.273681	0.503383	0.0118403	0.0277402	0.183356	0	0	0	0	8	4.22222	0	0.333333	1.22222	0	0	0	0	13.7778	0.101626	0.0162568	0.0360149	0.0104694	0.0150555	0	0	0	0	0.179423	13.2222	4.44444	4.22222	1.55556	5.11111	0	0	0	0	28.5556	0.275193	6.81574	0.0257262	0.0610772	0.0939515	0	0	0	0	7.27168	0.888889	1.11111	0.111111	0.333333	1.22222	0	0	0	0	3.66667
4	0	60.1111	40.7778	1.11111	1.55556	9.44444	0	0	0	0	113	4.47458	1.44265	0.465218	0.212248	0.615403	0	0	0	0	7.2101	0.620599	0.200087	0.0645232	0.0294376	0.085353	0	0	0	0	712.778	368.778	73.1111	50.2222	191.889	0	0	0	0	1396.78	0.510301	0.26402	0.0523427	0.0359558	0.13738	0	0	0	0	21.7295	127.636	0.951275	49.8548	23.7275	0	0	0	0	223.899	0.0970504	0.57006	0.00424867	0.222666	0.105974	0	0	0	0	89.1111	163.667	3.77778	8.88889	59.5556	0	0	0	0	325	0.274188	0.50359	0.0116239	0.0273504	0.183248	0	0	0	0	12.2222	7.55556	0.222222	0	1.66667	0	0	0	0	21.6667	0.0706297	0.0128127	0.0369599	0.0039188	0.0175124	0	0	0	0	0.141834	12.3333	3.77778	5.22222	1	4.77778	0	0	0	0	27.1111	0.400614	0.841153	0.0239632	0.0887056	0.0832293	0	0	0	0	1.43767	2	2.33333	0.111111	0.222222	1.22222	0	0	0	0	5.88889
5	0	67.2222	47.1111	1	1.88889	9.88889	0	0	0	0	127.111	4.50944	1.46451	0.440232	0.209177	0.602154	0	0	0	0	7.22552	0.624099	0.202686	0.0609274	0.0289498	0.0833371	0	0	0	0	700.778	364.556	69	49.1111	186.667	0	0	0	0	1370.11	0.511475	0.266077	0.0503609	0.0358446	0.136242	0	0	0	0	19.8385	127.42	0.947159	49.8396	23.2485	0	0	0	0	221.294	0.0896478	0.575796	0.00428009	0.225219	0.105057	0	0	0	0	88.4444	162.111	3.77778	8.66667	58.8889	0	0	0	0	321.889	0.274767	0.503624	0.0117363	0.0269244	0.182948	0	0	0	0	13.7778	8	0.111111	0.222222	2.22222	0	0	0	0	24.3333	0.0851094	0.0124273	0.0307044	0.0106644	0.0188131	0	0	0	0	0.157719	11.3333	3.44444	4	1.11111	4.44444	0	0	0	0	24.3333	2.07057	0.516086	0.0237001	0.0507335	0.560649	0	0	0	0	3.22173	1.33333	2.33333	0.111111	0.222222	1.44444	0	0	0	0	5.44444
6	0	72.5556	51.2222	1	2.11111	8.44444	0	0	0	0	135.333	4.51175	1.47957	0.411033	0.206254	0.598189	0	0	0	0	7.2068	0.626041	0.205302	0.057034	0.0286194	0.0830035	0	0	0	0	688.111	359.667	65.2222	47.2222	182.333	0	0	0	0	1342.56	0.512538	0.267897	0.0485807	0.0351734	0.135811	0	0	0	0	19.7835	127.192	0.941097	49.8453	22.8352	0	0	0	0	220.597	0.0896817	0.576581	0.00426613	0.225956	0.103515	0	0	0	0	88.4444	161.778	3.66667	8.33333	57.5556	0	0	0	0	319.778	0.276581	0.505907	0.0114663	0.0260598	0.179986	0	0	0	0	16	9.88889	0.222222	0.333333	2.88889	0	0	0	0	29.3333	0.0757606	0.0133841	0.0447871	0.0104793	0.0149908	0	0	0	0	0.159402	11	3.77778	3.88889	1.88889	3.88889	0	0	0	0	24.4444	0.273847	0.532902	0.0152564	0.0295072	0.487515	0	0	0	0	1.33903	1.66667	1.44444	0.111111	0.333333	1.77778	0	0	0	0	5.33333
7	0	70.8889	55.5556	0.555556	1.33333	8.55556	0	0	0	0	136.889	4.51931	1.48558	0.400206	0.20631	0.593846	0	0	0	0	7.20526	0.627225	0.20618	0.0555436	0.0286332	0.0824185	0	0	0	0	679	354.556	61	46.5556	178.667	0	0	0	0	1319.78	0.514481	0.268648	0.0462199	0.0352753	0.135376	0	0	0	0	19.8467	126.614	0.918472	49.7412	22.5786	0	0	0	0	219.698	0.0903359	0.576306	0.0041806	0.226407	0.102771	0	0	0	0	88.4444	161.333	3.44444	8.11111	56.5556	0	0	0	0	317.889	0.278224	0.507515	0.0108354	0.0255156	0.17791	0	0	0	0	16.1111	10.3333	0.222222	0.777778	1.44444	0	0	0	0	28.8889	0.0995974	0.0143093	0.0257899	0.00745756	0.0152281	0	0	0	0	0.162382	14	3.55556	4.55556	1	3.22222	0	0	0	0	26.3333	0.127096	0.890843	0.0316574	0.138959	0.329348	0	0	0	0	1.5179	1	2	0.222222	0.222222	1.44444	0	0	0	0	4.88889
8	0	70.7778	57.6667	0.333333	1.66667	10.4444	0	0	0	0	140.889	4.56137	1.50867	0.381791	0.208174	0.586376	0	0	0	0	7.24638	0.629469	0.208196	0.0526872	0.028728	0.0809199	0	0	0	0	672.444	353.667	57.6667	45.6667	173.556	0	0	0	0	1303	0.516074	0.271425	0.0442568	0.0350473	0.133197	0	0	0	0	19.8085	123.838	0.855484	49.7754	22.3059	0	0	0	0	216.584	0.091459	0.571781	0.0039499	0.229821	0.10299	0	0	0	0	87.8889	160.111	3.11111	8.11111	55.8889	0	0	0	0	315.111	0.278914	0.50811	0.00987306	0.0257405	0.177362	0	0	0	0	15.5556	10.3333	0.222222	0.444444	1.88889	0	0	0	0	28.4444	0.0696057	0.0123694	0.0328533	0.00561688	0.0105427	0	0	0	0	0.130988	10.4444	3	3.44444	0.888889	4.22222	0	0	0	0	22	0.223922	3.07124	0.071634	0	0.351732	0	0	0	0	3.71853	1.44444	2	0.333333	0	1.55556	0	0	0	0	5.33333
9	0	69.8889	58.5556	0.555556	1.44444	10.1111	0	0	0	0	140.556	4.58649	1.51496	0.377824	0.204552	0.578303	0	0	0	0	7.26213	0.631562	0.208612	0.0520266	0.0281669	0.0796327	0	0	0	0	667.333	352.111	55.8889	44	168.667	0	0	0	0	1288	0.518116	0.273378	0.043392	0.0341615	0.130952	0	0	0	0	19.7564	121.723	0.748494	49.7737	21.5918	0	0	0	0	213.594	0.092495	0.569883	0.00350428	0.23303	0.101088	0	0	0	0	87.1111	159.889	2.77778	7.88889	55.4444	0	0	0	0	313.111	0.278212	0.510646	0.00887154	0.0251952	0.177076	0	0	0	0	15.8889	9	0	0.555556	2.44444	0	0	0	0	27.8889	0.0875172	0.0193434	0.017842	0.0111746	0.0206125	0	0	0	0	0.15649	11.2222	4.33333	1.88889	1.66667	5.22222	0	0	0	0	24.3333	0.237272	2.41774	0.114917	0.0359512	0.78258	0	0	0	0	3.58846	1.66667	1.55556	0.333333	0.222222	0.777778	0	0	0	0	4.55556
