X	Y	Species	Type	Diam	Height
248.294	222.172	ABMA	Adult	13.307	0
46.184	172.21	ABMA	Adult	1.873	0
23.706	160.071	ABMA	Adult	0.973	0
177.2	183.095	ABMA	Adult	129.181	0
283.234	39.58	ABMA	Adult	0.99	0
11.102	47.774	ABMA	Adult	0.619	0
96.311	274.976	ABMA	Adult	6.209	0
203.002	192.09	ABMA	Adult	3.847	0
265.135	201.516	ABMA	Adult	0.748	0
213.1	109.139	ABMA	Adult	15.838	0
295.185	73.652	ABMA	Adult	29.619	0
24.769	241.504	ABMA	Adult	3.59	0
200.944	15.182	ABMA	Adult	1.507	0
48.086	207.758	ABMA	Adult	88.004	0
283.655	55.1	ABMA	Adult	6.595	0
222.899	155.178	ABMA	Adult	7.633	0
169.302	35.565	ABMA	Adult	2.425	0
8.638	137.394	ABMA	Adult	3.755	0
228.281	176.455	ABMA	Adult	28.167	0
76.685	38.319	ABMA	Adult	12.193	0
96.075	212.604	ABMA	Adult	90.295	0
294.384	278.347	ABMA	Adult	46.444	0
94.639	92.204	ABMA	Adult	71.278	0
280.451	164.889	ABMA	Adult	8.45	0
149.182	298.242	ABMA	Adult	1.628	0
41.711	119.093	ABMA	Adult	3.316	0
261.598	191.278	ABMA	Adult	4.212	0
246.522	235.541	ABMA	Adult	4.474	0
166.382	76.134	ABMA	Adult	3.275	0
157.466	282.893	ABMA	Adult	11.803	0
115.199	18.87	ABMA	Adult	2.075	0
289.385	235.411	ABMA	Adult	5.138	0
181.406	229.956	ABMA	Adult	9.076	0
18.852	209.791	ABMA	Adult	2.703	0
148.236	238.138	ABMA	Adult	8.101	0
299.698	146.603	ABMA	Adult	9.435	0
81.753	204.263	ABMA	Adult	4.832	0
109.819	220.414	ABMA	Adult	1.914	0
296.477	217.396	ABMA	Adult	0.9	0
14.604	261.997	ABMA	Adult	7.803	0
96.923	276.52	ABMA	Adult	10.693	0
7.669	271.973	ABMA	Adult	5.5	0
155.892	237.365	ABMA	Adult	7.79	0
172.902	250.758	ABMA	Adult	1.944	0
281.452	230.429	ABMA	Adult	2.45	0
204.698	243.624	ABMA	Adult	2.333	0
255.507	95.885	ABMA	Adult	10.094	0
22.859	0.027	ABMA	Adult	1.527	0
147.525	234.043	ABMA	Adult	4.777	0
281.392	174.028	ABMA	Adult	0.29	0
38.193	107.596	ABMA	Adult	5.379	0
87.597	161.679	ABMA	Adult	3.452	0
282.53	70.933	ABMA	Adult	4.037	0
209.357	35.274	ABMA	Adult	2.039	0
155.484	75.768	ABMA	Adult	2.323	0
278.798	249.051	ABMA	Adult	5.63	0
25.067	239.542	ABMA	Adult	3.554	0
174.023	142.892	ABMA	Adult	16.994	0
18.197	272.728	ABMA	Adult	1.559	0
184.335	132.6	ABMA	Adult	3.709	0
264.06	184.696	ABMA	Adult	5.222	0
233.11	4.338	ABMA	Adult	9.504	0
167.692	284.354	ABMA	Adult	2.163	0
238.879	104.475	ABMA	Adult	3.312	0
96.758	203.797	ABMA	Adult	4.725	0
273.88	169.886	ABMA	Adult	80.385	0
7.63	234.423	ABMA	Adult	3.705	0
140.373	71.101	ABMA	Adult	6.21	0
29.913	67.851	ABMA	Adult	4.221	0
161.251	142.928	ABMA	Adult	10.909	0
107.316	59.106	ABMA	Adult	160.573	0
95.401	160.213	ABMA	Adult	1.916	0
166.056	242.488	ABMA	Adult	1.002	0
247.207	227.906	ABMA	Adult	138.69	0
145.01	138.197	ABMA	Adult	18.193	0
18.738	52.91	ABMA	Adult	4.406	0
39.132	248.371	ABMA	Adult	2.597	0
116.497	262.052	ABMA	Adult	124.575	0
119.28	83.671	ABMA	Adult	1.429	0
13.133	28.58	ABMA	Adult	1.671	0
284.058	75.934	ABMA	Adult	1.728	0
171.187	3.267	ABMA	Adult	10.478	0
108.435	135.201	ABMA	Adult	22.17	0
256.75	103.546	ABMA	Adult	5.539	0
124.504	10.481	ABMA	Adult	0.868	0
95.418	73.012	ABMA	Adult	24.811	0
178.774	39.526	ABMA	Adult	2.176	0
263.798	194.629	ABMA	Adult	7.5	0
254.123	177.49	ABMA	Adult	3.555	0
271.734	197.145	ABMA	Adult	2.804	0
255.365	29.295	ABMA	Adult	3.567	0
209.936	24.335	ABMA	Adult	15.303	0
215.951	83.387	ABMA	Adult	5.991	0
162.962	107.937	ABMA	Adult	3.268	0
198.22	110.729	ABMA	Adult	4.649	0
43.225	173.341	ABMA	Adult	106.409	0
26.364	208.988	ABMA	Adult	2.772	0
79.62	237.571	ABMA	Adult	2.45	0
83.236	285.316	ABMA	Adult	4.341	0
193.096	5.423	ABMA	Adult	5.339	0
275.062	42.411	ABMA	Adult	22.641	0
166.328	67.767	ABMA	Adult	3.731	0
274.286	165.117	ABMA	Adult	4.339	0
116.466	288.722	ABMA	Adult	32.307	0
57.468	163.953	ABMA	Adult	6.706	0
161.477	145.068	ABMA	Adult	115.408	0
190.256	282.31	ABMA	Adult	5.433	0
213.486	67.957	ABMA	Adult	42.968	0
207.414	298.446	ABMA	Adult	2.837	0
186.763	267.82	ABMA	Adult	124.487	0
214.558	208.305	ABMA	Adult	0.662	0
186.283	189.197	ABMA	Adult	32.477	0
1.8	30.764	ABMA	Adult	1.98	0
11.144	173.254	ABMA	Adult	9.456	0
212.196	138.37	ABMA	Adult	8.347	0
222.94	1.375	ABMA	Adult	3.22	0
38.96	289.044	ABMA	Adult	1.878	0
122.195	72.217	ABMA	Adult	1.706	0
149.113	165.692	ABMA	Adult	2.858	0
179.439	129.025	ABMA	Adult	2.142	0
51.367	258.759	ABMA	Adult	73.041	0
275.861	246.078	ABMA	Adult	2.911	0
248.131	240.187	ABMA	Adult	11.459	0
212.356	143.027	ABMA	Adult	5.503	0
262.623	101.049	ABMA	Adult	3.284	0
137.955	296.939	ABMA	Adult	2.995	0
256.336	84.701	ABMA	Adult	1.95	0
236.646	252.226	ABMA	Adult	101.52	0
259.298	16.517	ABMA	Adult	8.684	0
34.643	111.988	ABMA	Adult	1.402	0
22.042	72.702	ABMA	Adult	2.366	0
55.401	130.86	ABMA	Adult	2.951	0
69.222	280.752	ABMA	Adult	0.516	0
102.898	133.384	ABMA	Adult	10.427	0
166.219	140.835	ABMA	Adult	5.46	0
50.795	295.813	ABMA	Adult	9.237	0
142.737	149.03	ABMA	Adult	13.217	0
256.683	61.171	ABMA	Adult	29.245	0
236.621	26.943	ABMA	Adult	0.518	0
105.721	38.547	ABMA	Adult	5.955	0
144.894	136.048	ABMA	Adult	21.582	0
115.707	235.56	ABMA	Adult	4.864	0
135.601	85.044	ABMA	Adult	5.687	0
275.674	129.22	ABMA	Adult	25.165	0
197.766	210.098	ABMA	Adult	1.605	0
168.127	12.81	ABMA	Adult	114.634	0
40.706	56.178	ABMA	Adult	0.732	0
122.167	149.223	ABMA	Adult	9.612	0
181.892	44.116	ABMA	Adult	11.169	0
171.025	70.822	ABMA	Adult	5.913	0
227.936	35.157	ABMA	Adult	3.341	0
219.283	13.23	ABMA	Adult	1.542	0
119.774	57.049	ABMA	Adult	1.959	0
87.358	249.112	ABMA	Adult	2.876	0
40.325	111.556	ABMA	Adult	5.982	0
164.628	28.859	ABMA	Adult	2.049	0
259.873	98.256	ABMA	Adult	3.717	0
224.989	39.499	ABMA	Adult	28.31	0
70.395	252.356	ABMA	Adult	23.384	0
23.278	6.827	ABMA	Adult	2.343	0
121.335	239.679	ABMA	Adult	5.519	0
182.681	153.844	ABMA	Adult	5.97	0
31.721	112.595	ABMA	Adult	13.87	0
221.907	206.543	ABMA	Adult	8.096	0
266.136	144.948	ABMA	Adult	1.165	0
116.909	192.17	ABMA	Adult	2.197	0
89.387	0.384	ABMA	Adult	0.604	0
112.393	241.349	ABMA	Adult	7.016	0
83.074	50.342	ABMA	Adult	2.832	0
231.83	286.783	ABMA	Adult	81.423	0
76.176	272.571	ABMA	Adult	13.08	0
127.962	96.688	ABMA	Adult	3.577	0
76.854	207.503	ABMA	Adult	35.86	0
116.191	258.469	ABMA	Adult	146.933	0
100.496	51.975	ABMA	Adult	9.588	0
85.839	237.687	ABMA	Adult	4.094	0
22.603	101.246	ABMA	Adult	129.983	0
244.527	139.691	ABMA	Adult	24.859	0
52.351	296.206	ABMA	Adult	9.046	0
156.511	277.244	ABMA	Adult	8.117	0
146.776	116.277	ABMA	Adult	33.468	0
221.803	122.498	ABMA	Adult	12.456	0
100.243	267.057	ABMA	Adult	4.085	0
162.74	193.347	ABMA	Adult	8.262	0
64.581	36.895	ABMA	Adult	4.55	0
291.699	10.815	ABMA	Adult	2.782	0
26.832	294.76	ABMA	Adult	46.025	0
139.088	161.657	ABMA	Adult	0.987	0
57.654	293.225	ABMA	Adult	17.205	0
204.91	262.831	ABMA	Adult	46.097	0
142.514	0.586	ABMA	Adult	96.794	0
50.777	161.916	ABMA	Adult	46.279	0
37.096	289.888	ABMA	Adult	5.043	0
79.706	41.892	ABMA	Adult	4.514	0
244.992	296.057	ABMA	Adult	19.265	0
169.804	203.069	ABMA	Adult	6.508	0
250.159	56.603	ABMA	Adult	93.744	0
202.124	77.914	ABMA	Adult	12.418	0
110.932	51.348	ABMA	Adult	4.288	0
0.065	268.099	ABMA	Adult	0.63	0
121.55	55.145	ABMA	Adult	5.726	0
226.383	192.073	ABMA	Adult	3.148	0
291.936	140.445	ABMA	Adult	7.23	0
126.747	142.632	ABMA	Adult	43.916	0
111.43	61.704	ABMA	Adult	0.83	0
140.604	67.346	ABMA	Adult	28.667	0
221.457	205.873	ABMA	Adult	0.671	0
298.696	272.938	ABMA	Adult	1.066	0
106.671	219.995	ABMA	Adult	2.888	0
160.039	165.746	ABMA	Adult	29.497	0
81.069	73.068	ABMA	Adult	11.037	0
126.961	119.305	ABMA	Adult	4.545	0
272.908	167.693	ABMA	Adult	6.326	0
173.409	128.026	ABMA	Adult	5.494	0
261.328	238.503	ABMA	Adult	2.298	0
108.982	248.823	ABMA	Adult	1.92	0
47.699	44.349	ABMA	Adult	11.867	0
248.904	35.096	ABMA	Adult	11.613	0
125.012	269.68	ABMA	Adult	6.886	0
230.783	205.724	ABMA	Adult	4.044	0
262.314	68.623	ABMA	Adult	5.109	0
213.563	70.65	ABMA	Adult	3.008	0
35.935	63.488	ABMA	Adult	63.364	0
82.228	9.106	ABMA	Adult	7.351	0
269.652	194.87	ABMA	Adult	5.197	0
41.676	168.207	ABMA	Adult	2.163	0
0.093	189.061	ABMA	Adult	11.156	0
282.401	233.629	ABMA	Adult	3.529	0
298.267	261.303	ABMA	Adult	2.552	0
215.538	38.926	ABMA	Adult	16.133	0
61.611	41.253	ABMA	Adult	1.627	0
57.222	133.505	ABMA	Adult	13.057	0
223.468	111.916	ABMA	Adult	11.873	0
102.322	35.991	ABMA	Adult	2.633	0
75.515	155.757	ABMA	Adult	3.582	0
35.459	174.9	ABMA	Adult	6.483	0
281.456	39.649	ABMA	Adult	3.761	0
139.061	121.825	ABMA	Adult	2.341	0
249.583	125.219	ABMA	Adult	1.658	0
11.372	241.247	ABMA	Adult	2.133	0
103.385	71.107	ABMA	Adult	11.188	0
34.122	133.666	ABMA	Adult	4.217	0
185.247	180.831	ABMA	Adult	13.36	0
86.362	66.095	ABMA	Adult	8.8	0
146.454	96.998	ABMA	Adult	101.079	0
20.807	134.053	ABMA	Adult	3.59	0
272.957	186.96	ABMA	Adult	2.271	0
153.189	69.771	ABMA	Adult	2.305	0
207.69	282.106	ABMA	Adult	3.655	0
125.788	276.215	ABMA	Adult	4.286	0
103.571	121.943	ABMA	Adult	2.605	0
99.84	128.307	ABMA	Adult	4.318	0
51.729	274.781	ABMA	Adult	13.578	0
125.295	287.513	ABMA	Adult	116.463	0
66.826	236.881	ABMA	Adult	3.623	0
223.683	56.213	ABMA	Adult	41.689	0
199.541	242.813	ABMA	Adult	50.576	0
31.281	74.115	ABMA	Adult	1.101	0
17.867	81.591	ABMA	Adult	7.596	0
34.865	92.751	ABMA	Adult	8.506	0
282.362	194.071	ABMA	Adult	6.13	0
19.184	132.257	ABMA	Adult	56.235	0
49.813	299.198	ABMA	Adult	108.163	0
121.05	164.621	ABMA	Adult	41.162	0
215.903	30.369	ABMA	Adult	4.237	0
286.162	19.989	ABMA	Adult	8.607	0
199.706	50.312	ABMA	Adult	0.56	0
124.756	188.624	ABMA	Adult	25.375	0
289.353	235.419	ABMA	Adult	10.856	0
200.465	96.677	ABMA	Adult	2.383	0
59.237	134.689	ABMA	Adult	0.403	0
66.149	70.672	ABMA	Adult	81.412	0
25.692	1.791	ABMA	Adult	2.338	0
105.989	91.959	ABMA	Adult	2.28	0
76.129	3.957	ABMA	Adult	136.361	0
232.486	211.264	ABMA	Adult	11.676	0
248.733	121.167	ABMA	Adult	35.727	0
264.526	230.818	ABMA	Adult	62.06	0
73.701	230.277	ABMA	Adult	40.308	0
19.81	104.57	ABMA	Adult	5.083	0
288.136	200.117	ABMA	Adult	5.648	0
29.942	63.821	ABMA	Adult	0.298	0
263.465	6.47	ABMA	Adult	9.161	0
299.702	77.873	ABMA	Adult	10.412	0
82.516	25.064	ABMA	Adult	15.49	0
