X	Y	Species	Type	Diam
179.14	44.54	CADE	Adult	10.28
292.89	1.44	CADE	Adult	17.82
241.33	139.42	CADE	Adult	5.92
45.94	120.41	CADE	Adult	14.94
257.82	249.51	CADE	Adult	13.06
214.71	294.94	CADE	Adult	6.47
134.27	27.97	CADE	Adult	5.76
131.4	92.37	CADE	Adult	38.43
211.72	226.63	CADE	Adult	20.09
295.54	11.13	CADE	Adult	3.61
275.09	283.75	CADE	Adult	6.99
1.4	163.69	CADE	Adult	6.56
112.81	224.32	CADE	Adult	20.13
117.82	158.83	CADE	Adult	16.9
46.35	216.43	CADE	Adult	13.45
178.52	173.78	CADE	Adult	12.07
66.93	272.12	CADE	Adult	12.25
30.58	217.86	CADE	Adult	9.43
290.55	183.99	CADE	Adult	17.8
257.4	279.32	CADE	Adult	12.56
103.12	297.23	CADE	Adult	10.35
45.78	103.92	CADE	Adult	11.25
11.02	274	CADE	Adult	17.03
207.19	219.19	CADE	Adult	11.44
111.21	215.49	CADE	Adult	35.41
24.76	227.13	CADE	Adult	38.93
273.02	294.45	CADE	Adult	10.48
168.61	98.13	CADE	Adult	57.39
103.17	198.65	CADE	Adult	8.87
163.79	206.51	CADE	Adult	18.67
169.81	157.04	CADE	Adult	3.72
216.26	159.73	CADE	Adult	17.4
179.35	43.99	CADE	Adult	67.87
178.62	97.46	CADE	Adult	12.71
206.65	279.58	CADE	Adult	13.72
134.89	235.88	CADE	Adult	16.99
220.79	188.78	CADE	Adult	10.45
260.18	130.17	CADE	Adult	15.06
226.61	23.94	CADE	Adult	13.01
116.37	112.74	CADE	Adult	3.11
254.5	267.12	CADE	Adult	4.37
222.19	146.14	CADE	Adult	47.88
165.09	107.85	CADE	Adult	13.63
9.48	128.65	CADE	Adult	44.16
283.27	279.01	CADE	Adult	9.71
227.25	37.55	CADE	Adult	18.15
77.54	215.11	CADE	Adult	5.35
111.39	119.64	CADE	Adult	11.48
31.27	151.39	CADE	Adult	6.17
184.39	114.4	CADE	Adult	33.14
145.57	208.51	CADE	Adult	4.22
113.54	240.76	CADE	Adult	9.15
274.98	94.14	CADE	Adult	47.32
163.23	42.27	CADE	Adult	4.43
188.36	120.09	CADE	Adult	14.19
72.5	146.1	CADE	Adult	34.02
267.34	244.12	CADE	Adult	3.89
217.93	222.33	CADE	Adult	57.79
159.34	274.43	CADE	Adult	14.08
193.95	71.37	CADE	Adult	64
28.33	273.63	CADE	Adult	25.67
210.26	6.99	CADE	Adult	11.94
12.84	230.78	CADE	Adult	14.42
261.81	53.95	CADE	Adult	15.01
106.23	7.64	CADE	Adult	6.56
266.4	225.79	CADE	Adult	21.59
100.87	40.4	CADE	Adult	6.5
146.63	64.18	CADE	Adult	34.79
157.06	74.28	CADE	Adult	34.76
132.32	293.9	CADE	Adult	8.17
21.36	114.72	CADE	Adult	10.47
129.66	209.26	CADE	Adult	35.9
264.94	31.27	CADE	Adult	17.3
210.59	80.57	CADE	Adult	31.13
133.78	239.76	CADE	Adult	3.82
275.07	274.9	CADE	Adult	11.87
263.16	38.46	CADE	Adult	60.75
85.04	144.15	CADE	Adult	3.87
247.04	16.68	CADE	Adult	9.28
55.64	176.98	CADE	Adult	14.64
8.39	190.01	CADE	Adult	34.39
281.41	219.6	CADE	Adult	9.57
214.55	43.09	CADE	Adult	23.47
234.53	13.82	CADE	Adult	3.94
203.69	274.63	CADE	Adult	23.67
55.44	291.89	CADE	Adult	28.1
98.42	261.71	CADE	Adult	6.2
194.58	286.16	CADE	Adult	76.24
126.36	30.87	CADE	Adult	3.99
154.14	207.32	CADE	Adult	24.52
40.81	131.94	CADE	Adult	38.39
164.79	175.73	CADE	Adult	62.44
176.72	224.08	CADE	Adult	8.21
194.4	174.66	CADE	Adult	10.55
38.92	237.86	CADE	Adult	7.95
267.42	275.95	CADE	Adult	9.66
12.32	151.68	CADE	Adult	13.7
109.55	24.82	CADE	Adult	41.7
197.98	24.66	CADE	Adult	32.08
205.39	117.96	CADE	Adult	10.13
106.21	217.22	CADE	Adult	13.21
252.46	286.54	CADE	Adult	15.57
225.03	65.12	CADE	Adult	15.97
232.44	10.01	CADE	Adult	12.58
247.66	247.94	CADE	Adult	15.76
126.69	238.13	CADE	Adult	3.63
176.82	151.47	CADE	Adult	6.92
131.37	147.52	CADE	Adult	8
278.62	25.82	CADE	Adult	11.5
110.03	66.06	CADE	Adult	11.26
195.73	119.88	CADE	Adult	10.69
113.13	146.13	CADE	Adult	27.63
200.63	231.23	CADE	Adult	9.82
129.61	100.91	CADE	Adult	7.44
121.56	6.64	CADE	Adult	12.4
30.51	152.27	CADE	Adult	20
291.2	139.25	CADE	Adult	8.28
83.28	283.32	CADE	Adult	13.92
108.55	203.88	CADE	Adult	22.37
106.26	235.9	CADE	Adult	5.58
2.73	251.63	CADE	Adult	11.57
274.52	198.43	CADE	Adult	16.72
209.49	43.75	CADE	Adult	35.64
186.1	58.48	CADE	Adult	18.38
8.51	134.3	CADE	Adult	5.51
152.74	207.83	CADE	Adult	18.16
135.79	90.9	CADE	Adult	6.33
139.63	172.67	CADE	Adult	6.81
23	109.39	CADE	Adult	28.74
33.26	249.39	CADE	Adult	19.03
241.12	157.19	CADE	Adult	11.41
64.49	296.53	CADE	Adult	37.86
180.55	216.9	CADE	Adult	28.23
135.4	120.74	CADE	Adult	5.85
213.66	113.02	CADE	Adult	18.86
241.76	35.35	CADE	Adult	6.96
58.23	279.8	CADE	Adult	37.5
62.56	149.8	CADE	Adult	4.97
258.15	15.12	CADE	Adult	11.44
0.35	125.51	CADE	Adult	20.43
125.35	260.6	CADE	Adult	9.41
52.33	135.58	CADE	Adult	7.32
72.28	268.15	CADE	Adult	45.85
198.29	140.8	CADE	Adult	10.42
195.65	238.17	CADE	Adult	3.87
89.56	152.86	CADE	Adult	10.33
41.61	214.16	CADE	Adult	31.15
57.86	149.53	CADE	Adult	65.79
229.72	114.45	CADE	Adult	26.2
282.57	181.4	CADE	Adult	4.07
250.67	88.81	CADE	Adult	8.13
233.89	155.08	CADE	Adult	6.96
269.03	259.07	CADE	Adult	55
96.54	182.41	CADE	Adult	18.13
193.88	28.61	CADE	Adult	3.48
273.26	11.02	CADE	Adult	7.79
256.47	8.18	CADE	Adult	28.74
290.27	194.08	CADE	Adult	6.42
149.53	185.65	CADE	Adult	22.96
259.22	259.28	CADE	Adult	6.89
285.42	297.45	CADE	Adult	28.22
109.43	147.8	CADE	Adult	9.46
18.56	243.67	CADE	Adult	19.65
285.17	281.48	CADE	Adult	19.53
233.93	268.19	CADE	Adult	31.81
114.88	207.08	CADE	Adult	11.45
248.39	18.4	CADE	Adult	15.95
220.33	241.42	CADE	Adult	19.44
154.37	132.55	CADE	Adult	13.27
184.41	114.4	CADE	Adult	10.37
149.72	252.54	CADE	Adult	16.22
151.51	74.44	CADE	Adult	9.5
246	205.57	CADE	Adult	13.06
157.83	271.51	CADE	Adult	9.35
210.27	288.66	CADE	Adult	39.96
184.02	15.15	CADE	Adult	8.26
67.1	288.62	CADE	Adult	11
18.24	258.57	CADE	Adult	18.13
202.23	43.85	CADE	Adult	22.34
160.05	270.27	CADE	Adult	14.58
295.87	113.89	CADE	Adult	18.77
161.59	171.32	CADE	Adult	10.2
109.27	233.11	CADE	Adult	8.66
53.75	217.98	CADE	Adult	18.08
113.87	40.24	CADE	Adult	15.25
109.77	294.73	CADE	Adult	6.77
11.51	224.36	CADE	Adult	11.27
132.14	49.16	CADE	Adult	5.27
197.8	167.35	CADE	Adult	8.65
202.62	14.54	CADE	Adult	22.92
155.79	48.15	CADE	Adult	9.41
236.69	184.88	CADE	Adult	47.71
217.91	179.84	CADE	Adult	8.27
246	262.08	CADE	Adult	26.21
49.82	255.16	CADE	Adult	32.7
37.9	144.61	CADE	Adult	3.55
239.1	77.98	CADE	Adult	30.02
217.27	202.75	CADE	Adult	18.24
2.03	244.77	CADE	Adult	11.86
292.98	191.8	CADE	Adult	17.44
224.03	290.57	CADE	Adult	26.12
143.83	105.74	CADE	Adult	16.46
237.05	179.54	CADE	Adult	15.22
217.1	157.38	CADE	Adult	7.64
207.21	200.66	CADE	Adult	38.33
285.19	219.41	CADE	Adult	10.49
8.03	162.7	CADE	Adult	10.49
100.49	84.76	CADE	Adult	10.6
3.98	291.98	CADE	Adult	11.78
109.07	117.8	CADE	Adult	32.18
250.53	93.56	CADE	Adult	22.7
283.3	66.18	CADE	Adult	6.67
279.28	26.36	CADE	Adult	37.99
215.91	130.1	CADE	Adult	7.62
200.01	247.04	CADE	Adult	21.76
201.66	227.32	CADE	Adult	14.14
293	114.78	CADE	Adult	8.15
114.83	255.52	CADE	Adult	9.66
230.83	145.52	CADE	Adult	8.56
191.56	102.28	CADE	Adult	11.07
17.38	254.28	CADE	Adult	37.81
206.82	289.33	CADE	Adult	16.23
168.44	245.23	CADE	Adult	4.28
290.47	110.31	CADE	Adult	5.04
26.49	144.68	CADE	Adult	7.18
215.69	267.34	CADE	Adult	8.69
53.54	187.36	CADE	Adult	4.19
232.33	55.98	CADE	Adult	6.11
246.34	200.76	CADE	Adult	12.37
252.25	273.26	CADE	Adult	16.8
71.05	202.94	CADE	Adult	10.11
183.55	15.61	CADE	Adult	22.82
255.17	5.88	CADE	Adult	14.67
166.25	296.64	CADE	Adult	8.82
33.6	230.34	CADE	Adult	24.99
152.14	220.02	CADE	Adult	13.95
281.32	224.44	CADE	Adult	12.57
140.32	178.95	CADE	Adult	5.3
287.21	79.68	CADE	Adult	7.61
67.94	135.8	CADE	Adult	7.81
81.23	252.24	CADE	Adult	27.55
220.52	194	CADE	Adult	17.09
34.2	128.86	CADE	Adult	10.53
132.32	124.38	CADE	Adult	20.02
260.22	73.58	CADE	Adult	21.82
226.39	87.88	CADE	Adult	17.36
257.91	108.87	CADE	Adult	8.36
103.51	48.5	CADE	Adult	26.2
167.16	198.95	CADE	Adult	4.99
217.78	43.37	CADE	Adult	8.5
211.96	296.82	CADE	Adult	4.24
62.15	232.51	CADE	Adult	19.98
49.18	293.59	CADE	Adult	5.2
48.14	267.72	CADE	Adult	5.48
285.91	281.77	CADE	Adult	8.8
25.86	146.62	CADE	Adult	9.27
4.15	132.74	CADE	Adult	31.65
211.7	43.55	CADE	Adult	10.98
192.08	192.69	CADE	Adult	5.24
207.87	83.14	CADE	Adult	29.42
5.44	206.98	CADE	Adult	12.17
178.47	147.98	CADE	Adult	7.25
298.03	218.92	CADE	Adult	13.33
228.33	118.03	CADE	Adult	10.72
78.52	216.68	CADE	Adult	6.05
33.44	110.91	CADE	Adult	12.91
124	280.22	CADE	Adult	4.43
157.2	93.89	CADE	Adult	8.53
281.62	80.48	CADE	Adult	23.24
206.35	31.68	CADE	Adult	6.54
110.99	86.18	CADE	Adult	21.47
7.08	180.26	CADE	Adult	8.84
175.69	91.23	CADE	Adult	11.25
166.02	201.3	CADE	Adult	45.98
217.62	182.1	CADE	Adult	17.46
1.99	295.12	CADE	Adult	83.23
194.5	244.48	CADE	Adult	12.82
288.16	162.68	CADE	Adult	23.91
242.71	232.56	CADE	Adult	37.49
162.77	127.54	CADE	Adult	31.29
247.51	200.99	CADE	Adult	10.57
248.46	176.73	CADE	Adult	7.07
11.74	251.52	CADE	Adult	12.69
112.61	141.42	CADE	Adult	6.43
266.81	110.86	CADE	Adult	8.61
178.7	208.94	CADE	Adult	44.28
189.66	49.92	CADE	Adult	19.57
179.56	234.57	CADE	Adult	27.39
59.74	288.31	CADE	Adult	33.81
11.71	254.23	CADE	Adult	9.22
214.37	289.37	CADE	Adult	4.93
120.3	28.11	CADE	Adult	98.63
213.65	146.1	CADE	Adult	45.5
214.81	104.54	CADE	Adult	16.91
181.04	94.56	CADE	Adult	11.83
102.72	182.04	CADE	Adult	11.85
265.16	244.58	CADE	Adult	17.78
88.63	145.14	CADE	Adult	19.25
35.18	257.32	CADE	Adult	7.65
282.96	116.15	CADE	Adult	28.17
243.85	94.56	CADE	Adult	2.63
5.56	265.25	CADE	Adult	4.2
195.48	138.99	CADE	Adult	10.13
128.55	156.5	CADE	Adult	14
169.88	286.64	CADE	Adult	7.6
283.26	63.23	CADE	Adult	16.08
58.55	113.21	CADE	Adult	12.55
132.81	137.87	CADE	Adult	17.4
276.43	210.86	CADE	Adult	18.56
115.64	79.97	CADE	Adult	22.46
188.55	166.63	CADE	Adult	16.7
24.02	260.25	CADE	Adult	15.11
287.36	185.85	CADE	Adult	19.33
170.97	228.76	CADE	Adult	2.05
39.44	125.38	CADE	Adult	14.68
88.6	250.63	CADE	Adult	51.85
191.69	107.26	CADE	Adult	7.13
57.82	257	CADE	Adult	31.73
213.99	181.43	CADE	Adult	9.05
285.45	205.89	CADE	Adult	21.66
3.87	288.12	CADE	Adult	10.37
247.77	119.92	CADE	Adult	1.79
14.23	192.69	CADE	Adult	62.3
182.52	137.07	CADE	Adult	7.82
135.4	168.97	CADE	Adult	15.44
220.24	191.12	CADE	Adult	12.39
282.35	43.51	CADE	Adult	76.97
265.68	196.57	CADE	Adult	14.1
25.11	187.65	CADE	Adult	9.06
100.65	114.13	CADE	Adult	4.4
296.29	282.3	CADE	Adult	2.9
223.28	7.25	CADE	Adult	22.89
141.94	264.45	CADE	Adult	10.41
262.39	143.15	CADE	Adult	9.11
152.85	128.54	CADE	Adult	44.58
297.64	9.97	CADE	Adult	9.39
299.74	88.34	CADE	Adult	8.87
160.29	183.17	CADE	Adult	18.2
125.16	185.6	CADE	Adult	5.29
241.41	50.2	CADE	Adult	8.91
216.11	227.73	CADE	Adult	3.57
191.56	202.81	CADE	Adult	8.21
289.8	33.05	CADE	Adult	3.94
123.1	111.45	CADE	Adult	22.82
163.91	127.82	CADE	Adult	11.62
283.77	275.77	CADE	Adult	7.26
231.79	197.19	CADE	Adult	22.38
291.52	261.87	CADE	Adult	20.81
60.12	216.93	CADE	Adult	15.98
2.43	292.73	CADE	Adult	9.1
148.23	52.02	CADE	Adult	5.63
181.19	142.95	CADE	Adult	6.64
79.38	154.23	CADE	Adult	2.53
168.84	82.02	CADE	Adult	20.67
299.17	261.7	CADE	Adult	11.62
180.57	116.24	CADE	Adult	9.56
158.37	200.13	CADE	Adult	20.13
177.21	12.6	CADE	Adult	5.47
116.56	8.64	CADE	Adult	10.23
262.16	116.17	CADE	Adult	14.87
67.13	274.84	CADE	Adult	3.77
280.69	229.56	CADE	Adult	14.21
270.26	95.17	CADE	Adult	12.17
49.56	173.25	CADE	Adult	13.96
70.47	226.5	CADE	Adult	6.45
62.24	286.82	CADE	Adult	5.38
17.3	144.79	CADE	Adult	20.14
136.24	240.54	CADE	Adult	93.74
155.89	21.78	CADE	Adult	4.39
163.24	100.12	CADE	Adult	45.11
109.8	294.61	CADE	Adult	2.23
98.89	193.88	CADE	Adult	18.3
63.06	291.95	CADE	Adult	10.07
147.06	204.02	CADE	Adult	12.58
295.13	39.05	CADE	Adult	61.12
215.9	117.3	CADE	Adult	25.78
244.44	68.64	CADE	Adult	9.9
228.4	208.95	CADE	Adult	6.48
228.94	80.59	CADE	Adult	19.12
289.92	264.88	CADE	Adult	9.6
125.4	140.88	CADE	Adult	18.12
105.37	8.67	CADE	Adult	39.38
276.85	149.98	CADE	Adult	55.69
212.38	195.18	CADE	Adult	26.97
4.87	225.6	CADE	Adult	11.14
170.87	1.86	CADE	Adult	13.21
287.98	36.23	CADE	Adult	19.03
125.75	263.83	CADE	Adult	29.56
131.07	201.99	CADE	Adult	7.84
128.86	50.4	CADE	Adult	9.86
247.62	297.34	CADE	Adult	7.56
174.95	168.13	CADE	Adult	33.21
97.92	249.81	CADE	Adult	24.44
155.67	206.79	CADE	Adult	11.41
273.11	104.53	CADE	Adult	10.29
187.86	92.06	CADE	Adult	22.26
299.11	135.97	CADE	Adult	5.69
219.11	200.6	CADE	Adult	24.85
292.58	152.21	CADE	Adult	7.92
214.58	59.8	CADE	Adult	6.35
70.83	183.15	CADE	Adult	5.51
261.08	0.96	CADE	Adult	17.3
240.65	53.18	CADE	Adult	20.24
298.78	287.81	CADE	Adult	9.53
288.32	12.47	CADE	Adult	19.95
63.26	151.92	CADE	Adult	32.8
116.17	296.19	CADE	Adult	62.76
275.18	248.75	CADE	Adult	7.28
138.54	198.44	CADE	Adult	15.55
190.19	260.1	CADE	Adult	7.3
212.23	132.35	CADE	Adult	14.65
233.73	275.99	CADE	Adult	20.99
69.13	215.18	CADE	Adult	17.49
182.1	299.9	CADE	Adult	7.86
250.5	96.31	CADE	Adult	4.81
152.56	295.86	CADE	Adult	15.21
295	142	CADE	Adult	17.96
292.59	9.52	CADE	Adult	4.48
262.59	105.7	CADE	Adult	9.11
179.83	20.04	CADE	Adult	29.71
164.1	97.91	CADE	Adult	15.49
107.91	251.28	CADE	Adult	9.73
0.85	152.02	CADE	Adult	17.09
251.71	205.25	CADE	Adult	7.78
9.35	289.71	CADE	Adult	11.83
48.46	154.39	CADE	Adult	7.12
59.22	147.39	CADE	Adult	3.89
277.47	187.83	CADE	Adult	11.35
213.31	222.01	CADE	Adult	9.91
286.91	70.52	CADE	Adult	21.37
144.07	57.1	CADE	Adult	20.24
117.04	180.77	CADE	Adult	12.43
190.06	125.32	CADE	Adult	17.77
87.82	191.12	CADE	Adult	48.57
205.2	9.4	CADE	Adult	7.77
161.92	21.76	CADE	Adult	30.66
147.31	130.11	CADE	Adult	2.2
191.8	179.88	CADE	Adult	2.12
72.4	137.21	CADE	Adult	33.04
280.15	87.48	CADE	Adult	11.41
134.15	150.41	CADE	Adult	6.62
237.61	229.97	CADE	Adult	31.83
110.45	153.81	CADE	Adult	27.36
198.48	286.89	CADE	Adult	5.84
279.8	69.28	CADE	Adult	21.62
36.97	105.44	CADE	Adult	11.36
68.95	267.29	CADE	Adult	17.36
134.33	293.85	CADE	Adult	5.6
280.38	286.67	CADE	Adult	6.66
96.33	114.59	CADE	Adult	17.42
109.64	146.38	CADE	Adult	7.84
124.02	171.25	CADE	Adult	8.05
3.46	156.61	CADE	Adult	27.07
108.03	62.46	CADE	Adult	7
275.42	24.82	CADE	Adult	39.62
99.55	152.02	CADE	Adult	30.47
137.3	277.64	CADE	Adult	11.65
106.25	123.89	CADE	Adult	11.54
41.22	233.22	CADE	Adult	10.73
240.23	259.7	CADE	Adult	6.59
220.48	2.32	CADE	Adult	15.27
25.06	117.12	CADE	Adult	5.76
278.71	68.08	CADE	Adult	5.03
119.37	285.92	CADE	Adult	4.8
19.09	107.95	CADE	Adult	24.72
271.6	42.16	CADE	Adult	29.68
179.39	188.79	CADE	Adult	36.02
35.4	241.24	CADE	Adult	20.45
217.12	115.33	CADE	Adult	11.14
212.64	205.54	CADE	Adult	5.34
20.76	183.69	CADE	Adult	32.87
72.41	214.83	CADE	Adult	24.47
100.14	296.62	CADE	Adult	16.22
56.49	121.54	CADE	Adult	36.94
97.3	121.77	CADE	Adult	12.78
222.39	292.41	CADE	Adult	33.05
179.68	87.3	CADE	Adult	22.12
64.49	247.63	CADE	Adult	31.59
116.5	138.31	CADE	Adult	6.06
126.26	44.34	CADE	Adult	16.15
130.87	206.94	CADE	Adult	8.78
38.77	210.33	CADE	Adult	78.78
253.99	257.64	CADE	Adult	4.68
229.03	47.99	CADE	Adult	11.06
22.92	199.54	CADE	Adult	35.44
83.76	137.7	CADE	Adult	9.55
290.37	102.49	CADE	Adult	18.64
106.63	286.1	CADE	Adult	2.66
197.51	258.04	CADE	Adult	11.39
197.04	2.88	CADE	Adult	30.71
215.62	52.72	CADE	Adult	15.56
285.9	37.31	CADE	Adult	15.18
2.82	294.68	CADE	Adult	20.6
285.02	31.8	CADE	Adult	7.18
168.43	123.17	CADE	Adult	7.45
166.61	237.05	CADE	Adult	43.14
171.04	297.17	CADE	Adult	18.54
34.6	201.71	CADE	Adult	32.37
3.88	203.14	CADE	Adult	8.99
166.85	293.59	CADE	Adult	6.65
294.51	61.5	CADE	Adult	11.73
299.67	240.26	CADE	Adult	23.29
245.57	4.2	CADE	Adult	1.61
82.32	131.27	CADE	Adult	13.27
70.58	100.64	CADE	Adult	5.5
120.06	41.33	CADE	Adult	9.87
219.05	252.49	CADE	Adult	4.26
234.56	110.32	CADE	Adult	22.24
191.11	128	CADE	Adult	7.06
59.6	194.79	CADE	Adult	29.81
81.74	282.17	CADE	Adult	28.66
284.94	16.94	CADE	Adult	8.5
196.74	208.12	CADE	Adult	13.33
13.3	182.95	CADE	Adult	14.64
94.99	178.62	CADE	Adult	3.12
96.33	242.24	CADE	Adult	13.01
284.6	126.46	CADE	Adult	9.21
151.57	19.99	CADE	Adult	29.06
126.66	19.73	CADE	Adult	28.79
207.7	80.36	CADE	Adult	14.23
34.78	220.31	CADE	Adult	27.04
77.2	217.47	CADE	Adult	2.97
6.06	262.79	CADE	Adult	14.25
266.45	253.05	CADE	Adult	2.83
12.56	130.39	CADE	Adult	31.42
52.47	226.7	CADE	Adult	108.26
224.5	76.56	CADE	Adult	19.61
131.08	2.51	CADE	Adult	2.26
109.74	26.1	CADE	Adult	13.36
19.03	265.55	CADE	Adult	10.05
27.48	244.36	CADE	Adult	7.32
141.22	158.93	CADE	Adult	28.7
180.98	16.25	CADE	Adult	45.66
73.28	109.21	CADE	Adult	8.93
166.01	75.56	CADE	Adult	11.62
223.11	150.62	CADE	Adult	16.16
273.44	262.01	CADE	Adult	3.97
176.35	15.84	CADE	Adult	34.57
124.23	3.57	CADE	Adult	40.83
218.16	86.18	CADE	Adult	9.52
219.64	147.71	CADE	Adult	11.51
272.2	8.65	CADE	Adult	18.64
76.75	165.38	CADE	Adult	11.12
280.61	174.71	CADE	Adult	15.42
236.24	297	CADE	Adult	13.34
199	152.54	CADE	Adult	19.9
230.43	178.51	CADE	Adult	8.36
73.46	270.8	CADE	Adult	29.43
266.61	61.33	CADE	Adult	7.6
80.41	284.25	CADE	Adult	6.85
99.74	258.37	CADE	Adult	15.57
177.38	117.19	CADE	Adult	22.57
255.39	253.83	CADE	Adult	3.91
252.96	232.78	CADE	Adult	9.63
168.85	292.38	CADE	Adult	4.68
110.58	58.32	CADE	Adult	8.02
229.3	148.23	CADE	Adult	10.34
117.88	166.25	CADE	Adult	6
237.79	132.47	CADE	Adult	15.4
280.21	66.35	CADE	Adult	7.37
204.9	136.22	CADE	Adult	14.13
167.15	35.02	CADE	Adult	11.66
31.24	256.61	CADE	Adult	28.07
187.18	258.61	CADE	Adult	32.32
227.51	152.58	CADE	Adult	8.46
130.54	210.7	CADE	Adult	8.93
182.08	62.34	CADE	Adult	13.99
233.2	131.7	CADE	Adult	6.11
188.34	176.06	CADE	Adult	5.99
3.01	216.64	CADE	Adult	27.81
261.81	134.58	CADE	Adult	4.2
246	143.85	CADE	Adult	40.34
297.11	22.05	CADE	Adult	13.75
212.5	132.63	CADE	Adult	6.5
82.6	142.32	CADE	Adult	6.02
2.15	277.31	CADE	Adult	12.26
282.2	147.46	CADE	Adult	12.68
224.14	278.52	CADE	Adult	8.91
107.85	219.03	CADE	Adult	7.68
139.85	67.62	CADE	Adult	6.21
268.85	10.63	CADE	Adult	9.16
137.05	56.49	CADE	Adult	28.74
247.77	90.84	CADE	Adult	8.43
171.31	100.96	CADE	Adult	12.81
256.92	72.17	CADE	Adult	25.48
108.03	115.87	CADE	Adult	9.69
227.46	71.2	CADE	Adult	8.51
106.31	236.98	CADE	Adult	22.32
163.02	227.73	CADE	Adult	17.86
126.78	70.1	CADE	Adult	27.39
144.16	276.8	CADE	Adult	10.51
234.92	69.64	CADE	Adult	8.91
296.75	275.33	CADE	Adult	9.28
122.76	267.98	CADE	Adult	4.07
67.2	266.99	CADE	Adult	35.82
165.41	65.26	CADE	Adult	18.23
154.58	258.66	CADE	Adult	6.2
142.64	87.86	CADE	Adult	16.21
29.14	150.81	CADE	Adult	54.44
294.44	277.62	CADE	Adult	15.83
117.81	242.59	CADE	Adult	19.88
273.43	97.51	CADE	Adult	9.06
189.27	81.03	CADE	Adult	13.71
230.13	195.82	CADE	Adult	8.25
227.76	31.61	CADE	Adult	19.28
236.08	52.28	CADE	Adult	13.49
257.71	297.8	CADE	Adult	10.17
179.92	1.54	CADE	Adult	5.73
105.97	57.96	CADE	Adult	15.13
31.41	271.66	CADE	Adult	14.13
161.55	121.93	CADE	Adult	28.92
290.71	168.17	CADE	Adult	96.25
291.11	263.51	CADE	Adult	4.09
239.73	236.09	CADE	Adult	3.17
225.28	171.2	CADE	Adult	17.14
117.9	9.02	CADE	Adult	3.35
22.5	297.03	CADE	Adult	9.63
33.98	260.28	CADE	Adult	15.34
20.22	282.32	CADE	Adult	6.48
237.92	38.06	CADE	Adult	17.22
191.83	109.62	CADE	Adult	4.67
204.05	120.33	CADE	Adult	14.65
171.13	262.47	CADE	Adult	6.95
143.52	43.06	CADE	Adult	34.74
209.31	298.13	CADE	Adult	52.67
124.95	186.95	CADE	Adult	16.66
186.28	201.5	CADE	Adult	7.62
153.82	165.07	CADE	Adult	18.37
245.3	182.73	CADE	Adult	17.5
152.61	196.11	CADE	Adult	16.58
108.39	58.86	CADE	Adult	8.24
90.64	298.63	CADE	Adult	25.97
254.99	234.83	CADE	Adult	19.84
169.46	152.33	CADE	Adult	17.49
253.73	142.49	CADE	Adult	24.47
107.21	70.08	CADE	Adult	38.33
276.52	105.75	CADE	Adult	19.35
136.23	136.75	CADE	Adult	16.98
234.71	203.3	CADE	Adult	13.73
199.72	181.67	CADE	Adult	16.99
156.79	57.19	CADE	Adult	60.95
255.31	175.65	CADE	Adult	7.58
150.35	159.47	CADE	Adult	12.1
187.51	236.73	CADE	Adult	26.65
172.68	22.69	CADE	Adult	3.55
147.89	204.67	CADE	Adult	15.76
296.29	32.57	CADE	Adult	6.62
244.02	287.86	CADE	Adult	15.24
276.94	220.08	CADE	Adult	36.05
162.37	150.38	CADE	Adult	47.21
248.28	262.72	CADE	Adult	9.26
73.63	291.17	CADE	Adult	9.82
200.67	258.46	CADE	Adult	4.3
180.68	233.25	CADE	Adult	1.95
279.19	243.37	CADE	Adult	10.13
85.16	266.22	CADE	Adult	31.57
32.51	161.59	CADE	Adult	5.93
282.68	296.75	CADE	Adult	5.1
22.01	233	CADE	Adult	12.17
193.37	127.95	CADE	Adult	17.48
244.04	199.3	CADE	Adult	16.9
97.06	295.21	CADE	Adult	23.61
171.32	24.56	CADE	Adult	5.31
8.7	114.95	CADE	Adult	2
163.21	13.61	CADE	Adult	11.15
70.91	117.17	CADE	Adult	32.95
116.48	152.22	CADE	Adult	15.75
53	283.65	CADE	Adult	5.15
239.75	221.09	CADE	Adult	7.68
224.16	105.42	CADE	Adult	17.01
86.29	160.77	CADE	Adult	40.34
233.73	290.17	CADE	Adult	4.33
72.06	127.41	CADE	Adult	12.01
64.64	286.78	CADE	Adult	35.22
273.3	249.13	CADE	Adult	13.29
41.19	203.01	CADE	Adult	10.85
58.63	148.58	CADE	Adult	19.47
282.33	140.69	CADE	Adult	16
266.17	139.97	CADE	Adult	17.91
227.77	188.92	CADE	Adult	4.93
297.29	171.05	CADE	Adult	9.95
110.66	11.79	CADE	Adult	6.16
35.7	256.4	CADE	Adult	40.7
197.28	211.85	CADE	Adult	47.98
232.05	281.27	CADE	Adult	20.19
20.62	218.19	CADE	Adult	3.7
204.38	203.05	CADE	Adult	10.13
139.75	46.16	CADE	Adult	5.35
244.63	254.22	CADE	Adult	36.38
57.25	269.44	CADE	Adult	9.45
70.72	241.28	CADE	Adult	8.08
62.23	188.26	CADE	Adult	10.63
258.08	145.03	CADE	Adult	9.3
271.05	140.02	CADE	Adult	11.04
132.49	36.31	CADE	Adult	55.61
245.19	30.2	CADE	Adult	32.71
199.31	237.62	CADE	Adult	6.13
290.08	15.1	CADE	Adult	4.99
86.46	159.97	CADE	Adult	26.07
50.47	171.37	CADE	Adult	5.27
105.24	55.45	CADE	Adult	2.35
