X	Y	Species	Type	Diam
95.14	159.33	ABCO	Adult	12.66
223.16	16.54	ABCO	Adult	43.18
270.32	217.71	ABCO	Adult	2
123.11	127.71	ABCO	Adult	11.21
157.18	284.53	ABCO	Adult	23.43
115.83	57.41	ABCO	Adult	67.19
252.13	129.89	ABCO	Adult	3.38
200.87	206.57	ABCO	Adult	0.25
55.59	235.18	ABCO	Adult	5.29
233.03	131.92	ABCO	Adult	33.19
84.82	116.34	ABCO	Adult	2.1
244.14	249.81	ABCO	Adult	18.75
177.39	148.32	ABCO	Adult	7.98
136.07	123.75	ABCO	Adult	11.72
21.58	170.88	ABCO	Adult	6.33
178.67	216.37	ABCO	Adult	13.66
41.5	119.83	ABCO	Adult	1.68
182.36	103.43	ABCO	Adult	4.97
174.44	214.62	ABCO	Adult	1.64
281.56	251.21	ABCO	Adult	3.38
43.78	132.34	ABCO	Adult	8.81
138.76	75.45	ABCO	Adult	2.18
43.49	155.27	ABCO	Adult	4.49
285.14	89.4	ABCO	Adult	2.63
152.55	1.77	ABCO	Adult	15.41
122.37	33.4	ABCO	Adult	4.81
222.9	70.78	ABCO	Adult	31.33
2.99	278.54	ABCO	Adult	48.49
78.56	163.53	ABCO	Adult	19.05
145.54	269.28	ABCO	Adult	6.54
128.34	127.78	ABCO	Adult	1.82
36.95	130.29	ABCO	Adult	5.36
150.19	93.15	ABCO	Adult	14.02
114.89	125.4	ABCO	Adult	5.63
150.58	175.77	ABCO	Adult	5.85
74.11	104.81	ABCO	Adult	12.55
229.71	99.96	ABCO	Adult	10.99
109.45	274.18	ABCO	Adult	5.23
298.56	202.27	ABCO	Adult	11.23
38.57	140.87	ABCO	Adult	2.02
232.26	256.19	ABCO	Adult	18.68
212.19	93.95	ABCO	Adult	26.15
185.2	173.68	ABCO	Adult	16.13
273.64	293.5	ABCO	Adult	17.91
223.76	20.14	ABCO	Adult	10.84
163.85	39.38	ABCO	Adult	8.75
207.61	57.49	ABCO	Adult	30.94
143.18	21.06	ABCO	Adult	8.34
174.59	82.57	ABCO	Adult	33.67
137.18	110.08	ABCO	Adult	10.12
53.96	212.47	ABCO	Adult	22.05
96.42	270.73	ABCO	Adult	12.87
242.49	259.03	ABCO	Adult	10.77
134.85	2.11	ABCO	Adult	4.67
150.86	39.11	ABCO	Adult	17.25
121.77	57.58	ABCO	Adult	2.9
199.93	243.67	ABCO	Adult	1.64
67.24	146.44	ABCO	Adult	0.56
281.26	256.11	ABCO	Adult	1.91
168.13	92.32	ABCO	Adult	5.56
215.26	54	ABCO	Adult	4.36
281.51	135.57	ABCO	Adult	7.75
123.6	3.57	ABCO	Adult	2.75
128.84	33.43	ABCO	Adult	18.04
218.82	83.69	ABCO	Adult	2.56
181.76	42.48	ABCO	Adult	4.3
285.94	192.08	ABCO	Adult	7.08
297.36	75.31	ABCO	Adult	8.67
159.07	98.4	ABCO	Adult	23.03
48.74	177.53	ABCO	Adult	23.15
170.46	90.52	ABCO	Adult	3.05
261.02	252.28	ABCO	Adult	6.48
21.37	167.59	ABCO	Adult	23.75
73.85	250.29	ABCO	Adult	0.96
90.92	124.35	ABCO	Adult	31.15
121.55	246.28	ABCO	Adult	11.97
126.27	72.22	ABCO	Adult	6.73
188.55	27.04	ABCO	Adult	33.39
204.26	93.71	ABCO	Adult	5.37
30.89	117.72	ABCO	Adult	16.28
59.21	236.92	ABCO	Adult	5.23
166.21	267.34	ABCO	Adult	44.44
242.82	6.27	ABCO	Adult	5.63
213.32	226.41	ABCO	Adult	26.22
187.61	154.47	ABCO	Adult	4.69
149.08	185.83	ABCO	Adult	3.65
57.5	143.09	ABCO	Adult	3.7
128.29	245.07	ABCO	Adult	9.54
110.62	56.28	ABCO	Adult	1.71
223.96	241.88	ABCO	Adult	2.52
245.42	244.41	ABCO	Adult	5.57
268.86	86.99	ABCO	Adult	19.42
74.44	194.59	ABCO	Adult	12.25
13.99	181.69	ABCO	Adult	7.1
34.04	143.94	ABCO	Adult	1.51
238.01	205.23	ABCO	Adult	19.47
298.94	227.48	ABCO	Adult	5.46
235.47	284.59	ABCO	Adult	35.49
132.76	5.86	ABCO	Adult	1.84
287.04	88.75	ABCO	Adult	33.11
116.29	294.98	ABCO	Adult	9.87
81.69	260.94	ABCO	Adult	8.52
274.38	122.64	ABCO	Adult	4.15
217.3	90.79	ABCO	Adult	6.51
149.56	97.11	ABCO	Adult	31.09
163.43	108	ABCO	Adult	2.03
82.41	281.24	ABCO	Adult	7.9
277.17	169.81	ABCO	Adult	3.46
183.02	100.51	ABCO	Adult	3.47
55.2	253.31	ABCO	Adult	10.99
243.53	157.52	ABCO	Adult	1.83
105.41	22.83	ABCO	Adult	30.78
127.49	143.05	ABCO	Adult	1.93
94.44	117.24	ABCO	Adult	14.88
77.96	263.17	ABCO	Adult	13.17
235.4	74.18	ABCO	Adult	2.9
24.56	300	ABCO	Adult	6.03
147.71	170.89	ABCO	Adult	5.88
239.74	84.76	ABCO	Adult	1.18
145.44	198.01	ABCO	Adult	6.69
225.29	272.93	ABCO	Adult	10.16
176.16	196.86	ABCO	Adult	4.36
7.36	107.77	ABCO	Adult	3.27
179.25	78.2	ABCO	Adult	18.93
230.17	163.54	ABCO	Adult	2.38
126.44	80.25	ABCO	Adult	4.37
14.01	262.59	ABCO	Adult	8.13
257.73	229.12	ABCO	Adult	8.98
181.03	100.09	ABCO	Adult	12.58
8.07	210.59	ABCO	Adult	2.94
227.68	163.25	ABCO	Adult	9.08
160.37	201.38	ABCO	Adult	14.03
48.55	154.72	ABCO	Adult	22.62
59.22	108.99	ABCO	Adult	6.21
115.53	161.58	ABCO	Adult	14.47
230.94	30.04	ABCO	Adult	12.13
257.38	220	ABCO	Adult	2.56
145.36	154.91	ABCO	Adult	83.5
34.73	205.24	ABCO	Adult	11.55
210.79	180.12	ABCO	Adult	10.83
147.98	35.56	ABCO	Adult	83.39
117.84	76.82	ABCO	Adult	8.11
142.35	115.27	ABCO	Adult	3.18
158.43	127.7	ABCO	Adult	15.85
78.52	124.9	ABCO	Adult	9.63
166.13	79.39	ABCO	Adult	18.04
198.02	103.23	ABCO	Adult	10.39
213.59	8.66	ABCO	Adult	11.93
102.9	265.66	ABCO	Adult	9.18
267.37	238.46	ABCO	Adult	40.2
105.32	116.94	ABCO	Adult	1.31
142.22	47.87	ABCO	Adult	50.2
263.37	20.6	ABCO	Adult	35.21
46.37	101.36	ABCO	Adult	21.47
122.82	7.94	ABCO	Adult	2.87
8.67	247.44	ABCO	Adult	7.84
199.88	114.83	ABCO	Adult	29.11
75.28	278.25	ABCO	Adult	3.5
185.4	228.18	ABCO	Adult	8.77
191.3	286.39	ABCO	Adult	77.77
170.36	280.45	ABCO	Adult	6.19
237.24	224.67	ABCO	Adult	38.6
284.74	161.98	ABCO	Adult	3.47
297.42	211.31	ABCO	Adult	0.39
141.98	75.07	ABCO	Adult	22.14
263.68	24.55	ABCO	Adult	35.44
214.47	290.45	ABCO	Adult	22.41
233.59	209.6	ABCO	Adult	2.71
196.92	34.58	ABCO	Adult	2.65
230.95	287.77	ABCO	Adult	3.11
241.71	152.05	ABCO	Adult	2.58
163.5	242.02	ABCO	Adult	3.06
153.11	275.86	ABCO	Adult	20.7
31.05	155.5	ABCO	Adult	1.84
296.43	123.31	ABCO	Adult	113.94
220.81	2.72	ABCO	Adult	106.32
135.28	194.45	ABCO	Adult	2
8.92	291.23	ABCO	Adult	2.62
265.98	121.02	ABCO	Adult	29.57
182.53	261.5	ABCO	Adult	57.12
217.21	130.38	ABCO	Adult	9.94
46.61	187.25	ABCO	Adult	19.9
8.73	155.6	ABCO	Adult	1.4
143.34	239.86	ABCO	Adult	15.37
185.67	48.25	ABCO	Adult	1.6
102.16	261.89	ABCO	Adult	22.57
39.74	203.24	ABCO	Adult	1.56
231.8	225.29	ABCO	Adult	4.79
250.53	144.61	ABCO	Adult	16.33
294.88	94.65	ABCO	Adult	30.9
235.15	63.61	ABCO	Adult	28.21
205.11	238.56	ABCO	Adult	10.99
187.22	222.32	ABCO	Adult	4.43
107.23	277.81	ABCO	Adult	47.53
199.52	10.81	ABCO	Adult	5.99
152.64	290.59	ABCO	Adult	3.04
213.03	256.49	ABCO	Adult	9.86
214.59	162.2	ABCO	Adult	17.35
231.72	84.88	ABCO	Adult	2.79
99.53	245.57	ABCO	Adult	7.22
202.11	258.06	ABCO	Adult	2.49
179.1	27.86	ABCO	Adult	18.45
265.65	196.89	ABCO	Adult	10.6
74.05	106.03	ABCO	Adult	26.89
113.72	24.59	ABCO	Adult	0.61
117.82	225.39	ABCO	Adult	2.08
12.11	258.64	ABCO	Adult	10.13
104.56	175.34	ABCO	Adult	3.7
182.3	138.59	ABCO	Adult	10.87
169.06	285.61	ABCO	Adult	3.55
268.82	85.72	ABCO	Adult	4.14
199.57	121.71	ABCO	Adult	0.34
256.19	270.22	ABCO	Adult	4.47
294.22	226.63	ABCO	Adult	1.78
266.72	295.44	ABCO	Adult	2.47
203.19	2.86	ABCO	Adult	8.9
60.75	268.89	ABCO	Adult	4.31
266.33	123.86	ABCO	Adult	6
140.29	32.48	ABCO	Adult	3.6
227.28	209.74	ABCO	Adult	0.33
175.16	201.26	ABCO	Adult	5.25
155.71	51.9	ABCO	Adult	55.89
53.41	253.67	ABCO	Adult	3.77
281.77	172.49	ABCO	Adult	24.56
181.65	146.4	ABCO	Adult	1.01
298.72	200	ABCO	Adult	132.7
186.36	135.79	ABCO	Adult	0.86
283.61	85.38	ABCO	Adult	17.97
160.68	117.23	ABCO	Adult	15.81
259.7	180.49	ABCO	Adult	7.87
99.68	121.83	ABCO	Adult	4.18
266.47	287.36	ABCO	Adult	2.89
226.28	2.02	ABCO	Adult	15.63
155.04	17.18	ABCO	Adult	10.38
46.85	249.6	ABCO	Adult	0.25
133.91	169.15	ABCO	Adult	2.4
206.37	72.42	ABCO	Adult	24.41
18.74	128.24	ABCO	Adult	0.9
126.58	70.16	ABCO	Adult	27.47
217.58	96.39	ABCO	Adult	2.14
272.85	203.91	ABCO	Adult	0.66
255.35	12.93	ABCO	Adult	18.65
158.36	131.96	ABCO	Adult	11.69
258.73	157.43	ABCO	Adult	8.59
136.81	212.75	ABCO	Adult	4.44
299.92	258.82	ABCO	Adult	2.53
68.22	156.36	ABCO	Adult	62.36
266.39	18.68	ABCO	Adult	5.71
157.01	152.11	ABCO	Adult	6.62
255.63	10.13	ABCO	Adult	5.58
162.78	288.19	ABCO	Adult	8.76
224.72	157.09	ABCO	Adult	16.49
293.87	202.7	ABCO	Adult	3.67
43.39	144.3	ABCO	Adult	13.69
110.48	101.64	ABCO	Adult	24.14
291.49	160.55	ABCO	Adult	7.81
220.29	92.92	ABCO	Adult	15.51
299.75	289.27	ABCO	Adult	10.38
103.94	208.67	ABCO	Adult	0.8
185.03	91.06	ABCO	Adult	7.61
8.45	280.01	ABCO	Adult	42.51
264.67	106.5	ABCO	Adult	20.52
290.13	233.84	ABCO	Adult	9.66
252.14	33.95	ABCO	Adult	7.8
192.6	289.92	ABCO	Adult	19.08
242.33	143.39	ABCO	Adult	31.32
14.54	283.7	ABCO	Adult	8.69
129.19	169.64	ABCO	Adult	12.57
139.54	225.65	ABCO	Adult	18.07
83.29	227.95	ABCO	Adult	9.28
173.05	281.79	ABCO	Adult	5.52
294.13	253.64	ABCO	Adult	1.93
32.82	116.24	ABCO	Adult	4.86
193.28	140.65	ABCO	Adult	2.27
275.69	195.43	ABCO	Adult	5.32
171.86	256.66	ABCO	Adult	28.26
73.8	174.55	ABCO	Adult	4.91
58.97	297.36	ABCO	Adult	9.58
231.43	268.21	ABCO	Adult	3.94
117.92	294.35	ABCO	Adult	1.74
268.31	3.66	ABCO	Adult	1.24
284.11	76.55	ABCO	Adult	17.13
144.45	279.26	ABCO	Adult	8.1
20.3	238.67	ABCO	Adult	48.78
42.73	240.72	ABCO	Adult	3.5
48.34	245.67	ABCO	Adult	6.62
168.14	142.82	ABCO	Adult	9.33
120.69	61.3	ABCO	Adult	33.91
215.95	192.57	ABCO	Adult	40.32
104.46	169.04	ABCO	Adult	9.4
229.66	8.53	ABCO	Adult	21.87
137.72	212.66	ABCO	Adult	6.4
78.18	134.81	ABCO	Adult	18.02
64.1	272.97	ABCO	Adult	0.86
126.69	121.97	ABCO	Adult	3.02
222.57	102	ABCO	Adult	6.42
299.85	17.28	ABCO	Adult	4.92
98.36	152.67	ABCO	Adult	3.04
210.64	258.89	ABCO	Adult	17.13
81.23	234.13	ABCO	Adult	19.09
101.31	21.53	ABCO	Adult	5.52
297.7	111.38	ABCO	Adult	1.27
118.31	156.31	ABCO	Adult	19.24
55.54	179.36	ABCO	Adult	20.95
147.72	148.98	ABCO	Adult	15.73
12.25	210.52	ABCO	Adult	0.88
19.96	187.24	ABCO	Adult	14.74
292.53	158.71	ABCO	Adult	3.1
279.6	12.85	ABCO	Adult	29.54
46.2	138.84	ABCO	Adult	6.06
299.26	280.04	ABCO	Adult	18.29
105.15	273.98	ABCO	Adult	62.43
133.64	287.85	ABCO	Adult	2
22.43	237.9	ABCO	Adult	9.18
184.69	244.81	ABCO	Adult	10.37
285.86	57.45	ABCO	Adult	1.19
71.84	172.81	ABCO	Adult	23.37
161.5	239.84	ABCO	Adult	68.8
75.77	100.43	ABCO	Adult	5.65
294.74	177.31	ABCO	Adult	11.78
112.41	181.66	ABCO	Adult	6.51
104.99	56.96	ABCO	Adult	14.94
252.64	69.98	ABCO	Adult	19.19
22.53	173.34	ABCO	Adult	41.23
9.46	164.41	ABCO	Adult	23.4
268.96	203.83	ABCO	Adult	2.67
270.66	226.16	ABCO	Adult	2.1
59.67	277.11	ABCO	Adult	2.06
277.08	141.91	ABCO	Adult	1.45
119.57	222.73	ABCO	Adult	9.66
226.7	299.79	ABCO	Adult	25.02
264.41	68.01	ABCO	Adult	4.58
230.64	146.7	ABCO	Adult	7.92
213.61	210.01	ABCO	Adult	4.48
232.08	293.76	ABCO	Adult	6.59
258.26	235.23	ABCO	Adult	13.51
298.88	82.03	ABCO	Adult	16.35
266.21	236.93	ABCO	Adult	7.13
87.45	133.21	ABCO	Adult	18.94
239.29	180.51	ABCO	Adult	4.42
232.02	93.7	ABCO	Adult	0.83
153.89	5.1	ABCO	Adult	1.07
133.25	250.36	ABCO	Adult	0.31
56.48	244.31	ABCO	Adult	34.1
60.03	293.82	ABCO	Adult	11.81
141.27	262.13	ABCO	Adult	11.88
102.82	42.16	ABCO	Adult	4.8
231.86	287.13	ABCO	Adult	58.78
16.59	213.73	ABCO	Adult	12.92
105.51	236.57	ABCO	Adult	13.41
263.91	121.33	ABCO	Adult	10.32
184	145.86	ABCO	Adult	3.4
53.85	177.02	ABCO	Adult	1.44
237.39	288.01	ABCO	Adult	10.93
128.8	208.6	ABCO	Adult	1.67
168.03	69.91	ABCO	Adult	0.71
159.88	168.78	ABCO	Adult	2.86
55.9	253.44	ABCO	Adult	3.32
21.58	246.33	ABCO	Adult	6.52
126.01	215.06	ABCO	Adult	13.28
273.11	284.48	ABCO	Adult	7.66
134.96	294.81	ABCO	Adult	13.88
121.62	58.35	ABCO	Adult	10.02
222.97	221.35	ABCO	Adult	4.73
231.11	44.98	ABCO	Adult	58.56
295.6	276.68	ABCO	Adult	5.73
157.15	33.59	ABCO	Adult	3.96
88.48	134.01	ABCO	Adult	1.99
275.53	128.23	ABCO	Adult	10.69
188.15	190.48	ABCO	Adult	0.91
144.15	35.27	ABCO	Adult	10.87
24.06	284.51	ABCO	Adult	83.31
223.92	284.06	ABCO	Adult	45.89
142.96	149.09	ABCO	Adult	24.33
154.25	49.93	ABCO	Adult	10.62
151.25	268.44	ABCO	Adult	11.93
256.13	159.14	ABCO	Adult	18.31
261.08	25.09	ABCO	Adult	55.12
120.1	5.05	ABCO	Adult	2.1
260.69	114.6	ABCO	Adult	3.88
154.01	123.62	ABCO	Adult	2.44
215.47	259.45	ABCO	Adult	9.35
250.96	221.23	ABCO	Adult	8.61
256.71	171.52	ABCO	Adult	1.92
203.89	260.11	ABCO	Adult	5.97
222.3	288.34	ABCO	Adult	20.02
276.64	113.72	ABCO	Adult	1.22
79.65	200.9	ABCO	Adult	3.7
244.5	101.7	ABCO	Adult	13.6
275.16	197.07	ABCO	Adult	14.5
229.92	108.33	ABCO	Adult	3.01
79.62	233.58	ABCO	Adult	45.36
294.13	195.19	ABCO	Adult	2.04
215.12	42.63	ABCO	Adult	20.81
286.59	47.96	ABCO	Adult	10.65
105.95	298.39	ABCO	Adult	8.42
207.98	123.18	ABCO	Adult	7.55
284.55	234.83	ABCO	Adult	13.94
84.37	239.89	ABCO	Adult	5.5
112.42	235.49	ABCO	Adult	15.02
128.94	193.74	ABCO	Adult	2.93
182.87	185.39	ABCO	Adult	0.54
157.48	197.58	ABCO	Adult	1.79
172.83	156.59	ABCO	Adult	13.37
102.96	288.88	ABCO	Adult	7.48
249.31	253.61	ABCO	Adult	80.04
65	157.53	ABCO	Adult	3.28
162.81	125.86	ABCO	Adult	1.61
122.97	103.05	ABCO	Adult	20.79
151.4	72.35	ABCO	Adult	3.45
188.21	103.51	ABCO	Adult	10.56
107.69	251.39	ABCO	Adult	8.31
291.25	222.23	ABCO	Adult	4.78
24.29	160.22	ABCO	Adult	4.28
227.72	126.45	ABCO	Adult	5.74
9.77	256.9	ABCO	Adult	2.62
26.93	279	ABCO	Adult	3.4
39.02	241.38	ABCO	Adult	108.9
264.42	251.87	ABCO	Adult	7.81
107.19	260.09	ABCO	Adult	7.55
186.06	165.03	ABCO	Adult	0.51
163.04	203.62	ABCO	Adult	4.9
75.37	161.74	ABCO	Adult	2.06
60.16	210.79	ABCO	Adult	1.39
292.4	165.42	ABCO	Adult	3.7
208.78	66.05	ABCO	Adult	32.51
143.59	64.3	ABCO	Adult	46.31
24.47	241.61	ABCO	Adult	16.98
254.41	24.92	ABCO	Adult	4.12
33.39	145.28	ABCO	Adult	4.43
9.26	278.82	ABCO	Adult	9.84
285.04	102.2	ABCO	Adult	4.72
279.23	148.07	ABCO	Adult	21.57
161.03	139.79	ABCO	Adult	4.26
160.57	235.11	ABCO	Adult	6.13
243.84	180.54	ABCO	Adult	5.66
232.37	156.11	ABCO	Adult	0.4
275.08	74.21	ABCO	Adult	1.38
175.82	163.65	ABCO	Adult	2.44
42.94	193.26	ABCO	Adult	4.28
294.42	166.01	ABCO	Adult	18.1
99.97	97.09	ABCO	Adult	8.23
201.47	13.76	ABCO	Adult	6.83
192.06	292.48	ABCO	Adult	9.06
298.78	80.22	ABCO	Adult	11.27
146.83	144.23	ABCO	Adult	7.27
54.27	144.85	ABCO	Adult	1.55
200.89	290.24	ABCO	Adult	7.59
169.9	121.32	ABCO	Adult	2.23
269.64	219.07	ABCO	Adult	4.43
0.25	263.66	ABCO	Adult	13.49
190.67	112.32	ABCO	Adult	8.74
274.08	192.73	ABCO	Adult	17.81
51.84	132.47	ABCO	Adult	24.21
224.55	248.99	ABCO	Adult	14.5
248.14	291.48	ABCO	Adult	10.12
252.44	158.84	ABCO	Adult	3.07
114.62	257.84	ABCO	Adult	2.52
26.07	272.71	ABCO	Adult	8.38
268.72	80.93	ABCO	Adult	2.85
282.95	275.62	ABCO	Adult	2.3
156.19	276.51	ABCO	Adult	4.34
153.33	258.93	ABCO	Adult	26.12
182.68	155.32	ABCO	Adult	2.64
248.66	164.06	ABCO	Adult	36.52
235.64	172.44	ABCO	Adult	2.02
128.31	167.42	ABCO	Adult	3.52
167.23	224.16	ABCO	Adult	13.11
254.02	176.17	ABCO	Adult	1.08
19.75	211.35	ABCO	Adult	20.31
294.78	57.6	ABCO	Adult	3.08
249.68	200.85	ABCO	Adult	3.62
164.01	91.18	ABCO	Adult	7.52
290.02	210.93	ABCO	Adult	1.8
236.03	220.93	ABCO	Adult	1.67
9.16	180.78	ABCO	Adult	3.63
190.31	234.54	ABCO	Adult	13.27
212.92	63.97	ABCO	Adult	22.35
171.97	182.11	ABCO	Adult	30.32
201.83	133.02	ABCO	Adult	37.11
188.86	69.07	ABCO	Adult	6.09
0.46	153.52	ABCO	Adult	5.6
116.47	290.82	ABCO	Adult	3.25
83.69	286.21	ABCO	Adult	4.71
19.96	171.06	ABCO	Adult	2.41
146.64	19.54	ABCO	Adult	7.42
132.36	242.7	ABCO	Adult	7.02
138.74	143.39	ABCO	Adult	1.23
208.36	277.35	ABCO	Adult	16.69
153.22	298.95	ABCO	Adult	4.16
78.47	138.76	ABCO	Adult	6.3
134.22	217.98	ABCO	Adult	2.85
269.31	292.94	ABCO	Adult	4.12
251.27	135.15	ABCO	Adult	7.72
167.84	6.93	ABCO	Adult	5.72
100.33	187.38	ABCO	Adult	2.28
0.12	236.27	ABCO	Adult	5.23
171.32	216.7	ABCO	Adult	10.05
144.33	113.22	ABCO	Adult	3.19
296.69	74.43	ABCO	Adult	2.69
210.59	3.16	ABCO	Adult	1.49
122.34	22.05	ABCO	Adult	4.85
19.64	270.65	ABCO	Adult	1.38
283.3	121.16	ABCO	Adult	1.73
191.9	94.84	ABCO	Adult	18.84
124.68	72.47	ABCO	Adult	5.06
228.67	109.2	ABCO	Adult	1.69
214.64	214.42	ABCO	Adult	1.65
193.78	182.46	ABCO	Adult	12.35
105.59	271.42	ABCO	Adult	52.79
139.66	92.06	ABCO	Adult	26.5
242.87	121.03	ABCO	Adult	6.49
215.34	291.08	ABCO	Adult	19.99
155.57	6.35	ABCO	Adult	16.34
185.49	236.46	ABCO	Adult	0.87
122.67	83.05	ABCO	Adult	1.45
123.21	197.28	ABCO	Adult	2.48
152.69	87.93	ABCO	Adult	1.91
95.25	175.23	ABCO	Adult	33.92
89.27	145.05	ABCO	Adult	6.9
55.15	156.95	ABCO	Adult	10.53
247.79	35.01	ABCO	Adult	23.95
124.9	55.99	ABCO	Adult	17.9
60.09	126.01	ABCO	Adult	56.5
133.3	135.52	ABCO	Adult	1.53
238.78	262.68	ABCO	Adult	14.42
148.71	32.86	ABCO	Adult	4.46
164.67	183.16	ABCO	Adult	5.6
188.11	280.68	ABCO	Adult	3.2
133.13	228.37	ABCO	Adult	15.83
178.17	275.36	ABCO	Adult	13.08
284.3	203.27	ABCO	Adult	2.96
281.28	172.14	ABCO	Adult	0.79
259.03	7.48	ABCO	Adult	12.5
223.35	265.38	ABCO	Adult	1.8
172.66	249.95	ABCO	Adult	10.88
163.52	248.32	ABCO	Adult	163.51
239.78	71.43	ABCO	Adult	8.24
199.93	154.18	ABCO	Adult	13.6
276.42	67.88	ABCO	Adult	8.91
145.87	152.76	ABCO	Adult	2.65
133.09	74.57	ABCO	Adult	14.86
117.42	275.21	ABCO	Adult	2.44
252.84	55.64	ABCO	Adult	9.43
251.03	299.11	ABCO	Adult	6.54
68.62	171.77	ABCO	Adult	87.21
37.03	165.69	ABCO	Adult	4.62
252.93	232.95	ABCO	Adult	35.7
284.28	265.92	ABCO	Adult	0.63
231.58	254.94	ABCO	Adult	2.57
6.89	109.68	ABCO	Adult	16.1
196.51	230.7	ABCO	Adult	9.57
136.87	23.73	ABCO	Adult	4.4
236.22	247.45	ABCO	Adult	2.45
292.42	16.47	ABCO	Adult	20.46
107.99	181.55	ABCO	Adult	0.72
291.08	79.13	ABCO	Adult	4.26
37.32	226.19	ABCO	Adult	5.73
29.11	191.43	ABCO	Adult	5.78
231.27	173.4	ABCO	Adult	74.67
293.8	84.96	ABCO	Adult	13.46
10.53	140.6	ABCO	Adult	20.17
131.02	73.33	ABCO	Adult	8.65
146.94	176.71	ABCO	Adult	12.28
66.1	247.22	ABCO	Adult	26.01
107.6	218.78	ABCO	Adult	3.97
112.87	262.08	ABCO	Adult	7.57
47.47	214	ABCO	Adult	2.64
263.2	153.7	ABCO	Adult	4.47
114.77	23.72	ABCO	Adult	2.91
284.61	39.62	ABCO	Adult	5.06
140.55	172.7	ABCO	Adult	14.12
20.01	117.05	ABCO	Adult	11.84
179.79	293.44	ABCO	Adult	0.81
83.35	238.81	ABCO	Adult	45.33
161.76	119.06	ABCO	Adult	4.79
201.25	130.35	ABCO	Adult	10.01
294.31	189.57	ABCO	Adult	9.07
207.54	109.55	ABCO	Adult	20.16
32.26	255.4	ABCO	Adult	6.07
160.83	100.06	ABCO	Adult	0.98
122.15	109.3	ABCO	Adult	14
157.64	43.6	ABCO	Adult	4.89
169.84	76.61	ABCO	Adult	2.41
47.23	130.02	ABCO	Adult	21.94
128.56	179.38	ABCO	Adult	32.73
119.68	144.4	ABCO	Adult	15.35
72.51	161.33	ABCO	Adult	8.7
174.81	247.6	ABCO	Adult	5.36
76.43	105.46	ABCO	Adult	4.49
89.71	145.17	ABCO	Adult	8.67
78	199.73	ABCO	Adult	8.51
181.45	133.98	ABCO	Adult	6.21
164.63	215.07	ABCO	Adult	32.66
225.06	133.92	ABCO	Adult	1.66
171.73	293.78	ABCO	Adult	18.06
268.32	127.66	ABCO	Adult	27.06
105.93	282.66	ABCO	Adult	0.9
27.58	152	ABCO	Adult	39.47
108.97	116.92	ABCO	Adult	12.62
149.11	44.28	ABCO	Adult	3.74
290.86	258.58	ABCO	Adult	14.86
128.73	248.22	ABCO	Adult	4.57
198.48	109.07	ABCO	Adult	16.84
275.11	273.46	ABCO	Adult	3.37
168.61	131.53	ABCO	Adult	7.38
265.99	207.53	ABCO	Adult	0.94
121.54	61.42	ABCO	Adult	13.75
138.58	168.63	ABCO	Adult	1.84
219.41	88.06	ABCO	Adult	26.74
259.51	106.62	ABCO	Adult	6.06
226.92	51.25	ABCO	Adult	1.68
71.34	174.44	ABCO	Adult	5.68
61.51	196.01	ABCO	Adult	3.2
70.21	137.02	ABCO	Adult	8.69
48.23	164.79	ABCO	Adult	22.96
273.69	256.02	ABCO	Adult	64.13
262.99	40.47	ABCO	Adult	17.28
126.14	281.05	ABCO	Adult	36.08
116.36	124.38	ABCO	Adult	5.37
222.77	181.12	ABCO	Adult	21.51
42.62	267.07	ABCO	Adult	43.45
24.16	116.1	ABCO	Adult	7.59
242.89	98.14	ABCO	Adult	22.94
178.43	73.06	ABCO	Adult	23.57
209.72	193.41	ABCO	Adult	24.83
251.95	4.64	ABCO	Adult	17.76
143.06	71.2	ABCO	Adult	5.22
270.53	51.67	ABCO	Adult	5.68
107.41	99.65	ABCO	Adult	12.21
132.35	139.01	ABCO	Adult	1.44
68.3	183.46	ABCO	Adult	3.44
154.35	64.73	ABCO	Adult	24.56
106.68	272.87	ABCO	Adult	1.37
71.93	110.25	ABCO	Adult	21.74
111.95	280.21	ABCO	Adult	6.1
150.28	255.56	ABCO	Adult	10.54
295.42	241.69	ABCO	Adult	10.56
102.79	191.94	ABCO	Adult	7.49
4.15	173.65	ABCO	Adult	3.19
252.37	112.47	ABCO	Adult	29.6
11.39	119.91	ABCO	Adult	1.53
248.3	134.66	ABCO	Adult	9.48
36.04	282.55	ABCO	Adult	4.68
74.59	150.36	ABCO	Adult	6.94
111.58	136.99	ABCO	Adult	0.58
92.28	145.58	ABCO	Adult	6.34
226.17	25.66	ABCO	Adult	7.48
46.17	211.16	ABCO	Adult	7.03
173.88	157.04	ABCO	Adult	21.26
269.97	121.69	ABCO	Adult	3.21
44.18	146.04	ABCO	Adult	17.68
63.79	217.62	ABCO	Adult	6.61
267.66	277.21	ABCO	Adult	2.44
183.52	72.65	ABCO	Adult	11.85
27.59	229.81	ABCO	Adult	10.81
169.51	251.4	ABCO	Adult	6.21
110.18	282.66	ABCO	Adult	0.42
75.15	211.88	ABCO	Adult	4.59
50.29	212.72	ABCO	Adult	9.54
203.75	30.68	ABCO	Adult	9.82
147.92	215.01	ABCO	Adult	3.49
5.43	271.87	ABCO	Adult	8.07
159.51	35.02	ABCO	Adult	1.84
215.27	221.38	ABCO	Adult	24.05
50.73	119.11	ABCO	Adult	4.07
257.02	149.15	ABCO	Adult	8.37
