X	Y	Species	Type	Diam	Height
89.727	48.413	ABMA	Adult	2.911	0
134.405	14.458	ABMA	Adult	87.081	0
25.558	222.474	ABMA	Adult	1.473	0
14.37	60.975	ABMA	Adult	62.577	0
219.181	255.762	ABMA	Adult	3.969	0
96.134	234.904	ABMA	Adult	2.388	0
258.51	91.671	ABMA	Adult	45.194	0
155.543	98.296	ABMA	Adult	32.558	0
215.701	133.111	ABMA	Adult	3.577	0
139.406	251.996	ABMA	Adult	17.311	0
27.673	8.267	ABMA	Adult	18.811	0
63.303	283.875	ABMA	Adult	25.484	0
27.14	157.79	ABMA	Adult	153.65	0
244.037	14.973	ABMA	Adult	3.417	0
250.087	15.783	ABMA	Adult	63.616	0
121.386	270.501	ABMA	Adult	3.928	0
100.504	77.344	ABMA	Adult	81.159	0
162.39	14.529	ABMA	Adult	55.316	0
46.977	184.589	ABMA	Adult	20.808	0
93.428	18.069	ABMA	Adult	39.153	0
190.671	203.812	ABMA	Adult	85.172	0
259.385	59.509	ABMA	Adult	6.175	0
239.571	75.67	ABMA	Adult	8.533	0
52.118	53.303	ABMA	Adult	2.113	0
286.849	0.568	ABMA	Adult	56.575	0
297.143	285.803	ABMA	Adult	1.312	0
102.291	169.749	ABMA	Adult	58.713	0
161.345	168.432	ABMA	Adult	16.934	0
6.467	270.854	ABMA	Adult	15.082	0
100.981	162.288	ABMA	Adult	19.011	0
184.196	249.273	ABMA	Adult	111.061	0
186.514	205.754	ABMA	Adult	71.393	0
114.973	160.123	ABMA	Adult	1.165	0
166.731	146.414	ABMA	Adult	10.417	0
116.603	219.724	ABMA	Adult	2.809	0
144.402	240.472	ABMA	Adult	9.704	0
289.326	43.359	ABMA	Adult	5.076	0
156.373	183.127	ABMA	Adult	2.76	0
157.936	74.395	ABMA	Adult	5.756	0
291.581	177.413	ABMA	Adult	18.668	0
169.089	282.622	ABMA	Adult	16.324	0
86.143	277.831	ABMA	Adult	4.215	0
12.232	42.789	ABMA	Adult	52.052	0
91.033	267.333	ABMA	Adult	3.085	0
223.347	263.009	ABMA	Adult	19.181	0
223.876	89.882	ABMA	Adult	6.8	0
48.016	98.403	ABMA	Adult	108.684	0
213.325	262.856	ABMA	Adult	4.66	0
102.861	212.831	ABMA	Adult	8.596	0
254.084	46.215	ABMA	Adult	23.806	0
42.575	298.222	ABMA	Adult	2.51	0
79.25	132.988	ABMA	Adult	20.291	0
143.34	12.939	ABMA	Adult	1.473	0
241.88	26.509	ABMA	Adult	4.366	0
186.954	203.567	ABMA	Adult	98.243	0
272.066	74.589	ABMA	Adult	44.764	0
161.81	239.317	ABMA	Adult	68.742	0
235.558	166.928	ABMA	Adult	60.212	0
277.865	11.432	ABMA	Adult	67.143	0
104.892	136.051	ABMA	Adult	1.291	0
113.998	18.914	ABMA	Adult	66.678	0
68.595	230.231	ABMA	Adult	0.889	0
188.869	38.549	ABMA	Adult	21.658	0
34.354	62.742	ABMA	Adult	75.287	0
296.462	113.071	ABMA	Adult	28.015	0
132.247	5.133	ABMA	Adult	5.595	0
157.122	35.804	ABMA	Adult	39.777	0
27.549	40.248	ABMA	Adult	16.141	0
203.366	15.786	ABMA	Adult	0.568	0
211.988	294.416	ABMA	Adult	44.266	0
10.521	268.458	ABMA	Adult	4.004	0
280.974	234.167	ABMA	Adult	18.747	0
250.156	40.664	ABMA	Adult	74.564	0
27.073	161.441	ABMA	Adult	1.998	0
153.403	32.047	ABMA	Adult	6.431	0
114.139	246.88	ABMA	Adult	4.681	0
289.275	259.798	ABMA	Adult	89.056	0
298.497	196.403	ABMA	Adult	2.539	0
